,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600157.SH,X600362.SH,X600688.SH,X600188.SH,X600886.SH,X600027.SH,X600111.SH,X000709.SZ,X000883.SZ,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X601158.SH,X600021.SH,X600352.SH,X600309.SH,X000898.SZ,X000629.SZ,X600307.SH,X000792.SZ,X000060.SZ,X002075.SZ,X600808.SH,X600489.SH,X000825.SZ,X600863.SH,X600098.SH,X600547.SH,X600008.SH,X600578.SH,X002353.SZ,X600660.SH,X002470.SZ,X600022.SH,X601918.SH,X000831.SZ,X000012.SZ,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.611122433844512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539191796611051,0.0274447710966559,0,0,0,0,0,0.0876781099646839,0,0,0,0,0,0,0,0,0,0.021036278775572,0,0,0.0359667762305587,0,0,0,0,0,0,-0.00815626227797206,0,0,0,0.00826167699994095,0,0,0,0,0,0,0
X600028.SH,0.152359370416126,0,0,0,0,0.139323656053908,0,0,0.0679718041849303,0,0,0,0,0,0,0,0,0,0,0,0.0410393770290019,0,0.0494877797238362,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0886789386583208,0,0,0,0,0,0.167010765655509,0,0,0,0,-0.00354962249845138,0.0102570174684866,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.150811523723343,0.0388343609102068,0,0,0,0,0,0,0,0,0.028393497622731,0,0,0,0,0.0327583254252108,0,0,0,0,0,0,0,0,0,0,0,0.11530755221416,0,0,0,0,0,0.00214202684380284,0,0,0,0,0,0,0,0.0866034865074825,0,0,0.112589189799324,0,-0.016448491449161,0.00156289971804368,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.138106925953792,0,0,0.0121986835019918,0,0,0,0,0,0,0.297306356742587,0,0,0.160534961253401,0,0,0,0.0170016530460105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240317159193139,0,0,0.0093989394240103,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0269333977295401,0.0106212009023823,0,0,0,0.08222750574735,0,0,0,0,0.157587902381637,0.121966369379151,0,0,0,0,0,0,0.0486044370166585,0,0.0549111382186212,0,0,0,0,0,0,0.0142047394168067,0,0,0,0.0699686202088627,0,0,0,0,0.231814293720984,0,0,0,0,0,0,0,0,0,-0.00272779140555666,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0722976034826856,0,0.159983955676435,0,0,0.00311190461201526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221262683611624,0,0,0,0,0,0.143482434743173,0,0,0,0,0,0.209842607604244,0,0,0,0,0.00328080032697555,0.0215590768387563,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0635365156160766,0,0,0,0,0,0.00791461770821521,0,0,0,0,0,0,0.1800308564569,0,0,0,0,0,0,0.050359725504208,0,0,0.171847504634251,0,0,0,0.125819727988277,0,0,0,0,0,0,0,0,0,0,0,0,0.0993295319660696,0.076079588466775,0,0,0,0,0,0.00390810928316665,0,0,0,0,0,0
X600795.SH,0,0,0,0.0788308625637611,0,0,0,0,0.0790446625248137,0,0.18761290130235,0,0,0,0,0.0316612739545512,0.0908360634811943,0,3.46944695195361e-18,0,0.0149768615844563,0,0,0,0,0.0921503681284212,0,0,0,0,0,0,0,0,0,0,0,0.197358926305476,0.0435418833256939,0,0,0,0,0,0,0.111867022888197,0,0,0,0,0,0.00645832416391101,0.0208588569655748,0,0,0,0,0,0
X601600.SH,0,0.123207718176644,0,0,0,0,0,0,0,0,0.210410618168763,0.0121763362979354,0,0,0,0,0,0,0,0,0,0,0.0165922735604025,0,0,0,0,0,0,0,0,0,0.181728097434305,-0.0696663889021679,0.215499246732798,0,0,0,0,0,0,0,0,0,-0.155569787906574,0,0,0.205545449890609,0,0,0,-0.00707570274569142,0.0184218647380099,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0218155931523167,0,0,0,0,0,0,0.27717034163247,0,0,0,0.0622074934637523,0,0,0.081577566947536,0,0,0,-0.0277495706342385,0,0,0,0.0277220131823852,0,0,0,0,0,0,4.94894494802237e-05,0,0,0,0,0,0,0,0,0.0362746885863915,0,-0.0349727027315378,0.142607879927273,0,-0.0220584836660267,-0.0253042382865004,0,0,0,0,0,0
X601991.SH,0,0,0.209445545334448,0,0.333581364483312,0.179483571062648,0,0.0884659540452326,0,0,0,0,0,0,0,0.0311018600494041,0,0,0,0,0,0,0,0,0,0.132541686788174,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0852614509408598,0,0.0479533977740276,0,0,0,0,0,0,0,0.0989225438783649,0,0,-0.00176156615329554,-0.0129313303848985,0,0,0,0,0,0
X600157.SH,0,0,0,-0.167188909583009,0,0,0,0,0.0117033284425252,0,0,0,0,0,0,0,0.0116322875669634,0,0,0.0184632681488923,0.124835411795662,0.142987267089128,0,0,0,0.0227948302883606,0,0,0,0,0,0,0.00655024412734233,0,0,0,0,0.368885791818394,0,0.050052548991153,0,0,0,0,0,0,0,0.0534194211858591,0,0,0,0.0215319962035904,0.0583481715171847,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.062878027122472,0.0320892759504136,0,0,0,0,0,0,0,0.0368732204801852,0,0,0,0,0.0514542279517574,0,0,6.93889390390723e-18,0,0,0.00732550109826981,0,0,0,0,0.0815755564917956,0,0.178938193291524,0,0.0651416057192691,0,0.108137235460935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000678258789011331,0,0,0,0,0,0,0
X600688.SH,0,0.066337732472879,0,0,0,0.0046772267012452,0,0,0,0,0,0.0614021922401627,0,0,0,0,0,0,0,-0.0765640674139246,0,0,0,0,8.67361737988404e-19,-0.0154827240368704,0,0,-8.67361737988404e-19,0,0,0,0.115908635123701,0,0,0,0,0,0,0.151519982504465,0,0,0,0,0,0,0.359515422547658,0,0,0.269900299510192,0,-0.0112684549563605,0.0160590133443454,0,0,0,0,0,0
