,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X600688.SH,X600583.SH,X601992.SH,X601158.SH,X000898.SZ,X600352.SH,X000709.SZ,X000792.SZ,X000883.SZ,X600489.SH,X002353.SZ,X000539.SZ,X600547.SH,X000629.SZ,X000831.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X600578.SH,X600660.SH,X600549.SH,X600808.SH,X601699.SH,X000983.SZ,X600008.SH,X600315.SH,X600307.SH,X600863.SH,X002470.SZ,X600098.SH,X000937.SZ,X600348.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.466556904339933,0,0,0,0,0,0,0,0,0,0.0916946996722669,0,0,0,0,0.0868152055396171,0,0,0.110403004113053,0,0,-0.12890205620121,0,0,0,0,0,0,0,0,0.0418630564787108,0,0.0638255876734128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569181965599196,-0.00754518371505154,0,0,0,0,0,0
X600028.SH,0.586019330376904,0,0,0,0,0,0.0185103770980186,0,0,0,0,0,0,0,0,0,0,0.346613280195792,0.087405077363214,0,0,0.00851883770149011,0,0,0,0,0,0,0,0,0,0,0.00975803613233459,0,0,0,0,0.0331729006494382,0,0,0,0,0,0,-0.111250219889781,-0.103090492467783,0,0,0,0,0,-0.0468440438853971,-0.026726979838885,0,0,0,0,0,0
X601088.SH,0.0171675143872298,0.0546369887797618,0,0,0,0.07903570620658,0.0596320244767449,0,0,0,0.0254469442569517,0.137464402707745,0,0,0,0,0,0,0,0.0493116236493127,-0.0165645695196104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00172747724335281,0.360477999308729,0,0,0,0,0,0,0.0127557824355673,0,0,0,0,-0.00242586941963845,0,0,0,0,0,0
X600011.SH,0,0.071298148505404,0,0,0,0.132272106675385,0.00586261556289954,0.0989314962709878,0,0,0.288893970605326,0.123155751681547,0,0,0,0.0808762595760227,0,0,0,0,0,0,0,0,0,-0.191350748722803,0.00619802944561607,0,0,0,0,0,0,0,0,0,-0.0961911114060015,0,0,0,0,0,0,0,0,0,0.10244632030055,0,0,0,0,0,-0.00290198663101704,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.00999416555730731,0,0,0.0946691742709809,0,0,0,0,0,0,0,-0.0280533583630399,0,0.230730313443651,0,0,0,0,0,0,0,0,0.013699913162628,0,0,0,0,0,0,0,0,0.0403184788222053,-0.0669257035387669,0,0,0,0,0,0,0,0.0889052029926342,0,-0.0571848654628736,-0.0120936821321525,0,0,0,0,0,0
X600019.SH,0,0,0,0.195168030502529,0,0,0,0,0,0,0,0,0.106628940440763,0,0,0,0,0,0,0,0,0.448118883701608,0,0.106729189961014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353504382086303,0,0,0,0,0,-0.0198604909743508,-0.0123842953586259,0,0,0,0,-0.0483786709023224,-0.0138954028798518,-0.0321854833513397,0,0,0,0,0
X601898.SH,0,0,0.0793756739797565,0,0,0,0,0.128647660270931,0,0.0385472100986119,0,0.0807676798165624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179277095720468,0.107991782135558,0,0,0,0,0,0,-8.67361737988404e-19,0,0.403715142567353,0,0,0,0,0,0,0,0,0,0,0,-0.00643050084785719,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0970767441204775,0.070478441179241,1.73472347597681e-18,0,0,0,0,0.165331870868266,0,0.170462508644054,0.0637745453967951,0,0,0,-0.0267449334704978,0,0,0.0135888120815583,0,0,0,0,0,0,0,0,0,0.121297631301451,0,0,0,0.02157931412699,0,0,0,0,0.130515740019435,0,0,0,0,0,0,-0.0200041053004954,-0.0261729073023453,0,0,0,0,0,0
X600795.SH,0,0.0923084180105441,0,0.0498003547402597,0,0,0,0,0,0.00702735092370332,0.279006686901855,0,0,0,0,0.04890329972949,0,0,0,0,0,0,0,0.12330461092389,0,0,0.120624639426155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214803907594913,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.131546786058491,0.31841183724152,0.0324445797128727,0,0,0,0,0,0.173745704151424,0.0677875585747304,0,0,0,0,0,0.13818809735687,0,0,0,0,0.0531767153089926,0,0,0,0,0,0,0,0,0,0,0,0.0248172386088338,0,0,0,0,0,0,0,0,0,0,0.127194997240258,0,0.00558111501506255,-0.0119828157180068,0,0,0,0,0,0
X600886.SH,0,0,0,0.408413797191118,0,0,0,0,0.0523608966488403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149267039376733,0.012671043743398,0,0,0,0,-0.0568216945901996,0,0.0837986065514855,0,0.0550440923641245,0,0.143535010979262,0.177155099247637,0,0.0413025565147622,0,0,0,0,0,0.131376295238499,0,0,0,0,0,0,-0.0531141246761222,0,0,0,0,0,0,0
X600188.SH,0.399245850615095,0,0,0,0,0.0426709619256045,0,0,0,0,0,0,0,0.109939131233111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19422064182767,0,0,0,0,0,0.111948731791815,0.0220347471643021,0.168307803762909,0,0,0,0,0,0,0,0,0,-0.0579540473003319,-0.0129030868372289,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580599976283507,0,0.111015526958612,0,-0.204096962167727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204643719540261,0,0,0,0,0,0,0,0,0.00484067218837017,1.12736237987578e-05,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077606579487526,0,0,0,0,0,0,0,0.00359666120128767,0,0.0238618157204028,0.104206371082219,0.229495426979624,0,0.0357679748906753,0,0,0,0.215299534926038,0,0,0,0,0.172777899011272,0,0,0,0,0,0,0,0,0.00280486078548971,-0.0252770107512541,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.112380553076045,0,0,0,0,0,0,0,0,0,0,-0.0397573942046599,0,0,0,0,0,0,0,0,0,0,0,-0.00621477760788007,0.187007145150273,0,0,0,0,0.103725805143691,0.143235583993298,0,0,0,-0.00394434417638343,0,0,0,0,0,0.193226961079544,0,0,-0.000428182070655886,0,0,0,0,0,0
X600027.SH,0,0,0,0.282131869264967,0,0,0,0.11799009687542,0.14274480162848,0.212879282288635,0,0,0,0,0,0,0,0,0,-0.0270966444707389,0.0707438969137304,0,0.133820011307099,0,0,0,0,0,0,0,0.00782979740294653,0,0,0,0.0277395308367417,0,0,0,0,0,0,0,0,0,0,0,0.0051528373534828,0,0,0,0,-0.00913312796018154,-0.022616808870013,-0.0369403981614303,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00308799361961985,0.233675066397699,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.145424283265606,0.25880529331675,0,0.0302814700150556,0,0,0.0314148023680967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00259240009386192,-0.00330987687382404,0,0,0,0,0
X600688.SH,0,0.183813025495381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105401446562918,0,0,0,0,0.0650471440473026,0,0.193827166135438,0.123107996481261,0,0,0,0,0.0177258470384642,0,0,-0.0315348016846362,0,0.0211469681032288,0,0,0,0,0,0.00599342387703019,0,-0.0528871858077541,-0.0233891225247214,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111296646185894,0,0,0,0,0,0,0,0,0,0,0,0.105525403515292,0.0365453332543819,0,0,0,0,0,0.0380025616399357,0.0793701114667261,0.0345745354067346,0,0,0.0584726326236819,0,0,0,0,0,0,0,0,0.101678818110628,0.184428846501767,0,0,0.0127695613609067,-0.00926026793400888,0,0,0,0,0,0
X601992.SH,-0.112172507197974,0,0,0,0.141265573068919,0,0,0,0,0,0,0,0,0,0,0,-0.0918247696139007,0,0,0,0,0,0,0.302110547847442,0,0,0,0.172465454911683,0,0.232070553969105,0,0,0,-0.227835182104208,0,0,0.0617409096779087,0,0,0,0.107173710058926,0,0,0,0,0,0.0992851555506351,0.118697690316501,0,0,0,0,-0.0329523914554157,0.0485410639671261,0,0,0,0,0
X601158.SH,0,0,0,0,-0.136829648814812,0,0,0,0,0,0,0.0316463014543111,0,0,0,0.0455864857562795,0.0458540360805561,0,0.262204146363626,0,0,0.154066543058822,0,0,0,0,0,0.0328743101342419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182593278115536,0,0.0405509684296905,0,0,-0.0365567456254553,0,0,0,0,-0.0328278995555699,-0.0366178847945164,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.321372893823717,0,0,0,0.139734499084705,0,0.0264435036862154,0.0605683214885025,0,0,0,0,0,0,0,0,0,0,0.194967171344966,0,0,0,0,0,0,0,0,0,0,0.0842381004316293,0,0,0,0.0402131685237981,0,0,0,0,0.0257634465202056,0,0,0,0,0,0,0,0.0559555414086576,0.0196261601910674,0,0,0,0,0,0
X600352.SH,0,0,0,0,-0.0457759030637832,0,0,0,0,0,0,0.125160620487381,0,0.215030964680813,0,0.0651851600549507,0,0,0,0,0.0557396996033572,0,0,0,0,0,0,0.262629584363648,0,0,0,0.287196181014964,0,-0.077125351436245,0,0,0.014297525147014,-3.46944695195361e-18,0,0,0,0,0,-0.0973820671482481,0,0,0,0,0,0,0,0.0269384124340726,-0.00223992063110253,-0.0168123508897961,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.157036563688368,0,0,0,0,0,0.0726496127483974,0,0,0,0,0,0,0,0.0268742228955307,0.063964908728429,0.396736483636144,0,0,0,0,0,0,0.0847708863958075,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.090849384971626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0454737767353734,0,0,0,0,0,-0.124486314521527,0,0,0,0,0,0,0,0,0.20010702927899,0.0636816824341476,-0.00451168713271975,0,-0.0537091934987092,0.11805071183213,0,0.153156334403102,0,0,0,0.0219603218478131,0,0,0,0.158249521754987,0.0763942825603682,0,0,0,0,0,0.0642735764180603,0,0,0.00304553369486943,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,-0.124439402922027,0,-0.398733789043725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165159595453141,0,0.0703963116115895,0,0.318327979367074,0,0,0,-0.0923484913389166,0.307341302778487,0,0.106215430048009,0,0,0,0,0,0,0,0,0,0,0.00235751189109428,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,-0.094295084787504,0,0,0.0625081570631821,0.256895247844753,-0.0416953168207364,0,0,0.0224583533737387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0140565439044014,0,0,0,0,0,0,0,0.222729956684127,0,0,0.163114803491328,0,-0.0466144498014286,0,0.0208169927912543,0,0,0,0,0
X002353.SZ,0,0,0,0,0,-0.0088821031721235,-0.0261581082334047,0,0,-0.00614005364125469,0,0,0,0.116376491438234,0,0,0,0,0,0,0.190520449348502,0,0.225546334397305,0,0.0183545279914206,0,0,0,0,-0.122284351642143,0,0,0.0569253682838993,0,0,0,0,0,-0.0158854920114949,0,0,0.105464235878942,0,0,0,0.249289381618831,0,0,0,0,0,-0.0143826658754397,0.000260325595752053,0,0,0,0,0,0
X000539.SZ,0,0,0,0.0978063837908119,0,0,0,0,0,0,0.186667830791137,0,0,0,0,0,0,0,0,0,0,0.107257904227836,0,0,0.022448795333591,0,0.0906826997286058,0,0,0,0,-0.107778584961511,0.077516588688835,0,0,0,0.0655778204250565,0,0.09301343984808,0,0,0,0,0,0,0,0.137448945110582,0,0,0,0,-0.0166484989260053,-0.0190034615445338,0,0,0,0,0,0
X600547.SH,0,-0.034203935273637,0,0,0,0,0.372439699086469,0,0,0,0,0.00270418533156115,0,0.0632542503613542,0,-0.0387429095176693,0,0,0,0,-0.0766942350109538,0,0,0,0,0,0.0508266540221698,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930389995961996,0,0,0,0,0.0499948297350448,0,0,0,0,0,0,-0.0191879559467721,-0.0274807587649383,-0.0141129220489732,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0.196583547893439,0,0,-0.2927925542021,0,0,0,0,0.0197299908963612,0,0,0,0,0,0.179650836341252,0,0.303460206706562,0,0,0,0,0,0,0,-0.0862559776743456,0,0,0.58857097318773,0,0,0,0,0.20049511983233,0,0,0.0782382643780692,0,0,0.0271486090285664,0,0,0,0,0,0,0.0274505022540098,0,0,0,0.170575654166596,0,0
