,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600362.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X002466.SZ,X600547.SH,X000898.SZ,X601992.SH,X601991.SH,X600886.SH,X600516.SH,X600176.SH,X600111.SH,X000709.SZ,X000786.SZ,X600157.SH,X601699.SH,X600352.SH,X002460.SZ,X600027.SH,X000825.SZ,X000553.SZ,X600808.SH,X000983.SZ,X002271.SZ,X000959.SZ,X600489.SH,X000792.SZ,X600299.SH,X000830.SZ,X600219.SH,X600583.SH,X601158.SH,X000408.SZ,X000883.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.447755867133483,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.191972012952384,0,0,0.0329143726406728,8.67361737988404e-19,0,0,0,0.0516845089467774,0,0,0,0,0,0,0,0,0.0713303795778456,0,0,0,0,0,0,0,0,-0.00805507358111197,0,0.0209965621851808,0,0,0,0,0,0,0.00184345814677157,-0.00611537400080819,0,0,0,0,0,0
X600028.SH,0.528583713501727,0,0,0,0,0,0,0,0,0,0.0972298332498443,0,0,0,0,-0.104729068165997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425791255057281,0,-0.108519304317566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00699548457753127,0.000481868378578466,0,0,0,0,0,0
X601088.SH,0,0,0,0.176533960050932,0.107071584595344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00872514475226539,0,0.188730648254966,0,0,0,0,0,0,0,0,0,0,-0.0572308155541892,0,0.0996099985344694,0,0,0,0,0,0,0,0,-0.00890683891950019,0.0285741795887493,0,0,0,0,0,0
X600019.SH,0,0,0.281058827459942,0,0.0914934720617387,0,0,0,0,0,0.0906898629623052,0,0,0,0,0,0,0.57305634270812,0,0,0,0,0.0674309668159527,0,0,0,0,-0.0562371139187991,0,-0.222182715527724,0,0.0323501510746628,0,0.172716975918686,0,0,0,0,0,0,0,0,-0.022752799075549,0,0,0,0,0.0219294779915406,0,0.00191444786012403,-0.00109892612871186,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.278591210060139,0,0.214341487748051,0,0,0,0,0.0142417381817889,0,0,0,0,0,0,0,0,0,0.290009764603925,0,0.00843697396473228,0,0,0,0,0.115482254631716,0,0,0,0,0,-0.291850764836479,0.0343356369204951,-0.0123265484252064,0,0,0,0,0,0,0,0,-0.0322042187647075,0.0358978291995861,0,0,0,0,0,0
X600010.SH,0,0,0,0.00151108922802042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739033599896565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154888332802753,0.113398970849249,0.256418420930551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290133012022884,-0.0111983923138055,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0504201306027513,0,0,0,0,0,0,-0.0765976692193303,0,0,0,0,0,0,0,0,0,0,0,0.0211989773258465,0,0.182736509774284,0,0,0,0,0,0.0607378818930592,0,0,0,-0.0207428679636059,0,0,0.00209469455079102,0,0.0244181602460492,0,0,0,0,0,0,-0.124632239340597,0,-0.0489189688591859,0.0708933338475008,0,0,0,0,0,0
X600011.SH,0,0,0,-0.029529216133164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804573096495709,0.0663896416732677,0,0.045438824139018,-0.102588342800001,-0.0396392437669154,0,0,0,-0.0206656588765089,0,0,0,0,0.210991524236905,-0.0615746856014013,0,0,0,0,0,0,0.0334080392109591,0,0,0,0,0,0,0,0,-0.0113968474058537,0,0,0,0,0,0,0
X600188.SH,0,0,0.11640167375242,0,0.027903438688391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790302484992737,0,0,0.144896576536036,0,0.437554273072459,0,0.161256062680068,0,0,0,0,0,0,0,0,0,0,0.0591066054090587,0,0,0,0,0,0,0,0,0.0124628655961868,-0.0119133349517288,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0921778569440143,0,0,0,0.0330176935671303,0,0,0,0.0787139994403711,0,0,0.0109500666980722,0,0,0,0,0,0.163731933812372,0,0,0,0.0125608459895693,0,0,0,0,0,0,0.108736174515341,0.0645508556114606,0,0,0.0641910627543348,0,0,0,0,0.0117167247968293,0,0.00466350152114725,-0.00336107872334648,0,0,0,0,0,0
