,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600795.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600489.SH,X600176.SH,X002271.SZ,X600516.SH,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X601158.SH,X000553.SZ,X600808.SH,X000630.SZ,X600583.SH,X600985.SH,X000027.SZ,X601699.SH,X600339.SH,X600426.SH,X000825.SZ,X000401.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0479591615658892,0,0,0,0,0,0,0,0,0,0.117754672712368,0,0,0,0,0,-8.67361737988404e-19,0,-0.0184237965151172,0.0504850477546224,0,0,0,0,0,0,0,0,0,0,0,0.0505745091782257,0,0.0175467681534542,0,0.0763743058954749,0,0,0,0.0187187421712505,0.0865622899354496,0,0,0.00662905856658912,0,0,0,0,0,0,-0.000225619773732993,0,0,0,0.000105156151616934,0,0
X600028.SH,0,0,0,0,0,0.0105998580136244,0,0,0,0,0,0,0,0,0,0,0.198926536849461,0,0,0.0106487630092841,-0.0469573388986149,0.0497107230614956,0,0,0,-0.0184376565117509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140694381425516,0.0610578891358389,0,-3.46944695195361e-18,0,-0.0131858371830445,0,-0.0252756514776049,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.223214960281171,0.0787140012295468,0,0,0,0,0,0,0,0,0,0,0.0893367161721005,0,-0.0613087563498311,0,0,0.09034027318946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966333965744314,0.0178590291069293,0,0,0,0,0,0,0,0,0,0.0147464622934952,0,0,0.0656536743989453,-0.0679058760284339,0,0,0,0.0494156766322839,0,0
X600585.SH,0,0,0,0,0,0.165406431698041,0,-0.010517394665443,0,0,0,0,0,0,0,0.0969881085188856,0.0501040185300199,0,0,0,0.00170138753970549,0.334065547391709,0,0,0,0,0,0,0.0282490279090763,0,0,0,0.0228874877545865,0,0,-0.0504679577885188,0,0,0,0,0,0,0,0,0,0,0,0,0.0947038717054111,0,0,-0.0115217241998665,0,0,0,0,0.00651888456304918,0,0
X600019.SH,0,0,0.0675629997594941,0,0,0,-0.00927341997914369,-0.0331313822423574,0,0,0,0,0,0,0,0,0.0427226788137164,0,0.0227310478394368,-0.00450907445758809,0.039787125636697,0.198798539200104,0,0,0,0,0,0,0,0,0,0,0,0,0.0955380520250567,0.0883159455262531,0,0,0,0,0,0,0.0222319160499414,0,0,0,0,0,0,0,0,0,-0.0173293840369536,0,0,0,0.0241204282593793,0,0
X600309.SH,0,0,0,0.31360024362277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334772189615947,0,0,0,0,0,0,0,0,0,0.0674663892401063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133478349753573,0,0,0.0637782240366098,0,0,0.318763505075637,0,0.00756024129526334,0.0356144707493293,0,0,0,0.106981283380331,0,0
X600011.SH,0,0,0,0,0,0.140569731372072,0,0,0.157065174952517,0,0,0,0,0,0,0,0,0,0.132203690414455,0,0,0,0,0,0.173912681518433,0.0424612828207578,0,-0.0173620541972355,0,0,0,0,0,0,0,0,0,0,-0.131703957469841,0,0,0,0,0,0,0.0398983851992331,0,0,0,0,0.0334581984476795,0.0144032037301619,-0.0714611517900154,0,-0.231600477497737,0,-0.0113780359040081,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152596232570734,-0.0258996571718413,0.00976818325885085,0,0,0,0,0.969418986984039,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0541930273188494,0,0,0,-0.0435010232423436,0,0,-0.0576036675112572,0,0,0,0.0441693116461731,-0.0476764884416692,0.00748318140286932,0,0,0.0389328963714905,0,0.0241362725305249,0,0
X600010.SH,0,0,0,0,0,0,0.126652729095195,0,0,0.0109972489654329,0,0,0,0,0.286204437035081,0,0.0892711421105288,0,0.135972528765478,0.0239179894987555,0,0.0751746689458546,0,0,0,0,0,0,0,0,0,0,0.0795671196449478,0,0,0,0.0571148825374955,0,0,0,0,0,0.0295369589596356,0,0,0,0,0,0,0.248008507320007,0,0.00885885474308312,-0.0403173845917502,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.166529467316178,0,0,0,0,0,0.389500550768932,0,0,0,0.0235191542465574,0,0.012907608143209,0.0427113254411222,0,0,0,0,0,0,0.0535894569997151,0,0,0,0,0,0,0,0,0,-0.0408777424977484,0,0,0,0,0,0,0,0.172722222406568,0,0,0,0,-0.00276594997869905,-0.0313314537538675,0,0.0517804497072065,0,-0.0195225977071079,0,0
