,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X601600.SH,X600660.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X601991.SH,X600160.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X600176.SH,X600219.SH,X000786.SZ,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X601168.SH,X000877.SZ,X000933.SZ,X000408.SZ,X600096.SH,X000883.SZ,X002353.SZ,X000932.SZ,X000027.SZ,X600378.SH,X002271.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.259292622071689,0,0,0,0,0.122370417056714,0,0.0409491695125463,0,0,0,-0.0660999798890785,0,-0.0650969017300115,0.0341777159393392,0.0257447402026287,0,0,0,0,0,0,0,-0.107713425225683,0,0,0,0.148651303191258,0,0,0,0,0,0,0,0,0.286205253211433,0,0,0,-0.0256519359139512,0,0.0172027352637927,0,0,0,-0.0634147667176113,0,0,0,0,0,0,0,0,-0.0810779202879601,0,0
X600028.SH,0.388075438159463,0,0.133737422929466,0,0.00729414529002527,0.0796613044188394,0,0,0,0,0,0.125287904620262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123568454388434,0,0,0,0,-0.0114658126229002,0,0
X601088.SH,0,0.296161880551837,0,0,0,0,0.125220871341896,0,0,0.0730554805341089,0,0.262794363171184,0,-0.0172314734331573,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836304764646304,0,0,0,0,-0.11745357497046,0,0,0,0,0,0,0,0,-0.0262508833238609,0,0,0.0141065991859642,0,0,0,-0.0585676185036705,0,0,0,0,0.0436600071690106,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0775522406445595,0,0,0,0,0,0,0,0,0.0593564135543801,0.0383855419688362,0,0,0,0.0487015914238969,0,0,0,0,0,0,0,0.0661563852610728,0,0,0,0.0798645980073417,0,0,0,0,-0.0276077245735485,0,0,0,0.206583125629195,0,0,0,0.13606972319683,-0.232893763401168,0,0,0,-0.0368155490891409,0,0
X601898.SH,0.21371396346281,0.0122670439412956,0,0,0,0,0.0118696055199101,0,0.0211452618036683,0,0,0.185095857530186,0,0,0,0,0,0,0,0,0.0753221848456128,0,0,0,0,0,0,0,0,0.285950277948558,0,0,0,0,0,0,0,0,0,0.012103245229789,0,0,0,0,0,0,0,0,0,0,0,0.0205354546098044,0,0,0,0,0,0,0
X600019.SH,0,0.0158171326343272,0.0567314016650343,0,0.0807956680371587,0,0,0,0,0,0.101306956758242,0.0609710208162823,0.191861938533809,0,0,0,0,0,0,0,0.208149351701663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140948425969733,0.158946550040581,0,-0.18031019182846,0.2209581355847,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.417517609268959,0,0.0658460234489231,0,0,0,0,0,0,0.033510320399247,0,0,0,0,0,0.00705512336980353,0,0,-0.068153353147205,0,0,0,0,0,0,0,0.283560250788986,0.531175908804994,0,0,0,-0.168842016614211,0,0,0.189792841001071,0,0,0,0,0,0,-0.0762796972813626,0.130428425499549,0,0,-0.0387753673690207,0,0,0,-0.0442496215396633,0.0770240214157051,0,0,0,0.0370732738380933,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572708803204122,0.145445979259704,0,0.025002343061079,0,0.0581667333104669,0,0,0,0.0727739776372351,0,0,0,0,0,0,0,0,0,0,0,0,0.117223912165178,0,0,0,0,0,0.00985703579490882,0,0,0,-0.00272923992422046,0,-0.207863129381654,0.156021812198907,0,0,0,0,0,0.0298243749089021,0,0
X600886.SH,0.269371077178751,0,0,0,0,0,0,0,0,0,0,0,0,0.0316994872147326,0,0.0757335337912423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214824889561945,0,-0.0939400247915301,0.102419471360078,0,0,0,0,0,0,-0.182755448600844,0,0,0,0,0,0.00322670710490934,0,0,0,-0.209730496625539,0,0,0.0969336674391178,0,0,-0.00735973888066488,0,0
X600585.SH,0,0,0,0.104168839439802,0,0,0,0,0,0,0,0,0,0,0.321742543733697,0.103363142751633,0,0,0,0,-0.153667217352423,0,0,0,-0.0132327812779495,0,0,0,0,0,0.0318795532502869,0,0.0488897380040181,0,0,0,0,0,0.0261660190490134,0,0,0.0885164607053642,0,0,0,0,-0.176532516530118,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00165903679037245,0,0
