,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X002466.SZ,X000792.SZ,X600795.SH,X002460.SZ,X601699.SH,X000708.SZ,X600010.SH,X000301.SZ,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X601991.SH,X000786.SZ,X600985.SH,X000408.SZ,X002271.SZ,X000933.SZ,X000630.SZ,X000807.SZ,X600176.SH,X601168.SH,X000932.SZ,X002128.SZ,X600348.SH,X600219.SH,X600612.SH,X600096.SH,X600995.SH,X601666.SH,X000027.SZ,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.185166523054427,0,0.217665772704458,0,0,0,0.20837847273532,0,0,0,0.044114104334193,0,-0.0526646761102179,-0.287214494488244,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.153775610739069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198053514807698,0,0,0.0114283211168976,0.0694385974479649,0.032722249210843,0,0,0,0
X601088.SH,0,0,0,0,0.202239822750795,0.146627004475408,0,0.0778376052387331,0,0,0,0,0,0,0,0,-0.0343432069439505,0,0,0,0.0581367641489162,0,0,0,0,0,0,0,-0.0383765625950515,-0.150385769423955,0,0,0.0874710958982488,0,0,0,0,0,-0.0247293160659292,0.0559555191410942,0,0,0,0,0,0,0,0.148264487150206,0,0.000443728941388437,0,-0.00170344997144596,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.147422967660943,0,0,0,-0.113599422642123,0,0,0.147791900406749,-0.0166025933987779,0,0,0,0,0,0,0,0,0,0,0.0426664902415606,0,0.05354571361401,-0.176867383350304,0,0,-6.93889390390723e-18,0,0,-0.0298491885362193,0,0,0,0,0,0,0.270216293437314,0,0,0,0,0,0,0,0,0,0,-0.0314063597276912,0.0278589249004592,0,0,0,0,0,0
X600309.SH,0.234825699160601,0,0,0,0,0,0,0,0,0,0,0,0,0.0838089732377494,0,0,0,0,0,0,0.158922601949556,0,0,0,0,0,0.239980669132585,0,0.138552942736767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725320170887053,0,0.0257627533304995,-0.0390646362230284,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.25487488605287,0,0,0,0,0,0,0,0,0,0,-0.0597041243606265,0,0,0,0,0,0,0.210666045239766,0,0.0144815229688709,0,0,0.0256867965567116,0,0,0,0,0,0,0,0,0,0,0,0,0.0836807420869682,0.225465504016454,0,0,0,0,0,0,8.67361737988404e-19,0,0.00502868564862386,0,0,0,0,0,0,0
X601898.SH,0.002499645298804,0.0919863236914274,0.0467755841184779,0,0.276883768862174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147660088060533,0.35867991791792,0,0,0,0,0,0,0.0853338174729738,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165106002532583,0,0,0,0,0,-0.00761014609664301,-0.0119573041095205,0.0274440321460867,0,0,0,0,0
X600019.SH,0,0,0,0,0.115608778927249,0,0,0.00229400519052637,0,0,0,0.00625353659975467,0,0,0,0,0.0285152164505656,0.108252466624006,0.0660857446560892,0,0,0,0,0,0.0838151719416433,0,0,0,0,0,0,0,0,0,-0.0887842240488503,0,0,0,0,0.13458516084353,0,0,0,0,0,0,0,0,0,0,0,0.00513345676893725,0.0149260065476436,0,0,0,0,0,0
X600011.SH,0.0916525238251315,0,0,0,0,0.130980336857152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368855451340331,-0.0768518388604184,0,0,0,0,0.228914332256727,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00174691647563712,0,0,0,0.0233587625034176,0,-0.00496942531415642,0.0440136453160295,0,0,0,0,0
X600585.SH,0.0688945889616934,0,0,0.0202691897438049,0,0,0,0,0,0,0,0.306406827894427,0,0,0,0,0.00162913339733891,-0.0461050381424945,0,0,0,0,0,0,0,0,0.0263885597147945,0,0,0,0,0,0,0,0.085017114600042,2.16840434497101e-19,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.00923633954205891,0,0,0,0,0.00527382219049766,-0.0997244571007236,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0322837791985463,0,0,0,0,0,0,0.000148278825278372,0,0,0,0,0,0,0,0,0,0,0,0.0268319125256161,0,0,0,0.0211174879879289,0,0,-0.00555669691786784,0,0,-0.225970200865054,0,0.167777328653672,0,0,0,0,0,0,0,-0.0291858411889851,0,0.142048326523863,0,0,0,0,0.0111973569901201,0,0,0.183149407416176,0,0,0,0
X600886.SH,0,0,0,0,0.118160974302902,0.057964918522142,0,0,0,0,0,0,0,-0.0271867395480522,0,0.269804802536003,-0.00695582041414681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267994076643351,0,0,0,0,0,0,0,0,0,0,0.0738965051670221,0,0,0,0,0.0316689255948256,0,0,0.121240054398389,-0.0226582085083206,0.022683188149649,0,0,0,0,0,0
X601600.SH,0.132200924899494,0,0,0,0,0,0,0,0.0994820109047421,0,0,0,0.0695866263886888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149515527158484,0,0,8.67361737988404e-19,0,0,0,0.0227009206493399,0.0612546256929504,0.249419025147962,0,0.225801067119926,0,0,0,0,0,0,0,0,0.00390045378439219,0,0,-0.0129485414134666,0.0116037888431349,0.0844673757683457,0,0,0,0,0
X600547.SH,0,0,0,0,-0.142463566221162,0,0,0,0,0,0,0,0,0,0,0,-0.0659792272925897,0,0.0705814002847508,0,0,0,0,0,0,0,0,0,0,0.550224272445169,0,0,0,0,0.0550301899818936,0,0,0,0,0,0.00624566668140943,0,0,0,-3.46944695195361e-18,0,0,0,0,0.12810283298789,-0.0398898455536134,0,0,-0.0532736186020458,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.041177650590057,0,0,0,0.793651509071227,0,0,0,0.0933781946100138,0,0,0,0,0,0,-0.362964297229254,0,0,0,0,0,0.211965617073961,0,0,0,0,0,0,0,0,0,0,0,0,0.0838941714081412,0,0,0,0.103382828843116,0.00856420427929662,-0.0183880019659609,0,0,0,0,0,0
X000792.SZ,0,0,0.0897184737206484,0,0,0,0,0,0,0,0,0,0,0.133684280520941,0,0,0,0,0,0,0,0.226171607759394,0,0,0,0.0610582444015853,0,0,0,0.0288079896939678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1194318554972,0.014290648550369,0.00840252608289343,-0.00242374927066193,0,0,0,0,0,0
