,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X600188.SH,X002466.SZ,X000708.SZ,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X000301.SZ,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X600803.SH,X601991.SH,X600795.SH,X002080.SZ,X000408.SZ,X600027.SH,X000807.SZ,X600688.SH,X002353.SZ,X000825.SZ,X600352.SH,X300073.SZ,X601699.SH,X600801.SH,X300037.SZ,X600489.SH,X000959.SZ,X000630.SZ,X000932.SZ,X000983.SZ,X600486.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0398770949075919,0,0,0,0,0,0.0628855063612081,0,0.0177683503729515,0,0,0.0961858439127182,0,0,0,0,0,0,0,0.0340054214547779,0.0171111619129447,0,0,0,0,0,0,0,0.0791046323871536,0,0.25095421378321,0,0,0,0,0,0.115425188517224,0,0,0,0,0,0,0,0,0,-0.0708119505908195,0,0,0,0,-0.0459282236330616,0,0
X600028.SH,0.201762172690278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157711099194786,0,0.0783540105955331,0,0,0,-0.0549946457603957,0,0.0471980989923054,0,0,0,0.0444883110050453,0,0.0648408457644268,0,0,0,-0.0280172799075729,0.0080781839896794,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0236042593915581,0.00637652748507201,0,0,0,0,0,0,0,0,0,0,-0.10996851712026,0,0,0,0,0.00770618851018152,0.0265556899975285,0,0,0,0,0,0,0,0,0.247673716775249,0,0,0,0,0,0,0,0,0,0,0,0.310027691454927,0,0,0,-0.0134305290613308,0.0293119948915379,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.00321157301173241,0,0,0,0,0.0619763908015951,-0.201837808709259,0.0583303778437301,0,0,0.00175276498304705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397679394093122,0.0232620730856166,0,0,0,0,0,0,0,0,0,0,0,0.0557046459442057,0.127554549481336,0,0,0,0,0,-0.0610609954295419,0,0,0,0,-0.0141006105871533,0,0
X600585.SH,0,0,0,0,0,0.0282771203859063,0,0.0666505507833818,0,0,0.023556013687451,0,0.0982116342842324,0.0447790754634382,0.00846620610856779,0,0.0109937420835416,0,0,0,0,0,0,0.192667793679853,0,0.0853403167233366,0,0,0,0,0,-0.142331008773345,0,0,0,0,-0.0210882263141214,0,0,0,0,0.320511011514985,0,0,0,0,0,0,0,0,0,-0.0242901461246677,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.0484143957759378,0,0,0,0.110650840001628,0,0,0.599515602440963,0.0178699331291097,0,0,0,0,0.00910868119210869,0,0,0.035271698407362,0,-0.0545303261734745,0,0.00546717936060125,0,0,0,0.105987679145058,0,0,0,0,0,0,0,0.10643521209631,0,0,0.217917491060589,0,0,0,0,-0.143985251491961,0,0,0,0,0.00568460510278877,0,0,0,-0.0963861930246589,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0546842621994435,0.0440510651168917,0,0,0.0290944077662883,0.0105684672537015,0,0,0,0,0,0,0,0,0,0,-0.0724480888582847,0,0,0,0,0,0,0,0.0576087672133729,0,0,0,0.278661779599577,0,0,0,0,0,0,0,0,0.241334413278649,0,0,0,0,-0.0153678055346778,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.185968388292431,0,0.450811850269845,-0.102895781654283,-0.0175180510183284,0,-0.193934697576997,0,0.087108620050949,0,0,0,0,0,0.371105583796862,0,0,-0.0847969208167307,0,0.0589674859621677,0,0,0,0,0,0,0.0516000879434502,0,0,0.0235337494261413,0,0,-0.0393292450951342,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686514785440861,0,0,0,0,0,0,0
X600111.SH,0.0206372871876474,0,0,0,0,0,0,0,0,0.0658261916535183,0,0,0,0,0.547987462673526,0,0.263592261741742,0.0331468285852539,0,0,0.135320446329561,0,0,0,0,0.0113820399592624,0,0,-0.182698144463389,0,0,0,0,0.0434490514256413,0,0,0,0,0,0.110714436040045,0,0,0,0,0,0,0,0,0,0,0,0,0.022788348435844,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.137122222102879,0,0.000582875464047058,0,0,-0.080937773685751,0.043235308346044,0,0,0,0,0,0,0,-0.0186743506775785,0.618350219971799,-0.0451443235578982,0,0,0,0,0,-0.0483049220279075,0,0,0,0,0,-0.0185283936650829,0.210572509353904,0,0,0,0,0,0,-6.93889390390723e-18,0.132623516755547,0,-0.0735924169698957,-0.0518633036545802,0,0,0,0,-0.0104373258344741,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0662517802227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144884562205096,0,0,0,0,0,0,0,0,0.131274091750239,0,0.396004893397286,0,0,0,0,0,0,0,0,0,0,0.0131138915292399,0,0,0,0,0.154867954545515,0,0.0278578479067342,0.0035477448535505,0,0,0,0,0,0
X600660.SH,0,0,0,0.26342491290325,0,0,0,0,-0.0345319870659426,0,0,0,-0.0585606525086964,0,-0.114485184256571,0,0,0,0,0,0,0,0,0,0.0636948014762324,0,0,0,0,-0.1158546746785,0,0.0213497334450684,0,0,0,0,0,0,0,0.028290224091904,0,-0.102137072129496,0,0,0,0,0,0,0.182554129013013,0,0,-0.0292468868132088,0,0,0,0,-0.0492458588365677,0,0
