,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600021.SH,X600309.SH,X601158.SH,X000898.SZ,X600352.SH,X600489.SH,X000539.SZ,X600547.SH,X000629.SZ,X000792.SZ,X600808.SH,X000825.SZ,X000060.SZ,X600660.SH,X000027.SZ,X600008.SH,X600578.SH,X600307.SH,X002353.SZ,X000831.SZ,X600863.SH,X002470.SZ,X600219.SH,X600549.SH,X000959.SZ,X000630.SZ,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.607581369735203,0,0,0,0,0,0,0,0,0,0,0.00661841916953334,0,0,0,0,0,0,0.0114077545410387,0,0,0.134989418193194,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0417756758551578,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.050820292439085,0,0.0290403855820377,0.068614365766368,0,0,0,0,0,0,0.0132013191550479,0.0194254820306715,0,0,0,0,0,0
X600028.SH,0.651873569288195,0,0,0,0.0649094348973963,0.00786668812382311,0,0,0,0,0,0,0,0,0,0,0,0.0519229823749413,0,0.10200368784355,0,0.0150484173425332,0,0.0592837327925265,0,0,0,0,0,-0.000767930789036976,-0.0154801784092426,0,-0.0344030986621637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110642140331629,-0.00350765867896259,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.298075226007542,0,0.216093609874539,0,0,0,0,0,0,0,0,0,0,0.00866716289923771,0.0471558772836292,0,0.010345179524425,0,0.0262124992493019,0,0,0,0.0608961844939488,0,0.0697170702560856,0,0,0,0,0,0,0,0,0.0126153472204501,0,0,0,0,0,0,0,0,0.0749211309935533,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.154683616532211,0,0.0455212269516256,0.159232620179318,0,0,0,0,0,0.361305630316888,0,0,0,0,-0.00577120862944491,0,0.125801337468909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980474720825004,0,0,0,0,0,0,0,0.034206558049274,0.0369616762513415,0,0,0,0.0104662609792538,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.28202800892932,0,0,0,-6.93889390390723e-18,0.00756252324463975,0,0,0,0,0,0.0776064967089216,0.115609299840589,0.0726994004990575,0,0,0.244165310598339,0,0,0.0272022595055729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054578110096628,0,0,0,0,-0.0609649738355764,0.0530471317126465,0,0.00168571520413613,-0.00511031652835238,0,0,0,0,0,0
X601600.SH,0.253553348039988,0,0.0413696825570516,0,0.0806009627292351,0,0,0,0,0.164224061710481,-0.137303651937054,0.0784906557177946,0,0,0,0,0,0.0377569923058997,0,0,0,0,0,0,0,0,0,0,0,0.187908504351666,0,0.0351765398864367,0,0,0,0,0,0,0,0,0,0,0.0666990534733563,0.0323918662148317,0,0,0,0,0,0,0,0.031200026640811,0,0,0,0,0,0
X600585.SH,0,0,0.210167464420372,0,0,0,0,0,0,0,0,-0.0300740251725475,0.0565309302900794,0,0,0,0,0.0510526497110537,0.187768339574826,0.115295211247042,0,0,0.170752376003274,0,0,-0.0420582289707329,0,0,0,0,0,-0.0305138904135277,0,0,0,0,0,0,0,0,0.00725495332575887,0,0,0,0,0,0,0,0.0137652155829852,0,-0.0181550552219644,-0.0146309695007456,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0388420149614443,0,0,0,0.26537039232445,0.034596142081523,0,0.161009796693396,0,0,0,0.0377389624942588,0.00598201107719412,0,-0.0789309990206014,0,0.0356684475983935,0,0,0,0,0,0,0,0,0,0.0953032067101559,0.0607999925192561,0,0,0,0,0,0,0,0,0.267255014939383,0,0.0283453098402856,0,0,0,0,0,0,0,0.0061970952331232,0,0,0,0,0,0
X601898.SH,-1.0842021724855e-19,0,0.174376798232988,0,0.145478342152661,0.129018426675899,0,0,0,0,0,0.0119999815914677,0,0,0.0520759154796092,0,0,0,0,0,0.0137027628152998,0,0,0,0,0,0,0,0.0488645601544502,0,0,0,0,0,0,0.0812044406187927,0,0,0,0,0,0,0,0,0,0,0,0,0.0458947656573055,0,0,0.0332000245656065,0,0,0,0,0,0
X601991.SH,0,0,0,0.406850323995604,0,0.0283062270958043,0,0,0.182395998083661,0,-0.0687437139579522,0,0.100406758833116,0,0,0,0.0533521714765131,0,0.089826378155146,0,0,0.179697921524454,0,0,0,0,0,0,0,0.00124352761941592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224215494017627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.135259997742475,0,0,0,0,0,0,0,0,0,0,0.0922956381188367,0,0,0,0,0,0.183134654402774,-0.0597495671050175,0,0,0,-0.0967062742527018,0,0,0,0,0,0,0,0,0.288862804692545,0,0,0,0.256501323751561,0,0.0427846774305582,0,0,0,0,0.0615720462506517,0,0,0,0,0.0610193801480257,0.0493509334274017,-0.157149191176771,0,0,0,0,0
X600688.SH,0.0835330222025697,0,0,0,0.123302953826882,6.93889390390723e-18,0,-0.185813276657382,0.228720719435747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294489371535836,0,-0.192431058165522,0,0,0,0,0,0,0,0,0,0,0.208590886432881,0,0,0.14458349368088,0,0,0,0.00480784689696203,0,0,0,0.250380349684995,0,0,0,0.00748357855187068,0,0,0,0,0,0
X600886.SH,0.0674491326577443,0,0.0593453377739416,0,0.089049727610698,0,0.213522418826476,0.132716027551206,0,0.322132529895577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725351295495699,0,0,0,0,0,0,0,0.0913194236128142,0,0,0,0,0,0,0,0.047313336994723,0,0,0,0,0,0,-0.00595058942748562,0.0451235916953009,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.120908908232279,0,0,0,0,0,0,0,0,0.103930231360308,0,0,0,0,0,0,0,0,0,0,0.0207501973155043,0,0,0,0.0515055463367215,0,0,0.019201343308879,0.193747640402575,0,0,0.0890316186438469,0.0446113769757971,0,0,0,0,0,0.0233251909502502,0.120241208343262,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0356971783530896,0,0,0,0,0,0,0,0.173696338194938,0,0.0430201180810468,0.0418468036261136,0,0,0.0258136531655549,0,0,0,0,0.23149938282824,0.072907828912922,0,0,0,0,0.130887595276655,0,0,0.131455029226626,0,0,0,0,0,0,0,0,0,0,0,0.0894331005078313,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.105597816072692,0,0,0,0,0.112318815147833,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0253631963441827,0,0,0,0.133706866899146,0,0,0,0.0286077381694674,0,0.0991664659370147,0,0,0,0,0.0392447465886266,0,0.0808373472222847,0.0370566358873658,0.0707861046849316,-0.0255558241947885,0,0,0,0,0,0.0271200166297713,0,0,0,0,0,0
X600027.SH,0,0,0,0.238303544146611,0,0,0,0.397114090572166,0,0.0929423449676196,-0.012353150989259,0,0,0,0,0,0,0.00276740979560049,0,0,0,0,0,0,0,0,0,0.123741843454924,0,0,0,0,0.0066559092919922,-0.0121985907935648,0,0.11481936079826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423573777022225,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0270143683789451,-0.120140137396812,0,0,0,0,0,0,0,0,0,0.175019846350959,-0.0533685645955956,0,0,0,0,0,0,0,0,0.0393784722770049,0,-0.124536573954942,0.0655540334497796,0,0,0,0,0,0,0,0,0.112580441999901,0.215541853345671,0,0,0,0,0,0,0,0,-0.0186106564872664,0.0329852781476302,0,0.148127901127044,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.112558836329464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328165997302686,0,0,0,3.46944695195361e-18,0,0,0,0.393751912099889,0.0789576456642186,0.224341982396431,0,0.0029488125709614,0,0,0,0,0.0601507162327029,0,-0.0537261860778091,0.0245601272192557,0,0,0,0,0,0
X601992.SH,0,0,0,-8.67361737988404e-19,0.188594137995692,0,0,0,0,0,0.066430507700667,0,0.0782100335389096,0,0.0277935942028237,0.144758951140179,0,0,0.109927717307705,0,0.0639079099111342,0,0,0,0,0.166509894622416,0,0,0,0.0359068882907105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293777985878972,0,0.0665815367193419,0,0,0,0,-0.0220769249993211,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.072644293142,0,0,0,0,0,0.0225035740317775,0,0,0,0,0,0,0,0.0309510760350643,0.0871867188091194,0,0,0,0,0.425452491601224,-0.0636164083218356,0,0,0,0.293318481050267,0,0.0482102978053993,0,-0.00748666287357176,0,0,0,0,0,0,0,0,0,-0.0336977686022731,0,0,0,0,0,0,-0.025287518322428,-0.000769727647577162,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0.375501266315102,0,0,0,0,0,-0.148495855547331,0,0,0,0,0,0,0,0.0783932993524827,0,-0.140782534399645,0,0,0.338620205811144,0,0.247736075296334,0,-0.123288072365732,0,0,0,0.506433594667295,0,0,0,0,0,0,0,-0.110715251306338,0,0,0,0,0,0.0918430936584675,0.0130220465321542,0,0.558277107877767,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171037272129435,0.0339966883596234,0,0,0,0,0,0,0.0467674618828327,0,0,0,0,0,0,0,0,0,0.234087394617595,0,0,0,0,-0.0386301501061312,0.0181009127430684,0.00637747943863315,0,0,0,0,0,0,0,-0.0239919957915808,0.0199086171894764,0,0,0,0,0,0
X601158.SH,0,0.0867074522628401,0,0.0452271863631842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720479209188433,0,0.0925260201202339,0.00908317878826762,0,0,0,0,0,0,0,0,0.0927004475405241,0,0,0.184906351841825,0,0.281929734204537,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023322829993284,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.197633391602474,3.46944695195361e-18,0,0.108309907521062,0,0,0,0,0,0,0,0,0,0,0,0,0.340001296090364,0.00886599106734113,0,0,0,-0.0141069601483969,0,0,0,0,0,0.118453609644729,0.0804905125416759,0.0865937192453663,0,0,0.0536044644875789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010536086014328,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,-0.0124479378774598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166701568128525,0,-0.254907726640533,0.12359844519994,0,0,0,0,0,0,0,0.172590370237255,-0.0494284901106169,0,0.0375390555458189,-3.46944695195361e-18,0,0,0,0,0.348333970343591,0,0,0.229965190616085,0,0,0,0,0,0,0,0.0384767405703,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.0519352782140528,0.0505160153121845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527995206567354,0,0,0,0,0,0.00736903003327582,0,0,0,0,0,0,0,0.104972569817111,0,0,0,0,0,0,0,0,-0.0035392926794559,0,0,0,-0.0227577087625054,0,0
X000539.SZ,0.0499026379890701,0,0,0,0,0,0,0,0,0.087150139766786,0,0,0,0,0,0,0,0,0,0.00428873254497506,0,0.172780346385136,0.0340849666629325,0,0,0.00897589210485235,0,0,0,0,0,0,0,0.127986636524198,0.239742104261377,0.107746877695621,0,0,0,0,0,0,0,0.0343912693023059,0,0,0,0,0,0,0.0136701164435703,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.00694414258346217,0.0094323660317768,0,0,0.050696469350633,0,0,0,0,0,0,0.0162990027766348,0,0,0.0716571155854215,0,0.916780726570554,0,0,0.00663692715662616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356889232898944,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0.0957112482243629,0,0,0,0,0,0,0,0,0,0,0.132244290912916,0,0,0,0.363649729280801,0.0072541126171754,0,0,0,0,0,0,0,0,0,0.0486064422025437,0,0.17441474775386,0,0,0,0.0719997686323735,0.149164686261879,0.0972274569660248,0,0,0,0,0,0,0,0,0,0,-0.011992812550503,0.0268252603730893,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0996427536666988,0.0295872539519701,0,0,0,0.110885486046548,0,0,0,0,0.0525475947593779,0,0,0,0,0,0.00480515747713418,0,0,0,0.106352825630913,0,0,0,0.230387245744374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312312547957144,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0.19161926427705,0,0,0,0,0.129119984248774,0,0,0,0,0,0.112543668406674,0,0,0,0,0.0746262690255504,0,0,0,0,0,0,0,0.0574278265869898,0,0,0,0,0,0,0,0,0,0,0,0.0510909149072248,0,0,0,0,0,0,0,0,0,0.0204723543703019,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0.0701562582753585,0,0,0,0,0,0,0,0,0,0.0576955988539503,0,0,0.0376948183325697,-0.0665581137484422,0,0,0.195265305838042,0,0,0,0,0.275297722718144,-0.0160079180574569,0.0510921217916768,0,0,0,0.220814173349843,0,0,3.46944695195361e-18,0,0,0,0,0.0798744161733504,0,0,0,0,0,0,-0.0500956591042321,0,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0.0463559346660253,0,0,0,0,0.0483677152027726,0,0,0.159194166226743,0,0,0,0,0,0,0,0,0,0,0.00152026113842592,0.0997842336522852,0,0,0.0105463720252795,0.191363019765735,0,0.00107814052300896,0,0,0,0,0,0,0,0,0,0.10841328536596,0,0,0,0,0,0,0.0490988841139894,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.087568184824355,0.0858226964235849,0.0902743018982823,0,0,0,0,0,0.0429516455121645,0,0,0,0,0,0,0,0,0.215132848389682,0,0,0.0278112045151824,0,0.119083021073307,0,0,0,0,0.259241945378641,0,0.0349201531409206,0,0,0.105358942815719,0,0,0,0,0,0,0,-0.045786900827935,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0.266189182747361,0,0.0787193812205944,0.138383942209572,0,0,0,0,0,0.0502289434276328,0,0,0.00905320754208181,0,0,0,0.0588345736146865,0,0,0,0,0,0,0.0345981538290792,0,0.0842783821499358,0,0,0,0,0,0,0,0.0814050171929334,0.0856376833123599,0,0,0,0,0,0,-0.0180212032902413,0,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,-0.0557739777771278,0,0,0,0,0,0.0348407241301291,0,0,0,0,0,0.0272079675199232,-0.0284575400910332,0,0,0,0,0.414285102513267,0,0.0538981921905915,0,0.0391134269760288,0,0,0,0,0,0,0,0,0,0,0,0,-0.0618253959097701,0,0.0814589985801716,0.21161298969807,0,0,0,0,0,0,0,-0.0211103694069376,0,0,0,0,0,0
X600578.SH,-0.0237189656799868,0,0,0,0,0,0,0,0,0,-0.00492246580855695,0,0,0,0,0,0.478947007020993,0,0,0,0,0.0540997387659369,0,0.0168116588863255,0,0,0,0,0,0.15095286818038,0,0,0,0.073455933332113,0,0,0,0,0,0,0,0,0.0137309375365534,0,0.0099069187894646,0,0,0,0,0,0,0,0,0,0,0,0,0
X600307.SH,0,0,0,0,0,-0.021219504711029,0,0.0699092181034753,0,0,0,0,0,0,0,0.00489731633934298,0.00525569892225451,-0.0449570008610083,0.017019341879454,0,0.42858707649904,-0.0616410696014927,0,0,0,0,0,0,0,0.151182026753709,0,0.0291502874226465,0,0,0,0,0.218893568377568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174271118036943,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,-0.0223691586286802,0,0,0,0,0.0239915791877107,0,0,0,0,0,0,0,0.247096387012867,0,0,0,0,0,0,0.0893208238221494,0,0,0.0580220416673162,0,0,0,0,0.0952994067002494,0,0,0.104962964330563,0,0,0,0.142813064338284,0,0,0.00860460712502727,0,0,0,0,0.133687195770966,0,0.0265313301507396,0.0386861698252601,0,0,0,0,0,0
X000831.SZ,0,0,0,0,-0.0559890132110218,0,0,-4.33680868994202e-19,0,0,0.127777119001133,0,0,0,0,0.156374611383707,0,0,0.0484108423848559,0,0,0.00948209073986894,0,0,0,0.120959440479299,0,0,0,0,-3.46944695195361e-18,0,0,0.408146998836155,-0.619475557903086,0,0,0,0,0.356031064247401,0,0,0,0,0,0,-0.261785172908049,0,0,0,-0.0303211094796269,-0.0100865328252413,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0.462345241275308,0,0,0.0378900785190956,0,0,0,0.148166673773607,0,0.0319611757630004,0,0.0962083121138213,0,0,0.0358792911881119,0.0143764397960862,0,0,0,0,0,0,0.0389611523058219,0,0,0.023551311971453,0,0,0,0,0,0,0,0,0,0.0837288995606445,0,0,0,0,0,0,0,-0.00940003251828884,0.00950715872201345,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,-0.121143172481564,-0.124374181823118,-0.0103124121647008,0,0,-0.142520690110973,0,0,0,0,0,0,0,0,0.113006486907162,0.0532668488324926,0,0,0,0,0,0,0.176401432209108,0,-0.0666202802951745,0,0.100250025816905,0,0,0,0.16190137101814,0,0,-0.197846135132125,0,0,0,0,0,0,0,0,0,0,0.0102147899075059,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0538416698464067,0,0.0271608313421013,0,0,0,0,0.0666077491002373,8.67361737988404e-19,0,0,0,0.185154856773639,0,0.0400310654394428,0,0,0,0,0.0858447024940828,0,0,0.0231676397715698,0.044591518992023,0,0.124047214500964,0,0,0,0,0,0,0,0,0.150511833931382,0,0,0,0,0,-0.00431652488605609,0,0,0,0,0,0,0
X600549.SH,0,0,0,0,-0.0553066391888307,0,0,0,0,0,0.00956215869206599,-0.0418763601017471,0,0.096859639713579,0,0,0.0293397778490488,0,-0.139624456160192,0,0.352915704047291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447506606741364,0,0,0.242962691181688,0,0,0.187730557885213,0,0,0,0,0,0,-0.0308954695127088,0,0,0,0,0,0,0
