,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600886.SH,X600188.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X002466.SZ,X000792.SZ,X600547.SH,X600660.SH,X601158.SH,X000709.SZ,X600583.SH,X600489.SH,X600309.SH,X000539.SZ,X000883.SZ,X000898.SZ,X600352.SH,X000027.SZ,X002075.SZ,X000630.SZ,X000959.SZ,X600578.SH,X000629.SZ,X600021.SH,X000983.SZ,X000060.SZ,X002470.SZ,X600160.SH,X600098.SH,X000012.SZ,X300072.SZ,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.155509302843433,0,0,0,0,0,0,0.0324008491391272,0,0,0.160359400049521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391954434467499,0,0,0,0,0.0138824635111351,0,0,0.046652550846186,0,0.0112149768767015,0.00867895058654304,0,0,0,0.0600463695427972,0,0,0.0213769058787406,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0959555876845852,0,0,0,0,0,0,0.0356973653067893,0,0,0.10286828285954,0,0,0,0,0,0,0,0.120721641440982,0,0,0,0,0,0,0,0,0,0,0,0.0212419744781452,0,0,0,0,0,0.0120104204523592,0,0,0,0.10952715381807,0,0.0178828028668674,0.00537320103965621,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.378914375026167,0,0,0,0,0,0.057249007771601,0,0,0,0.127022354821705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121152888316016,0,0,0,0,0,0,0.0538399220537423,0,0,0.11863872207602,0,0,0,0,0,0,0.019721293268594,0,0,-0.0219373698603869,0,0,0,0,0,0
X600011.SH,0,0,0.0334319271083992,0,0,0.0257346045973991,0,0,0.0995852596883156,0,0,0,0,0,0,0,0.0224944298967765,0,0,0,0,0.028156024795971,0.00619553536769398,0,0,0,0.151091671565154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184211804441558,0.0577796606743006,0.00545615416553391,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.175003208687263,0,0,0,0,0,0,0,0.0376826853016944,0,0.0589600273867887,0,0,0,0,0,0,0,0.142695986826725,0,0,0,0,0,0,0,0,0,0.268210327869379,0.0680069539887287,0,0.0486956411693012,0.0119430189321723,0,0.0832356477245926,0,0.0643867107988754,0,0,0,0,0,0,0,-0.00365741021071854,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0186539636053399,0.364415126361425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334685679344637,0.0763873156104492,0,0.0297494508244535,0,0.148023222185632,0,0,-0.0331191375301726,0.111087127314491,0.0232070822307554,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0146324675474635,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0663017179924309,0,0,0.0313370941067318,0,0,0,0,0,0,0,0,0.231618051615322,0,0.111549982675118,0,-8.67361737988404e-19,0,0,0,0,0,0.0349601231042018,0,0,0,0,0,0.0280978876250559,0.0378506509775583,0,0,0.0916768836722307,0,0,0,0,0,0,0,0,0.0132309124317105,0,6.93889390390723e-18,0,0,0,-0.0106300340449328,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0543671205787756,0,0,0.210137555673846,0,0,0,0,0,0.0112835786944367,0,0.0981592841935724,0.0891792192163728,0,0,0,0,0.00283816604694828,0,0,0,0,0,0,0,0,0,0.0569613019900284,0,0.0656230092952781,0,0,0,0,0.0600679528594833,0,0.0322561857858333,0.0867913557378021,0,0.0323044765315692,0,0.0891894552914678,0,0,0.0488166885652477,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.248287383132834,0,0,0,0,0,0,0,0,0,0.181730300147113,0.0806016790854764,0,0,0.014250487844864,0.0168486045050587,0,0,0,0,0,0,0,0,0,0,0.0598817104688211,0,0,0,0,0,0.0869920113400829,0,0,0.00898579903438558,0,0.106300222169215,0,0,0,0.0375946699613914,0,0,0,-0.0185648045080181,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119754299242121,0,0,0,0,0,0,0,0,0,0,0,0.0400415424759968,0,0,0,0,0,0,0,0,0,0,0.0408601194796297,0,0,0,0.00661892369535836,0.249633808226114,0,0.0760606689114026,0,0.159559769129748,0,0,0,0,0,0.0056624521592133,0,0,0,0,0,0
