,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X002466.SZ,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600176.SH,X600886.SH,X000898.SZ,X000792.SZ,X000709.SZ,X000786.SZ,X600157.SH,X600352.SH,X000553.SZ,X000408.SZ,X600027.SH,X601699.SH,X002271.SZ,X600489.SH,X600219.SH,X600339.SH,X000983.SZ,X600808.SH,X000959.SZ,X002110.SZ,X600299.SH,X002092.SZ,X601158.SH,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.549699722887328,0,0.0215699165545225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370717970636962,-0.10237558923507,0,0,0,0,0,0,0.0254680862711343,0,0,0,0,0,0,0,-0.0136583415467304,0.0712474712808421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933451163436133,1.73472347597681e-18,0,0,0,0,0,0
X600028.SH,0.703809445343576,0,0.0222526761236749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383223585026139,0,0,0.00633834387354575,0,0,0,-0.126504042051951,0,0,0,0,0,0,0,0,0,-0.148256760338321,0,0.0456094257218695,0.0181740889071853,0,0,0,0,0,0,0.00638550467738341,-0.0102536165491222,0,0,0,0,0,0
X601088.SH,0,0,0,0.170368409695734,0.209377087455069,0,0.0471953054394394,0,0.154790161014145,0,0,0,-0.102071772620209,0,-0.100765866617659,0,0,0.0741077094825897,0,0,0,-0.0540171001050999,0.0313195164313801,0,0,0,0,0.0511894867592371,0,0,0,-0.0406193139807268,0,0,0,0,0,0,0,0,0,-0.0329214290192069,-0.0432845425284724,0,0,0,0,0,0,-0.0053322570389025,0.0305497899660754,0.114475074164826,0,0,0,0,0
X600019.SH,0,0,0.0688713653979819,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0742828613190232,0,0,0,0,0.0369675542203258,0,0,0,-0.131733939311483,0.17943636173541,0,0.821767555119192,0,0,0,0,0,0,0,0,0,0.0459638243682744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232984235937563,0,0,0,0,0,0,0
X600585.SH,0,0,0.369600883091373,0,0,0,0,0,0,0,0,0,0.260476625453741,0,0.0438421618808233,0.20554686558137,0,0,0,0,0,0,0,0,0,-0.301585714878896,0,0.204873878214984,0,0,0.260061813487407,0,0,0.0630530850865585,-0.107801158164002,0,0,0,0,0,0,0,0.0550675064583386,0,0,0,0,0,0,-0.0228063257715791,0.0138370886471248,0,0,0,0,0,0
X600010.SH,0,0,-0.0284445537935526,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191626274429242,0,0,-0.0735375184743225,0,0,0.150922126996428,0,0,0,0,0.223583758021571,0.0586643572275646,0,0,0.063550589483751,0,0.133689080789947,0,0,0,0,0,0.182686549111126,0.126494798439928,0,0,0,0.0845238296192094,0,0,0,0.00180059595100942,0,0.010758378337762,0.00122807932085025,0,0,0,0,0,0
X600309.SH,-0.531530471824106,0,0.0987105947932822,0,0,0,0,0,0,0,-0.0851724234166169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103299276144867,0,0,0.0902076600668514,0,0,-0.103437450715838,0,0,-0.0224870452591719,0,0,0,0.0179782511179628,0,0,0,-0.102101268275749,0,0.251134829002001,0,0,0,0,0,-0.0339453771729422,0.0486007060709145,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0718332186019537,0,0,0.0118893714719322,0,0.0256105046150726,0.0264841688653258,0,0,0,0.0733813652938204,0.0922038319314231,0,0,0.00583281393843325,0,0,0,0,-0.04030507586667,0,0,-0.0493465027542848,0,0,0,0,0,0,0,0,0,0,0,0,0.0075004278937591,0,0,0,0.0842983322477335,0,0,0,0,0,0,-0.00966045403621861,0,0,0,0,0,0,0
X600188.SH,0,-0.0916759748344595,0,0,0.23018371848383,0,0.0070684019342546,0,0,0,0,0,0,0.101250106147432,0,0,0,0.0455998092747202,0,0,0,0.06121874269159,0.110298754017111,0,0,0.0725566085805446,0,0,0,0.0523414297778454,0,0,0,0.197014101901141,0,0,0,0,0,0.298908754248472,0,0,0.0476152595356858,0,0,0,0,0,0,0.0163330838813256,-0.0234738016578228,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0114713896859233,0,0,0,0,0,0,0,0,0,0,0,0,0.0462430785037199,0,0,0,0,-0.00527417283268285,0,0,0.0266961767289434,0,0,0,0,0.0690205882752006,0,0,0.0550125350777621,0,0,0,0,0.311361549260811,0.148160175514991,0,0,0,0,0,0,0,0,0,0.00551170981945434,0,0,0,0,0,0,0
X600688.SH,0,0.143835789643839,0,0,0,0,0,0,0,0,0,0.147817570398082,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0114528956806182,0,0,0.0798872158708432,0,0,0,0.0422405378534508,0,0,0,0,0,0,0.0437678844701451,0,0,0,0,0,0,0,-0.0100446085192912,0.0127739968886701,0,0,0,0.0917647603473951,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0911115097083853,0,0,0,0,0,0.0228972213190736,-0.0557908071627351,0,0,0,0,0,0,-0.109945147457058,0.223575406209463,0,0,0,0,0.0286739028693224,0,0,0,0,0,0,0.266022050407802,0,0,0,0.0459428439883764,0,0,0.028254385881786,0,0,0,0,0,0,0,-0.0117551604349296,0.0297943211527937,0,0,0,0,0,0
X600362.SH,0,0,0,0.425855425909767,0,0,-0.00130650322003109,-0.0111802249981368,0.0710322494694643,0,0,0,0,0,0,0,0,0,0,0,0.416701087421004,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0798593478336733,0,0,0,0,0,0,0,0,0,0,0,-0.00195286320106974,-0.0136810479388254,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.158344143629307,0,0,0,0,0,0,0,0,0,0,0.145101734153859,0,0,-0.0805922747513908,0,0.172784969322736,0,0,0.112418108776862,0.0985079588164989,0,0,0,0,0,-0.0608415941176053,0,0,0,0,0,-0.108245940188931,0,0,0,0,-0.295420878231134,-0.0162309173335877,0,0,0,0,-0.165755236094308,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0798310142481239,0,0,0,0,0,0,0,0,0.0480803774556062,0,0,0,0,0,0,0,0,-0.0291933243170372,0,-0.110577070490932,0.222748820737196,0,0,0.0414152500916753,0,0.223138889522836,0,0,0.0619014874175916,0.0739827485768869,0,0,0,0.0098761279978286,0,0,0,0,0,0.0098096830976352,-0.00831443776552548,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.0742281488437179,0,0,0,0,0,0,0,0,0,0,0.053625996212342,0,0,0,0.752514803032593,0,0,0,-0.0410601722827189,0,5.42101086242752e-20,0,0,0,0.146440997698703,0,0.0777721610103348,0,0,0,0.0497990534652739,0,0,0,-0.082229142898895,0.0282857853058326,0,0,0,0,0,0,-0.0269264004195707,0.048467997540412,0,0,0,0.049265031317151,0,0
X600795.SH,0,0,0,0.273580878446559,0,0,-0.0784292282344374,0,0,0,0,0,0,0,0,0,0,0.000458826925784386,0,0,0,0.127844472089468,0,0,0,0.0772881665448176,0,0,0,0,0,-0.000977454130217989,0,0,0.0128156582596429,0,0,0,0,0,0,0,-0.0274946545038893,0,0,0,0,0,0,-0.00767777166970117,0.0347605831015178,0,0,0,0,0,0
X600516.SH,0,0,0,0,-0.145050474205455,0,0.106221228045864,0,0,0,0,0,0.230115292779251,0.442441971915598,0,-0.000914084708294342,0,0,0,0,0.27552640521879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279956820509473,0.1004761637608,0,0,0.588956765750172,0,0,0,0,0,0,0,0,-0.0344773085110306,0.0160726471867765,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0296302886589787,0,0.0303211343223367,0,0,0,0,0,0.11966733580598,0,0,0.0796682270399547,0,0,0,0,0.0479520438575108,0,0,0,0,0,0,0,0,-0.0776966381912197,0,0,0,0.681718760108026,0,0,0,0,0,-0.121765987826397,0,0,0,0,0,0,0,0,0.0148744926894288,-0.0516712978106173,0,0,0,0,0
