,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600547.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600339.SH,X600111.SH,X600008.SH,X000898.SZ,X601158.SH,X000959.SZ,X600489.SH,X600299.SH,X002460.SZ,X600352.SH,X000883.SZ,X600219.SH,X000408.SZ,X600160.SH,X000630.SZ,X000539.SZ,X600578.SH,X000723.SZ,X002271.SZ,X600583.SH,X600176.SH,X600021.SH,X000792.SZ,X000786.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.167890760243615,0,0.0706272387453658,0.0203676461715662,0,0,0.0332444390909332,0,0,0,0,0,0,-0.0454226180164692,0.121053842409804,0,0,0,0,0,-0.0123645170261916,0,0,0,0,0.011441428520259,0,0,0,0,0,-0.0367120279323432,0,0,0,0,0,0,0,0,0,0,0.0988618445182496,0,0,0,-0.00245471339475018,0,0,-0.0115008075701087,-0.00173583100067484,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0492602509737986,0,0.0222592955163945,0.0902263633995337,0,0,-0.0116879684504768,0,0,0.00303971405231819,0,0,0,0,0.0581421773638179,0,0,0,0,0,0,0,0.0695243680343344,0,0,0,0,-0.0503577103973486,0,0,0,0,-0.0146310352282876,0,0,0,0,0,0.0141836252185613,0,0,0,0.00321206562146793,0,0,-0.00237300505934028,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0565428196620655,0,0,0,-0.0506401975554688,0,0,0.0234047461001463,0,-0.0409897168426001,0,0,0.0301161296309418,0,0,0,0,0.0492343404509382,0,0,0.189137933359923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157102526238326,0,0,0,-0.0302427450705852,0.00958403103452195,-0.0107117863324465,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.104752225886444,-0.0073085554321159,0.071142489709334,0,0,0.0238883690826146,0,0,-0.0593931472215276,0,0.0890203896320717,0,0,0,0,0,0,0,0,0,0,0.504397239359841,0,-0.0286476522531235,0.0224754207454659,0,0.0209962037165098,0,0,0,0,0,0,-0.0333755864796217,0.0426215219499826,0,-0.0317777394673052,0,0,0,0,0,0,0,0,-0.0377280527995286,0,0,0,0,0,0
X600011.SH,0,0,0.162941877370139,0,0,0,-0.0305265765934219,0,0,0,0,0.103958461248145,0,-0.0804645033879064,0,0,0,0,0,0,0.388808514951765,0.0215962651560454,0,0,0.0908306537834683,0,0.0911971550502628,0,0,0,0,-0.00442995276900683,2.16840434497101e-19,0,0,0,-0.0467483718253329,0,0,0,0,0,-0.0635785596387034,0,0,0,0,0.0151957262921112,0,0,0.0625661084278359,-0.0402177886737799,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0287569485975068,0,0,0,0,0,0.310693011857633,0,0,-0.0234869856296056,0,0.158663118394468,0,0,0,-0.0124413185528376,0,0,0,-0.0447536363231024,0,0,0,0,0,0,0,0,0,0,0,0.183426320334953,-0.0434599003937068,0,0,0,0,0,0,-0.0200374207831683,0.00308889577489189,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0488314524620745,0,0,0,0,0,0,0,0.143572603755034,0,0,0,0,0,0,0,0,0,0,0.118583608567445,0.245726446730675,0,0,0,0,0,0,0,0,0,0.00568097735307107,0,0,-0.051875130346122,0.10173082972623,0,0,-0.0490447195218499,0,0,0,0.219907219948112,0,0,0.00468631835991679,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0302046697671858,0,0,0,0,0,0,0,0,0,0,0,0.057170896131478,0,0,0,0,0,0.491601407897981,-0.155954602168711,0,0.0916533403931057,0,0.307309702150445,0.0568913443087752,0,0.339602317200571,0,0,0,0,0,0,0,0.225469496653574,0,0,0,0,0,0,0,0,0,0.193576343680929,0,0,0.0669178752796721,0,0,0,0,-0.363575885412406,0,0
X300072.SZ,0,0,0,0,-0.734826514802088,-0.10302183940382,-0.116989500040545,-0.0249456915224317,0,0,0,0,0,0,0.336079243585962,0,0,0,0,0,0,0,0,0,-0.0775305061003641,0,0.0940088960813835,0,0,-0.0154331015303255,0,0,-0.298273231070228,-0.39239551136754,0,0,-0.144241189961766,0,0,0.415039974021743,0,0,0.318431269215224,0,0,-0.119090895023771,0,0,0,0,0.0826064191162265,0.0190933384291516,0,0,0,0,0,0
X601898.SH,0,0,0.166476281345235,0,0,0,0,0,0,0,0,0,0,0,0.0473125184362837,0,0,0.086789330252388,0,0.106261930378323,0,0,0.123401296318019,0,0.0468214919525242,0,0.0223708015431371,0,0,0,0,0,0.0121380738585638,0,0,0,0.0162832439400421,-0.0256264722185523,0,0,0,0,0,0.234037877532662,0,0,0,-0.033857133794512,0,0,-0.00881416969944288,0.00587403163543613,0,0,0,0,0,0
X600688.SH,0.0162985060541131,0.10030822089777,0,0.0602855328254467,0,0,0,0.0537805623581497,0,0,0,-0.070229617052537,0,0,0,0,0,0.0499881850091369,0.0568761842505036,0,0,0,0,0,0,0,0,0,0,0,0.0531344124704419,0,-0.0986342986429491,0,0.0329851350951682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143491810606157,-0.00739039590500029,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.103127802651177,-0.0961199374642999,0,0,0,0,0,0,0.13552961880581,-0.0505716976678865,-0.0993643678271288,0,0,0.177854557708005,0,0,0,0,0,0,0,0,0,0.167962066948949,0,0,0,0,0,0,0.260611801898232,0,0,0,0,0.0573839049646432,0,0,0,0,0.263265114454173,0,0,0.140191370981634,-0.11155705920368,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.001240429034692,0.0181847375204342,0,0,0.0927114919288279,0,0,0.0419757318007307,0,0.0417219872110991,0,0.0317171545851898,0,0.0999290652328169,0.0112878313289064,-0.0580305683929191,0,-0.0645995624375951,0,0,0,0,0,0,0,0,0,0,0,0,0.00670126638697796,0,0.119530121176926,0.0502740546274252,0,0,0,0,0,0,0,0,0,0,-0.00693465984521768,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0921150707780565,0,0,0,0,0.0914574532298868,-0.0527144946561116,0,0,-0.105428362701915,0,-3.46944695195361e-18,0.0492385399393884,0,0,0,0.0142563939274688,0,0,-0.0188437863523201,0,0,0,0,0,0.0595580247727629,0,-0.0424466549630137,0,0,0,0,0,0,0,0,0,0.0869351251328023,0,0,-0.0585425762768509,0,0,0,0,0.00829257704712884,-0.0356925677795105,0,0,0,0,0,0
X600309.SH,0,0,0,-0.280957154291894,0,0,0,0,0.0429183422210744,0,0,0,0,0,0,-0.0378732946504789,0,0,0.109780504083747,0.205780910164575,0,0.000228555323151913,0,0,0,0,0,0,0.548373687491352,0,0,0,-0.135480164880466,0,0,0,0,0,0,0,0,0,0.0329756170404104,0,0,0,0.126408011160359,0.158265002285214,0,0,0.00981348624311845,0.0336751468938908,0,0,0,0,0,0
