,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X000539.SZ,X601992.SH,X000027.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X002470.SZ,X000792.SZ,X600489.SH,X600623.SH,X600098.SH,X002353.SZ,X600547.SH,X600022.SH,X000629.SZ,X600307.SH,X600863.SH,X600808.SH,X300072.SZ,X600578.SH,X000060.SZ,X601918.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.818857143790707,0.102524597366597,0,0,0,0,0,0,0,0.0466978749879746,0,0,0,0,0,0,0,0,0,-0.0158643438631481,-0.106415155837727,0,0,0,0,0,0,-0.00549792586539156,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0316767342244517,0,0,-2.77555756156289e-17,0.0230549295132202,0,0,-0.0179965613765119,-0.013770769343016,0.0722139545405658,0,0,0,0,0
X600028.SH,0.34952187925095,0,0.0468719375694717,0,0,0,0.243883356603712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210974911488757,0,0,0.0524101924251949,0,0,0.0749405852493332,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0544074884808135,0,0,-0.04030086698298,0.0227141165630421,0,0,0,0,0,0
X601088.SH,0,0,0,0.348056593018579,0.0742610865398652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189945336397101,0,0,0,0,0,0,0,0,0,0,0,0.16622856610497,0.026156692278369,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0715033699753217,0,0,8.67361737988404e-19,0,0,-0.0126146748929582,0.0148733942398823,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.191083124831845,0,0,0.0501983312677214,0,0,0,0,0,0,0.201087496208888,0,0,0,0.0463730911249764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221319720584747,0.0558750870027178,0,0.140626722982034,0.00467131638547146,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.128420039913708,0,0,0,0,0,0,0,0.023740986302459,0.380838603510724,0.106617131894439,0,0,0,0,0.0488144771194127,0,0,0,0.276063298166201,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333114032853853,0,0,0,0,0,0,0,0,0,0,-0.00568900504693243,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.171753759578733,0.175649608376482,0,0,0,0.0793423831678121,0,0,0.0264989721611357,0,0,0,0,-1.73472347597681e-18,0.0730283267608894,0,0,0,0,-6.93889390390723e-18,0.0378031591222113,0.125986697175153,0,0,0,0.0320445223017957,0,0,0,0,0,0.0280843818304235,0,0,0.0100717345450186,0,0,0,0,0,0,0,0,0,0,0,-0.0123087973730072,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.137533807830924,0,0,0,0,0,0,0,0,0,0.0365860644848863,0,0,0,0,0,0.0295711039027498,0,0,0,0.435163773176602,0,0,0,0,0,0.131024050330161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.00776845055580622,0,0,0,0,0,0
X601898.SH,0,0,0,0.0967126031998687,0,0,0,0,0,0.482438552350415,0.095300886583696,0,0,0,0,0,0,0.00658147048230199,0,0.318884479482964,0,0,0,0,0,0,0,0.0232595105706414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148485304945065,0,0,-0.0664566313080123,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0250720148952374,0.00260041981609495,0.213401231921472,0,0,0,0,0.0697438321221464,0,0,0,0,0.151078147255846,0.116065881162899,0,0,0,0,0.0188075075011961,0,0,0,0,0.0255843775308215,0.0153220515471163,0,0,0,0,0,0,0.0742683317663267,0,0,0.177662964943691,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.213390798387505,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.021109272155857,0,0,0,0,0,0,0,0,0,0,0.0524084107385943,0.161712968029606,0,0,0,0,0,0,0,0,0,0.162357129529535,0,0,0.234598600182348,0,0,0,0,0,0,0,0,0
X600688.SH,0.185935871501704,0,0,0,0,0,0,0,0,0,0,0,0.22801321344835,0,0,0,0,0,0.202636387373689,0,0,0,0.0415357768643958,0,0,0,0,0.296099667402334,0,0,0,0,0,0.186710132254006,0,0,0,0,-0.172390993416417,0,0.0134469492775821,0,0.0407453007419644,0,0,0.0697470064408653,0,0,0,0.0741436349082177,0,0,0,0,0,0
X601991.SH,0,0,0,0.0611253100162831,0,0,0,0.0371578552512122,0,0,0.0443444240541796,0,0.226668794846364,0,0,0,0,0.244177734669839,0,0,0,0.182374576143424,0,0,0,0,0,0,0,0,0,0,0.0579529704480317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0.14901423508548,0.14129741973637,0,0,0,0,0,0,0,0,0,0.11476793457477,0,0,0.0505602606257347,0,0.218846580933797,0,0,0,0,0,0,0,0,0,0.102266147652304,0,0,0,0.0117732790988605,0,0,0.0748577247835049,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572531268480293,0,0,0,0,0,-0.042181690134716,0,0,0,0,0,0,0,0,0.268251918826188,0,0,0,0,0,-0.152911778734162,0,0,0,0,-0.232057498873746,0,0,0,0,0,0.424289633888223,-0.185550929527569,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0096017940616716,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259513913893179,0,0,0,0,0.0234936133268283,0.0752135293988224,0.35729195282549,0,-0.0689734297930311,0,0.156744492555037,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.113604112535486,0,0,0,0,0,0,0,0,0,0.00750144994098276,0.127737765005878,0.109915041369494,0,0,0,0,0,0,0.0111452651599652,0,0,0,0,0,0,0.145696654333614,0,0,0,0,0,0,0,0,0,0,0.204756937757592,0,0.0737050412841581,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0318989039272919,0,0.182662394380791,0,0,0.101916055432597,0,0,0,0,0.0288436073684992,0,0,0,0.0920066589747044,0,0,0,0,0,0.0995474209205235,0,0,0,0,0.0318772693576725,0,0,0,0,0,0,0,0.106499705568026,0,0,0,0,0,0.13839584091139,0,-0.000324672125432871,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.190031743554861,0.133862580369655,0,0,0.022318977469049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161536870382138,0,0,0.0451150942106004,0,0,0,0,0,0.090930988072465,0,0,0,0,0,0,0,0.144674380697344,0,0.0955214521254113,0,0.0272932092059799,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0.118773733482954,0,0,0,-1.73472347597681e-18,0,0.0715214115670478,0,0,0,0,0,0,0.240560860567615,0.117656909206847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127752478291164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514644492675989,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0461994409017567,0,0,0,0,0.0110776250661599,0,0,0,0,0,0,0,0.135676645577637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146812449995949,0,8.67361737988404e-19,0.417350593237567,0,0.00697664912776898,2.16840434497101e-19,0,0,0,0,0,0
X000539.SZ,0,0.112795225636168,0,0.265334903215323,0,0,0,0,0,0,0,0.0123132365285993,0,0,0,0,0,0,0,0,0,0,0.103631963397822,0,0,0,0.188388160181759,0,0,0,-0.47521035868477,0,0,-0.0430456020945846,1.73472347597681e-18,0,0,0,0,0.268951736643811,0,0,0.0210317451844851,0,0,0,0,0,-0.0800351066457248,0.0443385860612844,0,0,0,0,0,0
X601992.SH,0,0,0,0.0470352670911167,0,0,0,0,0,0,0,6.93889390390723e-18,0.274285124413027,0,0,0,0,0,0,0,0,0,0,0,0.593183888882739,0,0.0306875108451332,0,0,0,0.0412982790722938,0,0,0,0,0,0,0,0,0,0.0184307033090268,0,0,0,0,0,0,0,-0.0317996761362176,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118306997478449,0.560839136892006,0,0,0,0,0,0.0214697738007078,0,0,0.0391707791508295,0,0,0.185403423386017,0,0,0,0,0,0,0,0,0.0986957907975843,0.0325144792145777,0,0,0,0,0,0
