,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600623.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X600299.SH,X002466.SZ,X600547.SH,X600660.SH,X601158.SH,X600352.SH,X000792.SZ,X000709.SZ,X600583.SH,X600489.SH,X600309.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X600021.SH,X000060.SZ,X000959.SZ,X002470.SZ,X600176.SH,X000983.SZ,X600098.SH,X600022.SH,X600578.SH,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.120243656246665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718201767339048,0,0,0,0,0.0461956236659016,0,0,0,0,0,0,0,0,0,0.0593033179875545,0,0.155842265770659,0,0,0.0148397706390607,0,0,-0.00644457854941086,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0541353843229025,0.211064645175868,0,0,0,0,0.0339704978514881,0,0,0,0,0,0,0.00861141666562731,0,0,0,0,0,0,0,0.0748772785801578,0,0,0,0,0,0,0,0,0.0111467844212292,0,0,0.0208266897356028,0,0,0,0,0.00756008543793467,0,0,0.0160771256030967,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0777789760742805,0,-1.73472347597681e-18,0.0299947042819518,0,0.299057188104352,0,0,0,0,0.019276420693103,0.0488789122698947,0.0730295990990114,0.0785387105517965,0,0,0.131551619319353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827907541711593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598978547397338,0,-0.00252884739599556,0,0,0,0,0,0,0
X600011.SH,0,0,0.265936444432034,0,0,0,0,0.0173410639293647,0,0,0,0,0,0,0,0,0.120733223672255,0,0,0,0,0,0,0,0,0.00480030165397017,0.00187330122643659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817918213484897,0,0.0450140276516236,0,0,0.0579059373923131,0,0,-0.000973124997511204,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673636156698609,0,0,0.264656326289547,0,0.14009875966498,0,0,0,0,0,0,0,0.132883691263618,0,0,0,0,0,0.0502523783155163,0,0.153371853128405,0,0.0281941976364463,0,0.0797390014365743,0,0.0234005280258307,0,0,0,0,0.0479565934940507,0,0,0,0,0.0122017762363955,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0674611928256867,0,0.0667777900778717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609685761068973,0,0,0,0,0,0,0,0.0383224883050071,0,0,0.0822140608546686,0,0.0497566097400459,0,0,0,0,0.0507351151925495,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0555886476930652,0,0,0.161135613509041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131306331457016,0,0,0,0,0,0,0,0.0222758646607232,0,0.0526682738089703,0,0,0,0,0,0.067170252216378,0,-8.67361737988404e-19,0,0,0.0976358636254491,0,0,0,0,-0.050082188471427,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.07395373279425,0.0849885992952012,0,0,0,0,0,1.73472347597681e-18,0,0.0166069973858253,0,0,0.135285429723009,0,0,0.145476860758155,0,0,0,0,0,0,0,0,0,-0.00509929677506136,0,0,0.220539702568577,0,0,0,0.04111590791119,0,0,0,0,0.130175384135087,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127719833406573,0.089139475169738,0,0,0,0,0,0.0289080151934554,0,0,0,0,0,0,0.217257843312534,0,0.103408028989194,0,0,0,0,0,0,0,0,0,0.146843472749428,0.0335236992533228,0,0.114119257488125,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145145211039708,0,-0.0596171656212214,0,0,0,0,0,1.73472347597681e-18,-0.0776632986576687,0,0,0.00614316384066543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175965900005247,0.122205126221311,0.0211431091596136,0,0.0618715894176296,0,0,0.371219666786615,0,0,0,0,-0.0302701523276449,0,0.132903783229045,0,0,0,0,0
