,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600623.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X000983.SZ,X600352.SH,X000883.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000630.SZ,X601699.SH,X002460.SZ,X600021.SH,X000060.SZ,X000012.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.062023013207774,0,0,0,0,0.0206524068938186,0,0,0,0,0,0,0,0,0,0.00221008806255731,0,0,0,0,0,0,0,0,0,0,0,0.0278514256264532,0,0,0,0,0,0,0,0,0,0,0.108852212256747,0,0.00566425739338156,0.00595917451130885,0,0,0,0,0,-0.00725553169344956,0,0,4.33680868994202e-19,0,0,0,0
X600028.SH,0,0,0,0.0135918158889383,0,0.0390494128431178,0,0.0301633092183908,0.0297143003487316,0.0195853652011723,-0.0389991496081471,0,0,0,0,0,0,0,0,0,0.00732449775263138,0,0,0,0,0,-0.0134125593052594,0,0,0.0298551940992074,0,0,0,0.0835526921884756,0,0.0369534553379898,0,0,0.0332397912397383,0,-0.0185907405241226,0,0.0296947687872801,0,0,0,0,0,0,-0.00616489025328373,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.287776594819457,0,0.0483869201161144,0,0,0,0,0,0,0.0373117464772986,0.0655874067206854,0,0,0,0,0,0,0,0,0,0,0,0.012315874909408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259016860910729,0,0,0,0,0,0,0.0665673815686795,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.127240882061796,0,0,0,0,0.0759454635077066,0,0,0,0,0,0.00795421341002345,0,0,0.0993891634422294,0,0,-0.00357828751156291,0.0963998610747543,0,0,0,0,0.0305687283515275,0,0,0,0,0,0.157253964124035,0,0.0457600781726459,0.0141984652397181,0,0,0,-0.0454238619041868,0,0,0,0,0,0,0,0,0,0,0.00672773090624543,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.179294981621045,0,0,0,0,0,0,0,0,0,0.460149463961774,0,0,0,4.33680868994202e-19,0,0,0,0,0,-8.67361737988404e-19,0,-0.0231673925437038,0,0,0,0.0149529319030146,0,0,0,0,-0.039429568798383,0,-0.0540985914268158,0,0,0,0,0,0,0,0,0.0230491458253503,0,-0.0225538952051543,-0.03116908455259,0,0,0,0,0,0
X600585.SH,0,0,0,0.0884559378246282,0.117087446575565,0,0,0,0,0.124817284868382,0,0,0,0,0,0,0,0,0,0,0,0.0583662519074768,0,0,-0.0466607923230151,0,0,0,0,-0.0805027728162489,0,0,0,0,0,0,0.0690310877442567,0,0.0387046777974434,0,0.0969104809930652,0,0,0,0,0.0482808405564083,0,0,0.0188187755759959,0,0,-0.00216716041335247,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0348865142089034,0,0,0,0,-0.0209942879721933,0,0,0,0,0,0,0,0.00273486630779962,0,-0.0677535024445291,0,0,0,0,0.0325637460281792,0,0,0,0,0,0,0,0,0.0188885876816906,0,0,0.0842500954723861,-0.0424185752397129,0.020841366478244,0,0,0,0.0851650455278501,0,0,0,0,0,0,0,0,-0.0434852954752955,0,0,0,0,0,0,0
X601898.SH,0,0,0.030108199350097,0,0,0,0,0,0,0.063698119821761,0,0,0,0,0,0.0836629027047809,0.0424551137803869,0,0,0,0.0521254398628898,0.0217024957913491,0,0,0.0229959231349385,0,0,0.0802618795795742,0,0.0721336878854101,0,0,0,0.0209347112849144,0,0,0.0627467746848093,0,0.031562744231106,0,0,0,0,0,0.219412083899155,0,0,0,0,-0.0343281730885683,0,-0.0143980936039984,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769770472055116,0,0.14221587389906,0,0,0,0,0,0.0290692865122409,0,0.0565503880198882,0,0,0,0,0,0.0319434221077056,0,0,0.0468814994660749,0,0,0,0.180827575113799,0,0.172080430893716,0.0275444593332234,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.170909153900663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129625064457434,0,0.09948651272716,0.0432113264913921,0,0,0,-0.0468048492137561,0,0,0,-0.113376341301431,0,0,0,0,0.561114488772154,0,0,0.112021558435428,0,0,0,0,0,0,-0.000546197318490284,0,0.00658183775590179,0.0520540607673205,0,0,0.0753489140364027,0,0,0,0,0,0,0
