,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X600583.SH,X601992.SH,X002353.SZ,X000883.SZ,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000629.SZ,X000825.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X600808.SH,X600490.SH,X600352.SH,X000027.SZ,X601699.SH,X600660.SH,X600307.SH,X600549.SH,X000983.SZ,X000630.SZ,X600578.SH,X000937.SZ,X002470.SZ,X600863.SH,X000959.SZ,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0388126631265938,1.0842021724855e-19,0.0355563734298226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418898268317663,0,0,0,0,0,0,0,0,0,0,0.0423258529442992,0,0,0,0,0,0,0.0903268900917279,0.0542018644902893,0,0,0.139986301447529,0,0,0.0128893784969768,0,-0.0028117894310375,0,0,0,-0.0133292081534545,0,0,0,0,0,0
X600028.SH,0,0,0,0.0797466838175275,0.0292368429916656,0,0,0,0,0,0,0,0.183978206085095,0,0,0,0.0178417866089173,0,0,0,0.0865320474302778,0,0.0119877414801541,0,0,0,-0.0100297190817338,0,0,0,0,0,0,0,0,0,0,0.0832199117251165,0,0.0092071661917363,0,0,0.0530898454528559,0,0,0,-0.00889140338579853,0.0159819716066962,0.0228967269885727,0,-0.0109425897436493,0.00733041468309751,0,0,0,0,0,0
X601088.SH,0,0,0,1.38777878078145e-17,0.0581534001069225,0.0402043380656501,-3.46944695195361e-18,0,0,0.109290531869668,0,0,0,0,0.217021686681231,0,0,0.0227335551000069,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367931140183713,0,0,0,-0.0558976876395069,0,0,-0.0066089939536402,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.168237364633969,0,0,0,0,0.0932501134152874,0,0,0,0,0,0.262723618859032,0,0,0,-0.0389883190780385,0,0,0,0,0,-0.0137802153781133,0,0,0,0.167773759627399,0,-0.0434473325175579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209505847261129,0,0,0,-0.0769299931619368,0,0
X600585.SH,0,0,0.0293355502230585,0,0,0,0.0808491487618699,0,0,0.0436381700657965,0,0,0,0,0,0,0,0,0,0.105803615423717,0,0,0,0,0,0.0173460435589157,0,0,0.00904503344530367,0,0,0,0,0,-0.00561440237147252,0,0,0,0,0.0248254117813438,0,0,0.103187640194467,0,-0.079058510470581,0,0,0,0,0,-0.00735504317925165,0,0,0,0,0,0,0
X600019.SH,0,0,0.408466625334967,0,0,0,0.0660805021266858,0,0,0,0,-0.074149859153368,0,0,0,0,0,0,0,0,-0.0390618434778744,0,0,0,0,0,0.169216253726893,0,0,0,0.126162984222863,0,0.147966229022531,0,0,0,0.00505319620734988,0.0390786758924809,0,0,0,0,0,0,0,0.0289815948115214,0.126395913211707,0,0,0,-0.0157548426506987,0.030264430617957,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.104077083363629,0.0542581072965667,0,0,0,0,0,0.12695191773988,0,0,0,0,0,0,0.0178708123238425,0,0.0878983261155881,0,0,0.182294125337897,0.00867558014677088,0,0,-0.0241615715973159,0.110792305296749,0.0533532462312842,0,0,0,0,0,0,0,0.0872280797685594,0,0,0,0,0.026806283428313,-0.0400135143040873,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010420805267007,0,0,0.0649043499276963,0,0,0,0,0,0,0,0,0.148780640290413,0,0,0,0,0,0,0.0318087823787487,0,0,0.00295957634431867,0,0,0,0,0,0.26417858330868,0,0,0,0,0.00539702178155208,0,0,-0.00163673931592676,-0.00946455575799439,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0264302828569208,0,0,0,0,0.00282853687275388,0,0,0,0,0.0785507275274283,0,0.0446930539199988,0,0,0,0,0.0174895789814662,0.0741776693033963,0,0,0,0,0,0,0,0,0,0,0.0209951920457243,0.258452095858293,0.0576656267138138,0,0,0,0,0.0198173613048228,0.00267609050371885,0.0801021771176827,-1.73472347597681e-18,0,-0.00994092174147884,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.067211751168618,0,0,0,0,0.289807502866808,0,0,0,0,0,0,0.0337171383039886,0,0,0,0.159670570429769,0,0.31898404077155,0,0,0,0,0,0.0845352654312436,0,0,0.0318994942781556,0,0,4.33680868994202e-19,0,0,0.0438102463638249,0,0,0,0,0.144052923821326,-0.00914513342956964,0,0,0,-0.0424667551663591,0,0,0,0,0,-0.196292317470891
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324964621357213,0,-0.0478314929420676,0,1.73472347597681e-18,0,0.041074010154217,0,0,0,0,0,0,0.0505313925041919,0,0,0,0,0,0,0,0,0,0,0,0.126832622114826,0,0.0249419790421547,0.00898937672494584,0.0575981972577792,0,0.0171932699933589,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.201295350049994,0,0,0,0,0,0,0,0,0,0,0.0944865096079689,0.0305439377502185,0,0,0,-0.0843338790476668,0,0,0,0,0,0,0,0,-0.0154392419347851,0,0,0.240318417437692,0,-0.0204528580865394,0.0966528193787841,0,0,0.258957311784229,0,-0.115859298849119,0,0,0,0,0,0.0760710379800806,0,0.0359051836266408,0,0,-0.00558269553848937,0.0446857891479729,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.127135224612454,0,0,0.0946408764291438,0,0,0,0,0.0258471898451174,0,0,0,0,0,0,0,0,0.0373242694246875,0,0.0135361864461551,0.0741350618145301,0,0,0,0,0.13548588966325,0,0.0356381235158328,0,0,0,0,0,0,0,0,0,0,0,0,0.0909289492407826,0.0738250072583681,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0216676045808127,0,-0.1794080086306,0,0,0,0,0,0,0,0.256628448776067,0,0,0,0,-0.272706292508563,0,0.0293754552079685,0.0588665738861029,0,0,0,0.0278977623442,0.202775139165087,-0.0981041901327154,0,0,0,0,0,0,0,0,0,0,0,0.225312809308044,0,0,0,0,-0.0205523776886371,0.0451895264903439,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0997398573166728,0,0,0,0.156684948375896,0,0,0,0,0.011769442081569,0,0,0,0,0,0,0,0,0,0,0.0791044678604999,0,0,0,0,0.0834402874659835,0,0,0,0,0,0,0.31567556618235,0,0.153316466610857,0,0.0141901587038228,0.0598189962025813,0,-0.00312783672838759,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.204140172391754,0,0,0,0,0,0,0,0,0.093249228297365,0,0,0,0,0,0,0,0.153023727698626,0,0.055819996916402,0,0,0,0,0.181606914448937,0.136775799911372,0,0.0735964155544667,0,0,0,0,0,0.0709376414271702,-0.0745030906773311,0.0837608073268785,0.0729025319726413,2.77555756156289e-17,0,-0.0176675362566184,0.000312979365162893,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116409348936758,0,0,0,0,0,0.0380326950800384,0,0,0,0.054253417894402,0,0.0327028477107662,0,0,0,0,0,0,0.00792750251728013,0,0.131620717966343,0.10250574898935,0,0,0.00785718444296619,0,0,0,0,0,0,0,0,0,0,0,0.00159566828967379,0.000995878950584433,0,0,0,0,0,0
X600027.SH,0,0,0,0.105519057961297,0,0,0,0,0,0.00683883967988445,0,0,0.101438594862116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291449068259258,0.00792840536160741,0,0,0,0,0.104325425158642,0,0,0,0,0.0940553073026592,0,0,0.00531541794895436,0.00212888416190636,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0.0461183899779809,0,0,0,0,0,0,0,0,0,0.0131792314295608,0,0,0,0.0540707850445264,0,0,0,0,0,0,0,0,0.0258646896376986,0,0,-0.0273278883011228,0,0,0,0,0,0,0,0.142980585803935,-0.0167189561314729,0,0,0.0380770206278531,0.119233434948702,0,0.0109726528408108,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.203159134233746,0,0,0,6.93889390390723e-18,0,0.24308137794112,0.0177344768742452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152645729148727,0,0,0,0,0,0,0,0,0,0.0267240809020024,0,0.0450353826794894,0,0,0,0.0161113479765452,0.0062593604819954,0,0,0,0.0606942476938162,0,0,-0.03407668130298,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0.186472792618727,0,0,0,0,0,0,0,0,0,0,0.0453473807993648,0,0.0924853105741499,0,0,0,0,0,0.207331133191273,0,-0.115668925297377,-0.0435569600908895,0,0,-0.0190969569593338,0,0.0843917679608338,0,0,0,0,0,0,0,0,0.00962713548263259,0.257658191364224,0,0.0110039460858628,0.0508983917125674,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556814253077547,0,0,0,0,0.631922752028005,0,0,0,0,0,0,0.140863133283064,0,0,0.291792579513073,0,0,0,0.54049078575853,0,0,0,0,0,0,0,0,0,0.203920953214596,0,-0.322719411845603,0.00931480830263299,-0.0753474834645955,0,0.00786634354320329,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000930250850078261,0,0,0,0,0,0,0,-0.0456576825333306,0.0610127205906869,0,0.0322831668308544,0,0,0.118602795102353,0,0,0.125931110723278,0,-0.081406961873529,0,0,0.119700744862074,0,0.0437844111037002,0,0.0791741456665911,0,0.0334887107549928,0.137164693353887,0,-0.021653575848975,0,0,0,0,0,0,0
