,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600157.SH,X600886.SH,X600111.SH,X600188.SH,X601992.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600309.SH,X600583.SH,X600547.SH,X000709.SZ,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X600489.SH,X600352.SH,X002470.SZ,X000630.SZ,X300072.SZ,X000629.SZ,X000060.SZ,X600098.SH,X600176.SH,X000959.SZ,X000723.SZ,X000012.SZ,X600160.SH,X600021.SH,X600612.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.10111115277851,0,0,0,0,0,0.129629528692158,0,0,0.0124866173323484,0.0515941279733175,0.137131851394153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375753099375339,0,0.00845202113765645,0,0,0.0368585599413959,0,0.00683284309776126,0.0153664119488945,0,0,0,0,0,0
X600028.SH,0.167875438400038,0,0,0,0,0,0.0508444636919027,0.00246480335425968,0.0590049691597845,0,0,0,0,0,0,0,0,0.0313785586203377,0.070108156917832,0.00748295390171327,0,0,0,-3.46944695195361e-18,0,0,0.165685421306645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0313903472875104,0,0.0141232279214458,0.00114550868131099,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.184871020677408,0,0,0,0,0,0,0,0.0933793763234635,0,0,0,0.0320624704194756,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.156275469480107,0,0,0,0,0,0,-3.46944695195361e-18,0.123881119436947,0,0,0,0.177937472091214,0.0555671840499776,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0964307175703472,0,0.0191896267644998,0,0,0,0,0,0,0,0,0,0,0,0,0.0306918854621732,0,0,0.00030606399707054,0,0,0,0,0,0,0,0.148046809108158,0,0,0,0,0,0,0.104176748574733,0,0.131514222638582,0,0,0.0401574234363193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280842567460498,0.0556799274598807,0,0,0,0,0,0,0,0,0,0.0493862295376508,0,0,0,0,0,0,0,0,0,0.19107122695515,0.204711253622557,0,0,0,0,-2.16840434497101e-19,0.00260139346656938,0,0,0,0,0,-0.0211404276676705,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385970325710555,0,0,0.0374028277178424,0,0,0.61903167309705,0,0,0.0487694185269518,0,0,0,0,0,0,0,0.0625971398846819,0.0154421303795109,0,0,0,0,0.0906755093277175,0,0,-0.0777397658824943,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0381539843567482,0,0.163349884696483,0,0.062199298803536,0,0,0,0,0,0.223271722863145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397653296094592,0,0,0,0,0,0,-1.73472347597681e-18,0,6.93889390390723e-18,0.0703301570140128,0,0,0,0,0,0.0208756361856261,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.10088005532778,0,0,0,0.155140948626028,0,0,0,0,0.0293467435048252,0,0,0,0,0.0617182189834875,0,0,0,0.0687021301451767,0,0,0,0,0,0,0,0.0042420187571389,0,0,0,0,0,0,0.083716158853119,0.0615785042819098,0,0,0,0.122268419709943,0.135891801937228,0.00372833736451653,0,0,0,0,0,-0.000118555035735755,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128697337273592,0,0,0,0,0,0,0,0,0.0018311758649905,0,0,0,0,0.0394831916573377,0,0,0,0,0,0,0,0,0,0.00861071661524749,0.236567530897562,0,0,0.0324582504516586,0,0.165325804304786,0.0587557360326976,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0634087699483031,0,0,0.0808027800304955,0.153853964042775,0,0,0,0,0.00596916013241012,0,0,0.0330704929359933,0,0,0,0,0,0,0,0,0,0,0,0,0.198382754140052,0,0.105079710372867,0,0,0.0269300315281005,0,0.0979778771360502,0,0.0521739583886392,0,0,0,0,-0.00750665059084895,-0.0265971047321132,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917107848617429,0,0,0.167952896454852,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00531560414426657,0,0.0258989791405912,0.0644956959504586,0,0,0.0815716617833277,0,0.178326291749678,0,0.00955499065312909,0,0,0,0.184171709157394,0,0,0,0,-0.00262097389672638,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143496111536821,0,0.196907704559301,0,0,0,0,0,0,0,0.0154730558500794,0,0,0,0,0,0.204081986031613,0,0,0,0,0,0,0,0,0,0.0908327752599421,0,0,0,0.000702665372373262,0,0,0.245602517337135,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662353401312799,0,0,0.0292002255780492,0,0,0,0,0,0,0,0.113281502413878,0,0,0.066867300934595,0.0882017866412335,0,0.255170298229026,0,0.129209489077148,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.28710365047594,0,0,0,0.0137511551956774,0,0,0,0,0.19628329064123,0,0,0.104158774711119,0,0,0,-0.133731981058623,0,0,0,0,0,-0.159795782007456,0,0,0,0.530933479506129,0,-0.131595592754652,0.0556859833459357,-0.146371493808822,0,0.425962655929347,0,0.0707379016189874,0,0,0,0,0.119571331756497,8.67361737988404e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.259561239706094,0,0,0,0,0,0,0,0,0.280268776437628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250177368930182,0.0587326734203233,0,0,0.24130416963561,0,0,0,0,0,0,0,0,0,0,-0.0469225568866152,0.0307784946129782,0,0,0,0,0,0
X600157.SH,0,0,0.100066618819891,0,0,0,0,0,0,0,0,0,0,0.00732519346616373,0,0,0,0,0,0,0,0,0,0.0473707210196938,0,0,0,0,0,0,0,0,0.0522712681249932,0,0,0.289283001032024,0,0,0.193208556959054,0.00704275608353046,0.0792092176023244,0,0,0.0980946371544401,1.73472347597681e-18,0.00342308902273108,0.0462463920108904,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194961286559912,0,0.0367419818691782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19427158670448,0,0,0.124964795824314,0,0.00221439527195085,0,0,0,0,0.0242152129187895,0.0306584493709682,0,0,0,0,0.0336210385768106,0.119031484459758,0,0.107491410483519,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.138136174649802,0,0,0,0,0,0,0,0,0,0.0200218965584799,0,0,0,0.120614269451485,0,0.0370772438020581,0.0294692747943621,0,0,0.0289013089674,0,0,0,0.0556547761511024,0,0,0,0,0,0,0,0,0,0,0.333995982786253,0,0.1088535143195,0,0.0236182069006528,0,0.00564467260072394,0,0,0,0,0,0.0211993328945571,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.471865484860453,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-6.93889390390723e-18,0,0,0.0939170284690345,0,0,0,0,0.0221408129784962,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.149040110350052,0.108831764062959,0,0.0635449331982498,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0669772660276503,0,0,0,0,0,0,0,0,0,0,0,0,0.352493781995134,0,0,0,0.203487898931909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340676902001863,0.179309916746711,0.114232013425787,0,0,0,0,0,0,0,0,0,0,0.0266437829348065,-0.0390139360906304,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275403879991618,0,0.206587559474748,0,0.378028324366368,0,0,-0.0548793253574879,-0.158630667944766,0,0,0,0,0,0,0,0,0,0,0,0.139703409949032,0,0,0,0,0,0.0714219496620828,0,0,0,-0.180286981410478,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486991882050855,0,0,0,0,0,0,0,0,0,0.0853382494333169,0,0,0,0,0,0,0,0,0.0414295460771972,0,0,0,0,0.0155828311934628,0,0.249568343489731,0,0,0,-0.0315704056686204,0.187520294375558,0.127435051145811,0.093277522137645,0.0537959896460361,0,0,0,0.0273949931915723,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688242847142527,0,0,0,0,0,0.0770677457989813,0,-0.0238342966256881,0,0,0,0,0.0521974504498779,0,0,0,0,0,0,0,0.146617848457318,0.00630079671218015,0,0,0,-2.16840434497101e-19,0,0.0938753076044147,0.0956428106604112,0.0386523937002765,0,0,0,0,0,0,-0.0346618698944494,-0.0227914606204798,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.107521082626039,0,0,0,0,0.11269422472603,0,0,0,0,0,0,0.233378827409473,0,0,0,0,0.419241397928607,0,-0.0875564375225122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221549708551088,0.00393718952430076,0,0,0,0,-0.162122755194744,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477442840834205,0,0,0,0.148251772049716,0.054183534088522,0,0,0.0426061976474173,0,0,0,0,0.306656838270323,0,0,0,0,0,0.114977541917437,0,0,0,0,0,0.0491913127543889,0.0494675229376021,0.0682874693890084,0,0,0.0157413567506877,0.00543521690805004,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0996683835045555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966939569467088,0,0,0,0,0,0,0,0,0,0,0,0.173234737978333,0,0,0,0.0255755311806886,0.0448856196483597,0,0.103205048082016,0.0205664027806683,0.0698152216904026,0.000378243869223542,0.119402149828324,0,0,0,0.0873059641415119,0.00545889052189403,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.104748303823157,0,0,0,0,-0.00594068972280787,0,0.138423331261917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440836615268179,0,0.22814312027428,0,0,0.0688201811256037,0,0,0,0.0157713624699777,0.0185848456518179,0,0,0.118172273521774,0,0,0.0201606894735112,0,0.079163999823559,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,-0.0336164373435392,0,0,0,0,0,0,0,0,-0.035762805333629,0,-0.0515874571407545,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.942884044004619,-0.0224297318865092,0,0,0,0,0.206761705888278,0,0,-0.00858120387301642,0.0109933809795841,0,0.00984323164531002,0,0,0,0,0,0,0,0.0188812391452045,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.105879033783065,0.154004621308258,0,0,0,-0.0250066681015363,0,0,0,0,0,0,0.0576216118100581,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.497458243680685,0,0,0,0,0,0,0,0,0,0,0.0976909831034594,0,-0.0549915234007593,0.0396772134077575,0,0,0,0,0,-0.037868994291291,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486512470450883,0,0,0,0,0,0.138545317372896,0,0,0,0,0,0,0,0,0.137809959438794,0,0,0,0.141414798445013,0,0,0,0.150147760771058,0,0,0,0,0.0370813695143366,0,0.0513372069693356,0.144763417401132,0,0,0,0,0,0,0,0,0,0,0
