,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X000877.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X000807.SZ,X601991.SH,X600176.SH,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600985.SH,X600219.SH,X000408.SZ,X300037.SZ,X600612.SH,X000629.SZ,X600688.SH,X600801.SH,X600096.SH,X002128.SZ,X600157.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.06288020853907,0.00968703743636336,0,0,-0.0936917878014996,0,-0.0536325320201984,0,0,0,0,0,0,0,0,0,0,0.0669724363182516,0,0,0,0,-0.187042045461199,0,0,0,0,0,0,0.00134966561694514,0,0,0,0,0,0,-0.0301194625536144,0,0,0,0,0.079508277946389,0,0,-0.0641721164626293,0,0,0.291641754795857,0,0,0.00980957222099732,0.00165858799244945,0,0,0,0,0,0
X600028.SH,0.512472934171769,0,0,0,0,0.0713395148782699,0,0,0.0481610051727455,0,0,0,0,0.070657725636551,0,0,0,0,0.0810659239554173,0,0,0,0,0,0.055501868783941,0,0.0281597400073488,0.066808835201134,0,0,0,0,0,0,0.014685659443055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186347182947272,-0.0107227063846715,0,0,0,0,0,0
X601088.SH,0.0809541259026672,0.0504548889021188,0,0,0.0887009899115751,0,0,0,0.244869831797639,0.0369802777566818,0,0,0,0,0,-0.0187303323259219,0,0,0,0,0,0,0,0,0,0,0.00789183912979169,0,0.035865529268499,0,0,0,0.153171774030612,0,-0.0815654082401837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039491288302468,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.186768492895907,0,0,0,0.0178441541292865,0,0.0907827019673259,0,0,0,0,0,0,0.022653342767145,0,0,0,0,0.0171538885442582,0,0,0,0,0,0,0.0381478126991994,0,0,0,0,-0.0619605552423582,0,0,0,0,0,0.202262118985756,0,0,0,-0.0399267632483853,0.017523881858075,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0839943696769768,0,0,0.264387239457585,0,0,0,0,0,0,0,0,0,0,0,0.00772079664606432,0,0,0,0,0,0.0985584772297574,0,0,0.427931680590243,0,0,-0.149037408202812,0,0,0,0,0.103567525956168,0,0,0,-0.0767790997670312,-0.0240309467036809,0,0,0,0,0,0,0,0,0.0126009285916548,-0.0330575466227624,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.108963352902562,0,0,0,0,0,0,0,0,0.193844580269696,0,0,0,0,0.25705370518873,0,0,0,0,0,0.0249277147107214,0,0,0,0,0,0,0,0,0.289215036777122,0,0.0838066536367349,0,0,0,0,0.351723731703124,-0.128816377941617,0,0,0,0,0,0,0,0,-0.187681190954079,-3.46944695195361e-18,0.0112958461975988,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0295329376077039,0,0,0,0,0.0144465519440341,0,0,0,0,-0.0493548210162991,0,0,0.0600396855505702,0,0,0,0,0,0.122034158573466,0,0,0,-0.0556942465793625,0,0,0,0,0.0361235387302049,0,0,0,0.0218399397312271,-0.147698504704602,0,0,-0.0802016672735032,0,0,0,0.531640216534831,0,0,0,0,0,-0.0068304122766416,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.13918208287765,0,0,0,0,0,0,0,0,0.164249308462856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169821077464065,0,0,0,0,0,0.0962685591843725,0,0,0,0,0,0,0.209475199995225,0,0,0,-8.67361737988404e-19,-0.201034205618853,0,0,0,0,0,-0.0169357430552343,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.164503252088972,0,0,0,0,0,0,0,0,0,0.111747035881949,0,0,0,0,0,0,0,0,0,0.0332016824808526,0.280868417744159,0.15879046075902,0.0129810519404649,0,0.0940580626553355,0,0,0,0,0,0,0.00922512202627326,0,0.0738075675169299,0,0.0463323634574406,-0.141444491463459,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0535090301579551,0,0,0,-0.112485203186777,0,0,-0.118868605474792,0,0,0,0,0,0,0,0,0,0,0,0,0.241324463463948,0.538360467984436,0,0.0632136426182767,0,0,0,0,-0.0106231028580992,0,0,0,0,0,-0.0641921322315205,0,0,0,0,0,0,0,0,0,0.0408840649996331,0,-0.00367345058478636,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.114633569353768,0,0,0,0,0,0,0,0,0,0.1425323927326,0,0,0,0,0,0.0894506140293637,0,0,0,0,0,0.0123216390286749,0,0.451588983488383,0,0,0,0.0269377141466624,0,0,0,0,0,0,0,0,0,0.00245770723527572,0.0498659945230801,0,0.0878504758919476,0,0.00912021922189991,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.00129713532138198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548643905258053,0,-0.06191560606869,0,0,0.122547810293895,0,0.156430033623253,0,0,0,0,0.061362552369857,0.0816150411407288,0.0655471208453746,0,0,0,0,0,0,0,-0.0678198372955253,-0.000840249573215704,0.0262383097906869,0,0.21454825614641,0,0,0,0
X000792.SZ,0,0,0,0,0,0.118324763546278,0,0.00357849166701803,0,0,0,0,0,0.0482892931700366,0.0560754686955077,0.299819332850346,0,0,0,0.0950922745410529,0,0,0,0,0,0.0186615492784756,0.000954039933969069,0,0.00538802652485073,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0175324278599964,0,0,0,0,0,0,0,0,0,-0.0498173283508042,8.67361737988404e-19,-0.013835825173523,0,0,0,0,0,0
X600886.SH,0.0674607100222268,0,0,0,0,0.00916851775837627,0,0.285898403858299,0,0,0,0,0,0,0,-0.0442694092585377,0,0,0,0,0,0,0,0,0,0,0.312549802058339,0.129383545257478,0,0,0,0,0,0,0.025309173176315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311285459531539,0.0792613753586821,0.0278757780828088,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764715896769799,0,0,0,0,0,-0.108520004045727,0,0.0674498954548565,0,0,0.0330549509868554,0,0,-0.00868967744282792,0,0,0,0,0,0,0,0,0,0,0,0,0.0763402138351788,0.150928243280269,0,0.0168779025271979,0,0,0.0329115461137267,0,0,0,0.00735009493621881,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.155003279354159,0,0,-0.0388922016833898,0,0,0,0,0,0,0.860860529920997,0,0,0,0,0,0,0.0576123801225509,0,0,0,-3.37912597417185e-05,0,0,0,0,0,0,0,-0.0306901505703483,0,0,-0.0470468160351464,-0.0789701806945196,0,0,0,0.114732286460676,-0.098350508558041,0,0,0,0,0,0,0,0.108177289580514,0.0276859255623764,-0.0544522812423655,-0.131804860060324,0,0,-0.179804624761898,0,0
X600111.SH,0,0,0,0,0,-0.0793309934655829,-0.154720757668141,0,0,-0.15240513639889,0.326794229729326,0,0,0,0.204680508226095,0,0,0.0694349921124023,0.0172799091669585,0,0,0.0294164808711555,0,0,0,-0.045545016199296,0.0602631437192521,0,0.112575262709464,0,0.0240954999014777,0,0,-0.0501199171130846,0.0286576556834974,0,0,0,0,0,0,0.0208223165180875,0,0.237615598381182,0,0,0,0,0,0,0,-0.00467545022655343,0.0230614794553531,0,0,0,0,0,0
