,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600019.SH,X000792.SZ,X600585.SH,X600111.SH,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X000708.SZ,X600660.SH,X600188.SH,X002271.SZ,X601898.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600886.SH,X000408.SZ,X000723.SZ,X600803.SH,X000825.SZ,X000831.SZ,X000786.SZ,X000959.SZ,X000807.SZ,X000932.SZ,X000898.SZ,X600399.SH,X600295.SH,X601991.SH,X002080.SZ,X600516.SH,X600795.SH,X601699.SH,X000983.SZ,X600808.SH,X600141.SH,X600160.SH,X600096.SH,X300037.SZ,X000630.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.313897208817446,0,0,0,0,0,0.0077334126990219,0,0.0045152428414144,0,0,0.049320850612969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390600360358324,-0.0541632934045675,0,0,0,0,0,0,0,-0.0191652393900545,0,0,0,0,0,0.0585876101436923,0,0,0,0,0.0110680520521165,0,0,0,0,0.000748166639538015,-0.0337866127736711,0,0,0,0,0,0
X600028.SH,0.348281127868785,0,0,0,0,0,0,0,0,-0.073532208200216,0,0.0730469732775093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227381334897505,0,0,0,0.0135944819926264,0,0,0,0.00448810927567801,0,0,0,0,0,0.00169339915154925,0,0,0,0.0132508056541591,0,0,0,0,-0.00825060990986659,0.0212474825969795,0,0,0,-0.00496823252744126,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.038031257452479,0,0,0.0663750106246977,0,0,0.0619289494374352,0,0.104321111810045,0,0,0,0,0,0,0.0591101552177424,0,0,0,0,0,0.125541530846765,0,0,0,0,-0.010582210990445,0,0,0,0,0,0,0.0683172565701298,0,0,0,0,-0.102588073573221,0.0211081766672042,0,0,-0.0136583175681114,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.118892480459101,0,0,0,0,0,0,0,0.0978395371633393,0,0,0,0,0.0558869288265311,0,0,0.00617028919069365,0,0,0,0,0,0,0.0249272650527581,0.00876261888651072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223783123381776,0.00456306527693994,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.174111430758136,0.436819637556455,0,0.023832404059787,-2.16840434497101e-19,0,0.0175948413216415,0,0,0,0,0,0,0,0,0,0,0,0.00388224036001968,0,0,0.0384910839753593,0.0490413945389038,0,0,0.177633633291671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192254315979444,-0.0794049721020418,0.056811578461429,0,0,-0.105983387048002,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.089671372102544,0,0,0,0,0.0570168563253153,0,0,0,0,0,0,0,0,0,0,0,0,0.0115326321282893,0,0,0,0,0,0.414367623046459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445154309316056,-0.0532755585822038,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,-0.0495237834494987,0,0,0,0,0,0,0,0,0,0,0,-0.0807642061633153,0,0,0,0,0,0,0,0.101177084811739,-0.36327051840823,-0.0260264074921875,0,0,0,0,0,0,-0.00129571832652,0,0.159553125970729,0,0,0,0,0,0.00770549649422391,0,0,0,0,0,0,0,0,0.0481705876564525,0.052889635670612,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.027428238126367,0,0,0,-0.0597578258077887,0,0.0305533670507711,0.125577129509729,0,0,0,-0.0448607535086891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206394042427828,0.0661449906020371,0,0,0,-0.105769385280578,-0.0314827487470102,0,-0.0731429895617573,0,0.102155982513821,0,0.00726558751014764,0,0,0.08526306188112,0,0,0,-0.0105813772156854,0,-0.0133069891477086,0.0419513242853708,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.327941925014762,0,0,0,0,0.0475353477427453,0.39748265631757,0,0,-0.0156734643791632,0,-0.0234859906649349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250936222980626,0,-0.0567470027933884,0,0,0,0.064934327481154,0,0,0,0,0,0,-0.029486056336023,0,0,0.0728794524736788,0,-1.73472347597681e-18,0,0,0,0.0936924059534679,0.0613034420661819,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.11252062195541,0,0,0,0.314464683583085,0,0,0,0.164929591272732,-0.148958161438374,0,-0.168415472850945,0,0,0.315519632077822,0,0,0,0.164728436108276,0,0,0.315828844341696,0,0,0,0,0,0,0,0,0,0.0143058040045877,0,0,0,0.00871951734725939,0,0,-0.064319591430699,0,0,0,0,0,0,0,0,-0.0728401978729347,0.00695098952615656,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.349533069542202,0,0.0616996811988013,0.383336915454999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114827167417592,-0.0973657782421819,0,0,0,0,0,0,0.0361320591870212,0,0,0,0,0.0161465475178214,0.0550299078417957,0,0,0.0205153029605805,-0.0440101252599687,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,-0.170165419419928,0,0,0,0,0.0679780968780418,0,0,0,-0.0506472306180529,0,0,0,0,0.361741911315158,0,0,0.0242548661939589,0,0,0,0,0,0.0704502162365204,0,0,0.0390011047605999,0,0,0,0.0677591805720192,0,0,-0.112781760896676,0,0,0,0.242389112529528,0.15747246844667,0.0263864554180997,0,0.561148309915523,0,0.132206505276378,-0.204805792243099,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.00226313038896995,0,0,0,0,0.198641208999049,0.00401274958226349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026045521537825,0,0,0.00474112327257709,0.191148628671788,0,0.288174503381451,0,0,0.0381288786952548,0.0393411580115959,0,0,0,0,0,0,0.102284607268197,0,0,0,0,0,0.03471084125163,0,0,0,0,0,0,0,0,0
