,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600801.SH,X600886.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600027.SH,X600111.SH,X002466.SZ,X601992.SH,X600299.SH,X600126.SH,X600176.SH,X600426.SH,X002075.SZ,X002353.SZ,X600315.SH,X600529.SH,X000723.SZ,X601158.SH,X600486.SH,X600516.SH,X600219.SH,X600612.SH,X000401.SZ,X000898.SZ,X000932.SZ,X000883.SZ,X002080.SZ,X002409.SZ,X000553.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0331024773667979,0,0,0.0313151195356938,0,0,0,0,0.114089204801039,0,0.0936916691007665,0,0,0,0,0,0,0,0,0,0.0983882296302209,0,0.00699448487335682,0,-0.0175328109808494,0,0.0391899496455886,0,0,0,0,0,0.0536731923569193,0,0,0,0,0.011663516924704,0,0.0202694590369767,0.0063786001255484,-0.00932329459305732,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386156616102971,0,0,0,0.132876226856836,0,0.0272908328240096,0,0,0.0680992810530507,0,0,0.0655585616505788,0,0,0.0600286464400677,0,0,0,0,0,0,0,0,0,-0.00239322251807888,0.00798538846043871,-0.00668378308272707,0,0,0,0,0,0
X601088.SH,0,0,0,0.276701317184285,0,0,0,0,0,0,-0.0455094069008288,0,0,0,0,0,0,0.0880507177824988,0.345295649992274,0,0,0,0,0,0,0,0,0.00807454930188618,0,3.46944695195361e-18,0,0.0477128797488474,0,-0.168729692787301,0,0,0.0238881225533091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917848746390989,0,0,0,0,0,0,0
X600585.SH,0,0,0.215099087847272,0,0.0360206203206926,0,0,0,0,0.0390849929393569,0.0734593904109681,0.0070458353408639,0.352916479978133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.470329472543e-22,0,0,0.0523911965266343,0,0,-0.0430373621758758,0,0,0.0555110752275547,0,0,0,0,0,0.0228249237013853,0.0589566141978297,0,0,0,0,0,0,-0.0292424970820259,-0.00752862083804322,0.00412457200289293,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.030741414418341,0.0651193121967514,0,0,0,0,0,0,0,0,0.0408445381207788,0,0,0,0,0,0.237160158310495,0,0,-0.00572884243584923,0.0912270864412245,0.136829681786367,-0.0110096612798319,0.0803548176982942,0,0.0653589835465448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313341724459122,0.0174113853783225,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534557840136492,0,0,0,0.0946517926850513,0,0,0,0.0616831907753806,0,0,-0.0344878371835453,-0.0494260027122415,0,0.109088546960784,0,0,0,0,0,0,-0.0871571767603609,0,0.26537182125433,0,0,0,0,0,-0.154115316214412,0,0,-0.00608770503211645,-0.00711557331870005,0,0,0,0,0,0
X600019.SH,0,0,0.044895676533605,0,0.0986190043006097,0,0,0,0,0,0,0,0,0,0,0,0,0.05344878646995,0,0,0,0.0571722314435154,0,0.0801677992155241,0,0.056095525470968,0,0,0,0,0,0.153577776344824,0,-0.0302645493104252,0,0,0.0688267360374921,0,0,0.09401236899937,0,0,0,0,0,0,0,0,0,0,0,0.00122575121530121,-0.0100227850452605,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.160770495933413,0,0,0,0,0,0,0,0,0,0,0.431031819045943,0,-0.150675315530941,0,0.0651047363523275,0,0,0,0,0,0.00229877782581793,0.0407349164710042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267506160089087,-0.101211490923724,-0.0026924989050941,-0.0100973290581863,0,0,0,0,0,0
X600011.SH,0,0,0.113189883313689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164716534215727,0,0,0,0,0,0.102525562594184,0,-0.0929450290858202,0,0.122942747498277,-0.0508930962623054,0,0,0.00539920608985281,0,0.155322121948853,0,0,0,0.338194404704691,0,0,0,0,0,0,0,0,0,0,0,0.0151833168656705,-0.0182452386893236,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.30196175542877,0,0,0,0,0,0,0,0,0,0,0,0.0689866402808436,0,0,0,0.131852782384233,0,0,0.00405986091637556,0,0,0,0.106739454980396,0,0.150399462929921,0,0,0,0,0,0,0,0,0,0,0.281021058011008,0.0847099815234883,0,0.0113749604649268,-0.0139151388931044,0,0,0,0,0,0,0
