,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X000792.SZ,X600660.SH,X601158.SH,X000709.SZ,X600309.SH,X000898.SZ,X000883.SZ,X000539.SZ,X002466.SZ,X600583.SH,X000027.SZ,X600352.SH,X600623.SH,X000630.SZ,X600578.SH,X600160.SH,X002470.SZ,X000629.SZ,X600489.SH,X600547.SH,X600098.SH,X600176.SH,X600022.SH,X600021.SH,X000959.SZ,X600808.SH,X000060.SZ,X000825.SZ,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.52427342539891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534044883035815,0,0,0,0,0,0,0,0,0.00707115930273249,0,0,0,0.0480121842620175,0,0.0323423212249275,0,0,0,0,0,0,0,0,0,0.117712322256634,0,0,0,0,-0.00609240130302457,0,0.000183091033136767,0,0,0,0,0
X600028.SH,0.292384073977765,0,0,0,0,0,0.152343189527075,0,0,0,0,0.0276822452354667,0,0,0,0,0,0,0,0,0,0,0,0.0066830414419619,0,0,0,0,0,0.132550014695204,0,0,0,0,0,0.013785201691106,0,0.028567755449646,0,0,0,0,0,0,0.00684107905333798,0,0.0258696952247105,0,0,0,0,0.00743029594019183,0.0412752795185531,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0480064047284326,0,0,0,0,0,0,0,0,0.191252842003444,0.0178024702085945,0,0,0,0,0.0406398776737025,0,0,0,0,0,0,0,0,0,0,0,0,0.0608878031106133,0,0,0,0.052788451875846,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.406417552312817,0,0,-0.00471730822263425,-0.0469978878128907,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.181178102085016,0,0,0,0,0,0,0,0,0,0,0.0432930497738176,-3.46944695195361e-18,0.00760117354410678,0.0101791235550007,0,0,0,0,0,0,0,0.108741040860288,0.0203086460625831,0,0,0,0,0,0,0,0,0,0,0,0.0816970354813105,0,0,0.173478659180642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.011881135124475,0,0,0,0,0,0,0.0900975200716898,0.00607033883699991,0.333599958321938,0,0.15159915635206,0,0,0,0,0,0,0,0,0,0.0162842497485257,0,0,0,0,0.0398672167959511,0,0,0,0.0875850500953173,0,0.00445050796977374,0,0,0.17186940697553,0,0,0.0314878099260692,0.0491924833135158,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635951696768188,0,0,0,0.00333088440239884,0,0,0,0.273987858929838,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0301647332465009,0,0,0,0,0.0463049392854879,0,0.0689370873313594,-6.93889390390723e-18,0.025372437191611,0.477846060928783,0,0,0,-0.011440295366466,0,0,0,0,0,0
X600585.SH,0,0,0.0452418329055693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492682124226969,0,0,0.042261420019881,0,0,0.0613116833713496,0,0,0,0,0.0287435840853217,0,0,0,0,0.0386132415149914,0,0,0,0.115986442304408,0,0,0,0.0130044089240111,0,0,0,0.111104322139446,0,0.0285217077957292,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.00998895276949107,0,0,0.135155715895516,0,0,0,0.278830038796786,0,0,0,0,0,0,0.0500813036444264,0,0,0,0,0.0285236658664159,0,0,0,0,0,0,0.063208272502695,0,0,0.021267438304099,0,0,0.085745730653766,0,0,0.0265536299885562,0.208675171365039,0,0,0.0139938275610464,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.164209128737359,0,0,0,0,0,0,0,0,0,0.171016490445592,0,0,0.13847657830215,0,0,0,0,0,0,0,0,0,0.0104377173636108,0,0,0,0,0.0267367672939893,0,0,0,0.0735538096948984,0,0,0,0,0,0,0,0,0.103478231943629,0.173533167501402,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786845847345688,0,0.219533112126985,0,0,0,0,0,0,0,0,0,0,0,0.0160335218772479,0.0414961295826723,0,0.0156512431835348,0,0.0258046698402399,0.0644234062155277,0.0723577257688654,0,0,0.203751422684614,0,0,0,0.0439024672438098,0,0,0,0,0,0,-0.000628366324995156,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.126383068461141,0,0.269110374217403,0,0,0,0,0,0,0,0,0,0,0,0.00715034135867968,0.0495326916751751,0,0,0,0,0.0568538914766559,0,0,0.0368696393798054,0,0,0,0,0.00158722430720494,0,0,0,0.108575759234993,0,0,0,0,0,0,0,0,0,0,0.0396751936674595,0,0,0,0,0,0,0,0,0
