,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600803.SH,X600096.SH,X000723.SZ,X000786.SZ,X601699.SH,X000408.SZ,X601991.SH,X600486.SH,X600219.SH,X600141.SH,X600801.SH,X000807.SZ,X600295.SH,X600027.SH,X002353.SZ,X600985.SH,X002080.SZ,X000932.SZ,X000830.SZ,X600157.SH,X600688.SH,X000683.SZ,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.053997065458556,0,0,0,0,0,0.195471435717971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507733238159275,0,0,0,0,0,0,0,0,0,0,0,0,0.125078747779346,0,0.14326447677031,1.73472347597681e-18,0,0.00690777646403795,0.00330950461134946,0,0,0.0968254159182453,0.012048084150065,0,0.00548315924224815,-0.0541238970195727,0,0,0,0,0,0
X601088.SH,0.0892012581846504,0,0,0,0,0,0,0,0,0,0.199616342035898,0,0,0,0,0,0,0,0,0,0,0,0,0.0708281251374415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669537111866785,0.0103192438795879,0,0.141032633409766,0,0,0,0,0,0,0.0878285551711976,0,0.0596588636350857,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.00181562971246545,0,-0.0481690422606418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199349360375164,0,0,0,0,0,0,0,0,0,0,0,0.0766220744586449,0.0621729348200952,-0.00156516447178314,0,0,0,0,0,0,0,0.101417686834973,0,0,0,-0.0310759258592384,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0293279660911609,0,0,0,0,0.0874815639619857,0,0,0,0.204603769491963,0.124049171147654,0.0353903112104665,0.0343397233723058,0,0,0,0.157833528435069,0,0,0.163644460334698,0,-0.103686868584363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00323943337745537,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0914375990207853,0,0,0,0,0,0,0,0,0,0.112848396269309,0,0,0,-0.0571159482851751,0,0,0,0,0.190456650659511,0,0,0,0,0,0,0.0498468182437889,0,0,0,0,0,0,0,0.305284756164558,0,0,0.00712983694754618,0,0,0,0.0104729860558457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.082404540265927,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0680119368563886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351270209443631,0,0,0,0,0,0,0.176371744362922,0,0,0.0509706804672906,0,0,0,0.6623242015359,0,0,-0.118128474148465,0,0,0,0.108171621944605,0.153376254542919,0.0823041713502439,-0.0187455818552598,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0551595532671025,0,0.144754890224587,0.305042364518881,0,0,0,0,-0.0680097452910863,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820306096455667,0.0728727956425055,0.0221348988274643,0,0,0,0,0,0,0.043262499896346,0.378618230940788,0.0851570430278029,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00858873681228655,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.505028114196542,0,0,0.167201054576394,0,0,0,0,0,0.0184314885126334,0,0,0,0,0,0,0,0,0.0214992245158004,0,-0.0359853555914071,0.0838530077985229,-0.0533748047969854,0.0585795655987634,0,0,-0.0237520567611683,0,0,0,0,0,0.0501925439318985,-0.0265094447929522,0,0,0.125793179756566,-0.0248001442965751,0,0,0,0.0503740091968909,0,-0.0350457216518146,0,0,0,0,0,0,0
X002466.SZ,-0.151172439078768,-0.0184066912285571,0,0,0,-0.0930144383526413,0,0.802414061116062,0,0,0,0.0761203267683838,0,-0.0420334023642392,0,0,0,0,0,0,0,0,0,0.154765921121802,0,0,0.0563793872259927,0.0663760958948807,0,0,0,0,1.73472347597681e-18,0.0180620533426482,0.0360945981065144,0,0.0568012133387629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043892043226336,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478045822264436,0,0,0,0,0,0,0,0,0.0306793501087331,0,0,0,0.478949972627775,0,0,0,0,0.077048416790113,0,0,-0.043787083310631,0,0,0,0,0,0
