,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600352.SH,X000723.SZ,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X002110.SZ,X600299.SH,X000553.SZ,X000629.SZ,X600489.SH,X601158.SH,X600219.SH,X600808.SH,X000883.SZ,X000630.SZ,X000990.SZ,X000027.SZ,X600583.SH,X600985.SH,X000825.SZ,X600157.SH,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0566851750916548,0,0,0.0946772524808105,0,0,0,0.0319411903072323,0,-0.0202887959541235,0,0,0,0,0,0,0,0.0639644717656807,0,0.00420487293558988,0,0,0,0,0,0,0.0510887966809013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453920838913844,0.0802584489194527,0,0,0,0,0,0,-0.00645219886858119,0,0,0,0,0,0
X600028.SH,0,0,0.101120282659142,0,0,0.0224415340574193,0,0,0,0.0481758910156466,0,0,4.33680868994202e-19,0,0,0.192786908715338,0,0,0,0,0,0.0174539893797149,0,0,0,0,0,0,0,0,0,0,0,0,0.0448000842213131,0,0,0,0,0,0,0,0.00231366334625201,0,0,0,0,0,0.111668091876616,0,0,-0.00499747368786559,-0.0144342813574721,0,0,0,0.00188694014600012,0,0
X601088.SH,0,0,0,0.0760436172039792,0,0,0,0,0,0,0,-0.174707701080076,0,0,0,0,0.0508875720946336,0,0,0,0,0.250270973763566,0,0,0,0,0.0441755338098456,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595606895233663,0,0.106987104788309,0,0.0230075858749812,-0.0306812861081859,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.137201939080808,0,0,0,0,0,-0.0190781046754473,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.492881342857915,0,0,0,0,0,0,0,0,0,0,0.0411172938473495,-0.0391781260784283,0,0,0,0,0,0,0,0.0128816673594159,0,0,0,0,0,-0.00594314551178439,0,0,0,-0.0134836703532712,0.00423448748363357,0,0,0,-0.00105002654949511,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0496042680364753,0,0,0,0.0891924771086962,0,0,0,0,0.158342700772621,0,0,0,0,0.0223086068193415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095156622963774,0,0.12512604969704,0,0,0,0.00475641903144211,0,0,0,0,0.00999344048103092,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.122607467449405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257791011356117,0.0332039796473218,0,0,0,0,0.401607185847459,0,0,0,0,0,-0.0927903823771596,0,0,-0.0610982638259343,0.0612888245704822,0,0,0,0,0,0.177359277739753,0,0,0.0365618175385818,0,0,0,0,-0.0504442327016197,0,0
X600011.SH,0,0,0,0,0,0,0,0.0286169624139731,0,0,0,0.204716817500795,0,0,0,0,0,0,0,0,0,0,0,0.531816607609463,0,0,0,-0.136640120419015,0,0,0,0,0,0,0,0,0.00612325448948232,0,0,0,0,0.0091591734851439,-0.0233554212976688,0,0,0.0419073664329939,0,0.0560338969608101,0,0,0,0.0437501888996351,4.33680868994202e-19,0,0,0,0.00148595315247892,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0457033780122313,0.0475858698611993,0,0,0,0,0,0,0.164634137495469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957144313846986,0,0,0.322538854546081,0,0,0,0,0,0,0.0339302277116641,0,0.153183430469455,0,0,0,0,0,0,0,0,-0.0472952169509242,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0304561420318783,-0.0230187186242275,0,0,0,0,0,0,0,-0.0352750028728665,0,0,0,0,0,0,0,0,0,0,0,0,0.133787294168396,0,0,0.383723120491463,0,0,0,0,-4.33680868994202e-19,0.0242292969503488,-0.0131495695263826,0,0,0,0.111506348496181,0,0,0,0,0,0,0,0,0.0237308495556587,0,0
X601600.SH,0,0,0,0,0,0,0,0.0235320860199264,0,0,0,0,0.0214182243369706,0,0,0,0,0,0,0.0291375071358359,0.243456209370344,0,0,0,0,0,0,0,0,0,0.0262939815322394,0,0,0,0.081145291637892,-2.16840434497101e-19,0,0,0.296328205539834,0,0,0,0,0,0,0.009783533426153,0,0.0388726410170393,0.0898877966363873,0,0,-0.0183116386665833,-0.0103789368762343,0,0,0,0,0,0
