,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X600010.SH,X000301.SZ,X002271.SZ,X601600.SH,X600660.SH,X000708.SZ,X601898.SH,X600188.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600886.SH,X000723.SZ,X000408.SZ,X000786.SZ,X600803.SH,X000932.SZ,X000959.SZ,X601991.SH,X000825.SZ,X000807.SZ,X600399.SH,X000898.SZ,X000831.SZ,X002080.SZ,X600795.SH,X600516.SH,X002409.SZ,X600808.SH,X601699.SH,X600352.SH,X000983.SZ,X600489.SH,X600549.SH,X600160.SH,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.265149414144508,0,0,0,0,0.0537026808099243,0,0.0166452137923518,-0.00759433539396915,0,0,0,0.0607486081781293,0,0,0,0,0,0,0,0,0,0,0,0.0222079368965908,0,0,-0.058636708420245,0,0,0,0,0,-0.0304321484869384,0,0,0,0,0,-0.0126028983704834,0,0.0383947103586775,0,0.0363578623835577,0,0,0,0,0,0,0,-0.0162335082781951,0,0,0,0,0,0
X600028.SH,0.387626493408673,0,0,0,-0.030504822069109,0,0.00614999705423905,0,-0.0254394930195449,0,0,0.0359217742138768,0,0,0,0.0199284122303183,0,0,0,0,0,0,0.0677778920559885,0,0,0.0243654256335905,0,0,0,0,0,0,0,0.0363037116297921,0,0,0,0,0,0,-0.0210411874857371,0,0,0,0.0218921672312781,0,0,0,0,0,0,-0.00545748517159128,0.0320183219362384,0,0,0,-0.0480183292658524,0,0
X601088.SH,0,0,0,0,-0.083505090594254,0,0,0,0,0,0,0,0,0.127814493167284,0,0,0.110451283760816,0.149716055295526,0,0,0,0,0,0,0.00999552983694607,0,0,0.131677014719779,0,0,0,0,-0.0416219094368179,0,0,0,0,0,0,0,0,0,0,0,0.0324145032347963,0,0,-0.0606629347876059,0,0.0256800800733951,0,-0.0106890081622398,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.159055563090347,0,0.121919139487131,0.0421031749221377,0,0,0,-0.000835710801917356,0,0,0,0,0.250572443011834,0,0,0,0,0,0.00929414682462559,0,0,0,0,-0.0149091103031294,0,-0.12839586113675,0,-0.00707219745924983,0,0,0,0.0896157200769619,0,0,0,-0.0663973500502301,0,0,0,0,0,0,-0.00163126353431656,-0.0126083889375243,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.063482219477218,0.117780064048594,0,0,0,0,0.141414735053648,0,0,0,0,0,0,0,0,0,0,0.0947577064676277,0,0.133112035276948,0,0,0,0,0,0.0895513148112286,0,0,0.0430890717440231,0,0,0,0.208127988337605,0,0,0,0,0,0.502915522942555,0,0,-0.140380205022363,0,0,-0.0717611756890106,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0841879331239725,0.122782890592633,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0668658248933314,0.0171985869209519,0,0,0,0,0,0,0,0,0,0,-0.353513403844162,0.1235730966224,0,0,0,0,0,0,-0.115243302704458,0,0,0,0,0,0,0,0,-0.115267901521547,0,0.128251952097413,0,0,0,0,0,0,0.0077173455826453,0.0988391623027576,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0172425726847485,0,0,0.0956872391674006,0,0,0,0,0,0,0,0,0,0,0.0753433621714162,0,0,0.0810114878062251,0,0.222805479602745,0,0,0,0,0,0,-0.0482898745628361,-0.0295657919276095,0,0,0,0,-0.0469282056455838,0,0,0,0,0,0,0,0,0,0,-0.00490065523597824,0.0197713620164342,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.00499830459198308,0,0.107552769127015,0,0,0,0,0,0,0,-0.0128595168381782,0,0,0,0,0,0,-0.0318575207279163,-0.00453912056090747,0,0,0,0,0,0,0,0,0.33141576388545,0,0,0,0,-0.0624608446193945,0.228995489018537,0,0,0,0,0,0,0,0,0,-0.0373942587357414,0,0,0,0,-0.102368074649852,0,0
X002466.SZ,0,0,0,0,0.1220491601868,0,0,0,0,0.314077936374546,0.0885024974069883,0,0,0.109871410882021,0,-0.159348477841672,0,-0.127575942025227,0.380564486611747,0,0,0,0.0433800189281415,0,0,0,0.25762493501095,0,0,0,0,0,0.0806178145426257,0,0.141080494637011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268076598550202,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0406095537731172,0,0,0,0.109669186801539,0,0.174477709731186,0,0,0,0,-0.0575558712727838,0,-0.0293473962582044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148721026150939,0,0.220029153542998,0,0,0,0.00209784958504136,0,0,0,0,0,0.414248618451542,0.0443563794105484,0,0,0,0.036299330954545,0.120705953594998,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0510082053167135,0.261121810118106,0,0.300327463821968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00942004735256611,0,0,0,0,0,0,-0.0410740854087173,0.156984220619159,0,0.0107355006961984,0,0,0,0,8.67361737988404e-19,0,0.0548860209929141,0,0.162219686830874,0,0,0,0,0,-0.0160592990763077,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.239929045664135,0,0,0,0,0,0.036895059116796,-0.249687561583867,0,0,0,0,0,0.493751833975259,0,0,0,-0.0275159963731967,0,0,0,0.200206117790415,0,0,0.435480853648131,0.120218935866446,0.0486414106281088,0,0.0153547129508064,0,0,0,0,-0.23177444463787,0,0.28334372532503,0,0,0.512655515965104,0,0,0,0.170613635215244,-0.0997959197429922,0,0,0,0,0,0
X002271.SZ,0,0,0,0.267601311471868,0,-0.0103082014510487,0,0,0,0,0,0,0,0,0.115865669962713,0,0,-0.0933423443151808,0,0,0,0,0,0,0,0,0.0373654782061476,0.0499051515334577,0,0,0.169785835554821,0,0,0,0.0705402939990653,0,0.0508289072420704,0,0,0,0,0,-0.0158696814499065,0,0,0,0,0,0,0,0,0.0841933670364407,-0.128241580386935,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.106987562097704,0,0.00238489860527762,0,0,0,0,0.0418150648325362,0,0,0,0,0,0.170056714569885,0,0,0,0.0468170339915407,0,0.0521337654172992,0,0,0,0,0,0.334941586212891,0.129666148989051,0,0.0493719931974038,0,0,0,0,0.0981578889671627,0.00865043808844958,0,0,0,0,0,0,0.10714450287276,0,0,-0.0456503479341764,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0884583587253312,0,0,0,0,0,0,0,0.176193844659916,0,0,0.100970382442507,-0.0179725218745436,-0.0347489336545452,0,0,0,0,0,0,0,0.0787260961157678,0.0149924265292421,0,0,0,0,0,0,0,0,0,-0.0762247967321878,0.160710438437542,0,0,0,0,0,0,0,0,0.131237115728794,0,0,0,0,-0.00961805867401177,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.231765635739857,0.0642356934559252,-0.0819304170916306,0,0,0,3.46944695195361e-18,0.149422678193209,0,0,0,0,0,0,0,0.0334333647367646,0.171414268585131,0,0.0591241237592221,0,0.0118928804289707,0,0,0,0,0,0,0.111287191435059,0,0,0.0546687274629221,0,0.173782265573172,0,0,0,0,0,0,0,0,0,0,0,0.0227806444200869,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00512928099248349,0,-0.058753070872792,0,0,0.0425220984767451,0,0,0,0.0880297882426456,0,-0.0758039173879744,0,0,0,0,0,0,0,0,0,0,0.0955250267141877,0,0,0,0,0,-0.301306322084743,0.273807392887219,0.133490724441726,0,0.204269348018173,0,0,0,0.266667032907414,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.121305115263525,0,0,0,0,0,-0.0512433578233839,0.162798824553358,0,0,0,0,0,0,0,0,-0.181825435227319,0,0,-0.0544623255816229,0.101884056921388,0,0,0,0,0,0.343608195965731,0,0,0,0.0639617677589977,0,0,0,0,0,0.266012874346135,0,0.0680520014284844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0501763286666392,0,0,0,0,0.0970916304849239,0,0,0,0,0,0,0,0.1259263701405,0,0.0257311256275404,0,0,0.0260574720370205,-0.023168569093215,0,0,0,0,0.210830630161509,0.0868235385069454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207102936894425,0,0,0,0.00844113392267302,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0255441482066584,0,-0.0633703972101479,0,-0.182309063678932,0,0,0,0,-0.0451537195662067,0,0,0,0,0.0245521874785417,0.071949766900065,0.170957865149184,0,0,0.0499540085234219,0.0212384861789431,0,0,0.20338430010688,0,0,-0.03347488962626,0,0,0.0487449841313368,0,0,-0.0170143299429058,0,0,0,0,0,0,0,0,0,0,0.0211792634737052,3.46944695195361e-18,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.222809852704219,0,0,0,0.0351081642498864,0,0.168361389048278,0,0,0,0,0,0,0,0,0,0.0443421481570584,0,0.0764945827417368,-0.0293047914337041,-0.0284217730996323,0,0,0,0,0,0,0.0421776396697025,0,-0.0606628753859772,0,0,0.0301924561999853,0.124917992412326,0,0,0,0,0,-0.0110949561696903,-0.170140797026003,0,0,0.0379714918784307,-0.0622941348135649,0,0,0,0,0,0,0
