,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600623.SH,X601992.SH,X600362.SH,X600111.SH,X600886.SH,X002466.SZ,X600157.SH,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X300072.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000983.SZ,X000060.SZ,X002470.SZ,X600176.SH,X000012.SZ,X600022.SH,X600098.SH,X600578.SH,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.302997489974987,0,0,0,0,0,0,0,0,0,0,0.027443588561295,0,0.0021995300826203,0,0,0,0,0.0172220889805985,0,0,0.0539423187458519,0,0,0,0.0126771033145966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384113964413796,0.0273853732559736,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.108128321158632,0.214880640160235,0,0,0,0,0.0233586033793434,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0685143803746766,0,0,0,0,0,0,0,0,0.00983902092655614,0,0,0,0,0,0,0.0103311877436239,0,0,0,0,0,0.000873742471794703,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0865738767184122,0.0191831930215451,0.406233544604753,0,0,0,0,0,0.0666890033625544,0.0578170222238549,0.0126186244182314,0,0,0,0,0,0,0,0,0,0.0142401948786173,0,0,0,0,0,0,0,0,0,0.0807325856084033,0,-0.00759326775918709,0,0,0,0,0,0,0,0.100654894907146,0,0,0.0243674377396241,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.226583695139418,0,0,0,0.0784452739516612,0.0827946046258991,5.42101086242752e-20,0,0,0,0,0,0,0.0850824268121102,0,0,0,0.000959286535817967,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401455107814733,0,0.0851058527573337,0,0.0329556382823836,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267341443789862,0,0,0.0638677286709916,0,0.0268414297290394,0,0,0,0,0.0474203076670324,0,0,0,0,0,0,0,0,0.0817439959861457,0.103592314646391,0,0.0590383770151821,0,0.072366543339011,0.031940088730091,0,0,8.67361737988404e-19,0.0702350526673896,0,0,0.0884846326917559,0,0.0273595342302901,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.119210625796381,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625414764374916,0,0,0,0,0,0.00124854206008594,0,0.0453378096169707,0.0459369916288506,0,0,0,0,0,0,0,0,0.0637191689199471,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.025562947561167,0,0,0,0,0,0,0,0,0.0206680512460799,0.0727576085815709,0,0,0,0,0,0,0,0,0,0,0.149303446750024,0,0,0.0240983958980413,0,0,0,0,0,0,0.216480408486358,0,0,0.0794863130397488,0,0,0,0,0,0,0.0351294344475686,0,0,0,0,-0.0207602776894402,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.180863077676387,0.139265853892836,0.0180352693258171,0,0,0,0,0,0,0,0,0,0.220694617626095,0,0,0,0,0,0,0,0,0.104514933506191,0,0,1.73472347597681e-18,0,-0.00306725634186197,0,0,0,0.240606708165302,0,0,0,0,0,0,0,0,-0.0199591521478217,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0230197454863509,0,0,0,0,0,0,0,0,0,0.00823937031772004,0,0,0,0,0,0.143208509706509,0,0,0,0,0.02165985671533,0.0499204392245491,0,0,0,0,0,0,0.195437623915135,0,0,0.123621229400958,0,0,0,0,0,0,0,0,0.111940661329478,0,0.187431816887591,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.231177487507821,-0.100985402666227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0324012121671696,0.186717999988265,0,0.0759855302540063,0,0,0,0.254602498866045,0,0,0.0753790555813809,0,0,0,0.109006439042039,0.0376418302016117,0,0,0,0
