,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X000792.SZ,X002466.SZ,X601898.SH,X600111.SH,X000708.SZ,X601600.SH,X000301.SZ,X600660.SH,X600547.SH,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X600489.SH,X000807.SZ,X000629.SZ,X600378.SH,X000408.SZ,X600096.SH,X600219.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600688.SH,X300037.SZ,X600141.SH,X600348.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.134674016358573,0,0,0,0,0,0,0,0,0.00863266190341703,0.0750709320781824,0,0,0.117078155579288,-0.0602808756393164,0,0,0,0.0797823650641528,0,0,0,0.0470863093850346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284143760829145,-0.00558413238515172,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.106130537262272,0,0,0.0764935090756548,0,0,0,0,0.0411488660741529,0,0,0,0,0,0,0,0,0,0.0524718713206507,0.0220410710696565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113195455048474,0,0,0,0,0,0.00898325089986944,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0612716264029478,0,0,0,0.0275251627632953,0,0,0.234853607010575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101592874647842,0,0,0,0,0,-0.0136960317290448,0.128666838832808,0,0,0,0,-0.0251688331000058,0,0,0,0,0,0,0,0,-0.0266979504429942,0,0,-0.0111985053882052,0,-0.0203730408551791,0.0167204452026977,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0652987325703722,0,0,0,0,0,0,0.237640111404542,0,0,0,0,0,0.112689613874099,0.203364588987296,0,0,0,0,0,0,0,0,0,0,0,0.0396008315217458,0,0,0.0397011041255334,0,0,0,0,0.430788804034663,0,0,0,0.0677379348095176,-0.160480811515322,0,0,0,0.0188387871679429,-0.0176870428093037,0,0,0,0,0,0
X600188.SH,0,0,0.371282830543288,-0.0325398146067381,0,0,0,0,0,0,0,0,0,0,0,0,-0.17314517798218,0,0,0,0,0,0,0.394485838625328,0,0.0798502490605741,0.0300441654385686,0,0.0268864116533333,0,-0.192229944125449,0,0,0,0,0.0416210967073418,0,0,0,0.0443865519235629,0,0.0977718380592165,0,0,0,0,0,0,0.17639655915485,0,0,-0.0181504408186214,-0.0127179752733073,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0152815955336828,0,-1.73472347597681e-18,0,0,-0.0410207635842314,0.462973042403253,0,0,0,0,0.00860820390551976,0,0,0,0,0,0.161463265051533,0,0,0,0,0,0,0.0819072430171448,0,0.0877043382762444,0,0,0,0,0,0,0,0,0,0.00402688600397251,0.00974996802817619,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.053514956214803,0,0,0.190211709684108,0,0,0.0654092488500545,0,0,0.0428029738572856,0,0.213759754256893,0,0,0,0,0,0.019712435684676,0,0.16399919245521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551710230603563,0,0,0,0,0,0,0,0.0351737975439652,0,-0.000216469849588916,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.606080998892416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00628648557517596,0,0,0,0,0,-0.085671978477855,-0.0282257653976955,0,0,0.0464826442975053,0,0,0.160766047729365,0,0,0.0408906987938729,0,0,0,0,0.00514139074937954,0,0,0,0,0.0101952455711378,-0.00996926022757274,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.168014951640224,0,0,0,0,0,0,0,0,0,0.0176445236124945,0,0,0,0,0,-0.0853510038700398,0.0667809635439336,0,0,0,0,-0.00230091309603057,0.162224074573908,0.582239253846728,0,0,0.195533870314797,0,0,0,-0.0848023671713305,0.129841761697821,0,0,0,-0.00627581469839272,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0134278409725977,0.0190102719613532,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0995398894209704,0,0,0,0.0444116558626608,0,0,0,0.159867334149365,0,0,0.0133583062628738,0,0.0152124767592241,0.137611772554249,0.0234570223139394,0,0,0,0,0,0,0,0.126545006280353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123254522764263,0,0,0,0,0.0106480798876226,0.0142798359989965,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.578186882344798,0,0,0,0,0.121280201408374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405159501009534,0,0,3.46944695195361e-18,-0.143456562765007,0.0745945187180156,0,0,0,0.0427456827142918,0,0.0971630749851408,0,0,0,0,0,0,0,0,0.0463860419158357,0,0,0,-0.0518388645786781,-0.0387979337582915,0.0583203451803575,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.276441320620452,0,0,0,0,0,0,0,0,0,0.113844271142469,0.0459299234208621,0,0,0,0,0,0,0,0,0,0.106690977934618,0.0806579725373139,0,0,0.0899106281788298,0.0626932206329905,0,0,0,0,0,0.0474228255849975,0,0,0,0,0.0131809111439102,0,0,0,0,0,0,0.0557682368440828,0,0.0399452961680205,0,-0.00605135776373069,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.10161857294241,0,0,0,0,0.0456362424880271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151969836350395,0,0,0,0,0,0,0,0,0.0611342689469105,0,0.0814333459384921,0,0,0,0.0812083212430085,0,0,0.0500809254652825,0,0,0.407550888556236,0,-0.0163597297758708,-0.00161704610385309,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00467089058527552,0,0,0,0,0.0791006172376406,0,0.0638473036571878,0,0,0.0479732566823087,0.0330759450299438,0,0,0,0.0424077966738074,0,0,0,0,0,0,0,0,0,0,0,0.0299110052093616,0,0,0,0,0,0.135831424032997,0.0112799404057761,0.0443750937623786,0,0.0175620359410876,-0.00850964304368038,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0722043695316712,0.00715658993274984,0,0,0.0375146580626416,0.087777388267024,0,0,0,0,0,0,0,0.0412407081428339,0,0.121106517387169,0,0,0.432022560004942,0,0,0,0,0.0220080074202248,0,0,0,0.0120235879772509,0,-3.46944695195361e-18,0.138369213393551,-0.0620312733843296,0,0.0534858868126001,0,0.0762257832945799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.034970919897453,0,0,0,0,0.14392608775486,0,0,0,0,0,0,0,0,-0.0416691584741157,0,0,0,0,0.126359706351585,0.0370415741484489,0,0,0,0,0,0,0,0,-0.0535228716862297,0,0,0.209594021911059,0,3.46944695195361e-18,0,0.432782870903028,0,0,0,0,0,0,0.246206075203613,0,0.323920155343757,-0.0168716561605026,-0.344352884173791,0.0538580917588294,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.04500589958381,0,0,0,0,0.0601932240584529,0.0175772543857128,0,0,0,0.0875224947383738,0,0,0,0,0,0,0,0,0,0,0.0828506193797441,0,0,0,0.0232869027078359,0,0,0,0,0,0,0,0.0731244229838843,0,0,0,0,0,0,0,0.0658286763093231,0,0.0228618672640196,0.0531014408674528,0.154106774962944,0,0,-0.0104474021959717,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.00156643103675429,0,0.113448556354619,0,0,0,0,0.116526404097569,0,0.30838177921487,0,0,0.0924342769761895,0,0,0,0,-0.0652845033122752,0,-0.00507301625247396,0,0,0,0,0,0.672062937544683,0,0,-0.0103666428656877,0,0,0,0,0,0,0,0,0,0,0.0443587812913549,0,0,0,0.00222346892825121,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.09476832587832,0,0,0.0174890877952258,0,0,0,0.0425435608656886,0,0.115105093901463,0,0,0,0,0,0,-0.0676848761461933,0.0044954517669994,0.0374093556132631,0,0,0,0,0,0,0,0,0,0,0,0.0403907316466312,0,0,0,0,0.0382355906495032,0.0525030976647172,0.0738049792703901,-0.0318161824880758,-0.0430554482699153,0.0317291148912991,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.086829563299964,0,0,0,0.0932718613264885,0,0.0426154578640784,0,0,0,0,0,0,0,0,0,0.0707556848769259,0,0,0,0.008141826766398,0.186025971474773,0,0,0,0,0.435857462124148,0,0,0,0,-0.110612585398035,0,0,0,0,0.0843466960947219,0,0.167198662013061,0,0,-0.0487340564120879,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
