,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600188.SH,X600886.SH,X600027.SH,X000883.SZ,X600583.SH,X600021.SH,X000027.SZ,X600352.SH,X601158.SH,X601992.SH,X000539.SZ,X600309.SH,X000709.SZ,X000060.SZ,X000898.SZ,X000825.SZ,X600808.SH,X000629.SZ,X600098.SH,X000792.SZ,X600489.SH,X600307.SH,X600547.SH,X600008.SH,X600660.SH,X002075.SZ,X002470.SZ,X002353.SZ,X600863.SH,X600578.SH,X000831.SZ,X600549.SH,X600219.SH,X601699.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.696823778767894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870191381628863,0,0.0114032074106304,0,0.00591863025430903,0,0,0.141636550022531,0,0.011820782214771,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0286855710367501,0,0,0,0,0,0.00498406339138444,0,0,0,0,0,0,0
X600028.SH,0.637805393665315,0,0,0,0,0.0722854877405191,0.0182924315228564,0,0,0.0235338468219831,0,0.0891351715949396,0,0,0,0,0,0,0,0,0,0,0,0.0337580482584483,0,0,0,0,0,4.33680868994202e-19,0.0246123593080065,0,0,0,0,0,0,0,7.30488324891805e-05,0,0.0154549342268864,0,0,0,0,0,0,0,0,0,0,-0.00600583580209393,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.296515478324856,0,0,0,0,0,0,0,0,0,0,0,0,0.100270508266967,0,0,0,0,0,0,0,0,0.18128148784092,0,0,0,0,0,0,0,0,0,0,0,0.0275698514910429,0,0,0,0,0,0.0214446679584101,0,0.0597523148935704,0,0,-0.00302031421964454,0.00060846791835992,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0663821918411987,0,0,0,0.030453508873057,0,0,0,0,0,0,0,0,0.21116923916279,0,0,0,0,0,0.105222769144092,0.0438158176778909,0,0,0.0759798666542564,0,0,0,0,0,0,0,0,-0.0532077999377217,0,0,0,0.089041461452221,0.209260166873299,0,0,0,0,0,0.019131300219915,0.020416039364464,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0153510645382461,0.0718755547653465,0,0,0,0.0508642533820442,0,0,0,0,0,0.138490998993482,0.0623912011368306,0,0,0.0460010789267798,0,0,0,0,0.139572203235707,0,0,0,0,0.062764342471358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199198422281589,0,0,0,0,0,0,-0.0013565513637232,0.00338354182381262,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0805932005411824,0,0,0.0630656214675505,0,0,0,0,0,0,0.159649712568838,0,0,0.0158997460114457,0,0,0,0,0,0,0,0.205912431434614,0.0629899465742631,0.175560352893277,0,0.0564968504286266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408091303608276,0,0,0,0,-2.16840434497101e-19,-0.00130218427200529,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.211283139158567,0,0,0,0,0.306537575420463,0,0.061166130308542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10119565477939,0,0.0257706322266185,0,0,0,0,0,0,0.010092477794648,0,0,0,0,0,0,0,0,0,0,0,0,0.0375030103769703,0.0738023503773877,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.00989333992338105,-0.00181334566302172,0,0,0,0,0.271615405814644,0,0,0,0,0,-0.0291863997778594,0,1.73472347597681e-18,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0509449579784079,0,0,0,0,0,0,0.0899242408933525,0,0,0,0,0,0,0.13435258438243,0,0,0,0,0.00451137271003742,0,0,0,0,0,0
X600795.SH,0,0,0,0.0970932093776363,0,0,0,0,0,0.101023489233703,0.141798852127716,0.00923694083745636,0,0,0,0,0.144935668187782,0.0381546118320293,0,0.022967184862207,0.0907368834161842,0,0,0,-0.0247170365813463,0,0,0,0,0,0,0,0,0.0315376412717803,0,0,0,0,0,0,0,0,0,0.292316650919421,0,0,0,0,0,0,0,0,0.0125078261045543,0,0,0,0,0,0
X601600.SH,0.00608911055919935,0,0.46221498019159,6.93889390390723e-18,0,0,0,0,0.0422996867727603,0,0.0634077662979218,0.00326635053880722,0,0,0,0,0,0,0,0,0.0589079657776806,0,0,0,0,0,0,0,0,0,0,0.257492777344257,0,0,0,0,0,0,0,0,-0.0428571095325807,-0.204778233338512,0,0,0,0.220087603182989,0,0,0,0,0,-0.00899967778435064,0.00829703984100572,0,0,0,0,0,0
X601991.SH,0,0,0.125315810884251,0,0.275797061184243,0,0.304575791273351,0.0558479210485664,0,0,0,0,0,0,0,0,0.0110585732364324,0,0,0.0693109745827557,0.0989507940061043,0.0614739037005171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133598636851731,0.0382112419333633,0,0,0.0248638050447281,0,0,0,0,-0.00934211901135215,0,0,0,0,0,0
X600157.SH,0,0,0,-0.0316120521182274,0,0,0,0,0,0.025035740970132,0,0,0,0,0,0,0,0.295215781398385,0,0.193011392258305,0.0120082093075246,0.1285941638974,0,0,-0.122451349727628,0,0,0,0,0,0,0,0,0,0,0,-0.0233850238399886,0,0,0,0,0,0,0.000336243073966903,0,0.0689854280878425,0,0,0,0,-1.73472347597681e-18,0,0.0204719720879936,0,0,0,0,0,0
X600688.SH,0,0.367516257699312,0,0,0,0,0.13072135325931,0,0,0,0,0.0921452476994293,0,0,0,0,0,0,-0.123824957912015,0,-0.0690639851144978,0,0,0.097022965312927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17379989419982,0.158952562153012,0,0,0,0,0,0,0,0,0.0119052865206116,0,0,0,-0.0059820744718195,0.00230931502179755,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0436327691468623,0,0,0,0,0,0,0,0,0.155326297700241,0,0,0,0,0.0374368029213901,0,0,0,0,0,0,0,0.0777058743130902,1.73472347597681e-18,0.108930621985215,0.110971292380043,0.0193736532304279,0,0,0,0,0,0,0,0.0197605594519437,0,0,0,0,0,0,0,0,0,0,0.00121167074945616,0,0,0,0,0,0,0
