,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X600352.SH,X600808.SH,X600489.SH,X600219.SH,X600801.SH,X000786.SZ,X000825.SZ,X601158.SH,X300072.SZ,X000553.SZ,X600583.SH,X000883.SZ,X000792.SZ,X600339.SH,X002110.SZ,X601699.SH,X000408.SZ,X000301.SZ,X002271.SZ,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.192591824673415,0,0,0,0,-0.0352986471244855,0,0.169450297643017,0,0,0,0,0.0742137309031445,0,0,0,0,0,0,0,0,-0.10035174627378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785764232849332,0.0196918662868664,0,0,0,0.288131098112372,0,0,0,0.269448796295095,0,0,0,0,-0.0153644363669316,0.0673154417392295,0,0,0,0,0,0
X600028.SH,0.363184998210483,0,0,0.106710167904031,0.0667135556191184,0.0165856377472958,-0.0378781148056163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111930502653823,0,0,0.161675471491462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207570783061322,0,0,0,0,0.166243559818108,0,0,-0.016545216149161,-0.0166315409081378,0.156542385737606,0,0,0,0,0,0
X601088.SH,0.354048503873446,0,0,0,0,-0.124093642708961,0,0,0,0,0,0,0,0,0,0,0.0406953233756395,0,0,0,0,0.0260897180433638,0,0,0,0,0,0,0.0784813597919738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187254646230729,0,0.00618937766777486,0,-0.0265435654670382,0,0,0,0,-0.0100801407072681,-0.0312589995289644,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0753079961704286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.107357624095146,0,0,0,0.43241880675252,-2.16840434497101e-19,0,0,0.00155952590488534,0,0,0,0.132847285747218,0,0,0,0,0,0,0,0.175566391196328,0,0.0160201462992072,0,0,0,0,0,0,0
X600019.SH,0,0.0780010331419283,0,0,0,0,0.0189979043130603,0,0,0,0,0,0,0,0,0,0.183373298807634,0,0,0.53476435469359,0,0,0,0,0,0,0,0,0.0182274930123898,0,0,0,0,0,0,0,0,0,0,0,0,0.00813237041633382,0,0,0,0,0,0.0940734747988597,0,0,0,-0.00120515280816726,0,0,0,0,0.0366823980521438,0.0432691148020933,0
X600011.SH,0,0.0883288818587466,0,0.0437771277289747,0,0,0.0275020260417998,0.0227461270464965,0,0,0,0,0,0,0,0,0,0,0.707786933768173,0,0,0,0,0,0,0.0246349021706977,0,0,0,0,0,-0.202534417487908,0,0,0,0.0197270792557263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168451092144872,0.0571141260211067,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287455696382571,0,0.124639609469614,0,0,0,0,0,0,-0.227657110852109,-0.271209301099159,0,-0.0566853467934398,0,0,0,0,0,0,0,0,0,0.282161966694609,0,0.0965562994809194,0,0,0,0.0336544720481813,-0.493686621205629,-0.102384208011127,0.239813097450251,0,0.197876400377479,0,-0.224488750215055,0,0
X600010.SH,0.0858867003526896,0,0,0,0,0.00919129947481855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228041489901699,0,0,0.0852028372975319,0,0,0,0,0.105789050732035,0,0,0,0.151928526967462,0.0718963835909883,0,4.33680868994202e-19,0,-0.0603757589762572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268326881388098,0,0,0,0,0,0
X601898.SH,0.0756916182202876,0,0,0,0,0,0,0.0631497488483438,0,0,0.225544480596584,0,0,0,0,0,0,0,0,0,0,0.0758585507927809,0,-0.0427972909234141,0,0,0,-0.0359224102456018,0,0,0,0.17705836017289,0,0,0,0,0,0,0,0,0,0,0.0565659638706484,0.107721572087423,0.275740103700613,0,0.0967048342940045,-0.084750009414865,0,0,0,-0.00950520960816407,0,0,0,0,0,0,0
X600547.SH,0,0,0.0297103399442095,0,0,-0.0278261129432824,0.0577635537185065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-2.16840434497101e-19,0.0355481970481835,0,0,0,0,0,0.458170674902211,0,0,0,0.261197525031864,0,0,0,0,0,0,0,0,0,0,0,0.00707659509612898,0,0,0,0.0182578701614915,8.67361737988404e-19,0,0.0135421010598803,0,0,0,0
