,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600886.SH,X600795.SH,X600585.SH,X601600.SH,X600688.SH,X601991.SH,X000709.SZ,X600027.SH,X600157.SH,X600583.SH,X600362.SH,X002075.SZ,X600111.SH,X600188.SH,X601992.SH,X000539.SZ,X000027.SZ,X601158.SH,X600021.SH,X600309.SH,X002353.SZ,X000898.SZ,X000883.SZ,X600352.SH,X601918.SH,X002470.SZ,X000878.SZ,X600863.SH,X600307.SH,X600808.SH,X000629.SZ,X600660.SH,X000792.SZ,X600098.SH,X000060.SZ,X600578.SH,X000825.SZ,X600489.SH,X600022.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.877409296823642,0,0,0,0,0,0,0,0,0,-0.123050984830638,0,0.0643675395568007,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474965813524763,0,0,0,0,0,0,0,0,0,0,0,-0.0195339418005724,0,-0.0159932295651391,0,0,0,-0.101471069991681,0,0
X600028.SH,0.458842523187604,0,0,0,0,0.155833159627378,0,0,0,0,0,0,0,0,0,0,0.0828455780889256,0,0,0,0,0,0,0,0.0730206726787301,0,1.38777878078145e-17,0,0,0,0,0.0568211795104618,0,0,0.0337075218259728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147626581305969,0.0147427549509652,0.0186580977692722,0,0,0,0,0
X601088.SH,0,0.270370525611048,0,0.0470662931797152,0,0,0.118929470905223,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0442340736220073,0,0,0,0.0616653963091609,0,0,0.000857991086629711,0,0,0.058126069952051,0,0,0,0,0,0.00518083613465422,0,0,0,0,0,0,0.0627657958914268,0,0,0,0,0,0,0,0,-0.0039071877283017,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.20079956575561,0,0,0,0.0959260550034493,0,0.134392125599345,0,0.0229169241540343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400381737786901,0,0,0.0237362892917082,0,0,0,0,0.081531627177695,0,0,0,0,0,0.251046219865551,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119904852800022,0,0.0310787009160597,0.121019570325045,0,0,0,0,0.109529236972492,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.249315599888392,0,0,0,0,0.000793043797055828,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X600019.SH,0,0.060825032984678,0.160234284602492,0.177670724407735,0,0,0,0,0,0,0,0,0,0,0.012396132220758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198773409730596,0,0,0,0,0,0.157387408264796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.169641804027375,0.0394411620499353,0,0,0,0,0.134300868989834,0,0,0,0.0903626083382122,0,0,0,0,0,0,0,0,0,0.140808523974817,0.1638747039834,0,0,0.0158593642937538,0,0,0,0,0,0,0.281679559316217,0.0993923940133425,0,0,0,0,0,0.0042067804300723,0.0470298579479238,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.195289386900115,0,0,0,0,0,0,0,0.160978015615087,0,0,0,0,-1.73472347597681e-18,0,0,0.0544213152312318,0.0156305820318321,0,0,0.102335015692403,0,0,-6.93889390390723e-18,-0.0924319379878129,0,0,0.0779910013030922,0,0,0,0,0,0,0,0,0.0560241004869479,0,0,0,0,0,0,0.00636404144863492,-0.0404197601868296,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.00811304504138899,0.0535014170277558,0,0,0.090741109983845,0.00556648366233213,0,0,0.0859123348274766,0,0.0476588880945866,0,0,0,0,0,0,0,0,0.165722247894631,0,0,0,0,0,0,0,0,0.231661947733171,0,0,0.0424813067442271,0,0,0,0,0.121665787443441,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0478399445693669,0,0.10941425817551,0.070746837355917,0,0.0549308698417121,0,0,0,0,0.145081541208825,0,0,0,0,0,0,0,0,0.00215333379974191,0,0,0,0.0379149030976544,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.000136565251390115,0,0,0.289778326296098,0,0,0.0149979690232111,0,0,0,0,0,0,-0.00677650836970428,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.197711370680411,0,0.177427939791367,0,0,0.245957102985291,0,0,0,0,0,0,0,0.283766605070777,0,0.0183704987292807,0,0,0,0,0,0,0,-0.0958601177464067,0,0,0,0,0.0962788689417683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000625945786640726,-0.049998689366648,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263670789174944,0,0.311170409939008,0,-0.106388184531586,0,0,0,0,0,0,0,0,0,0,-0.00745747033483898,0,0.424973415780564,0,0,0,0,0,0,0,-0.0600609301910251,-0.0483981333804085,0,0,0,0,0,0,0,-0.0071429845285229,-0.0227352490638245,0,0.00559294781705297,0,0,0,0
X601991.SH,0,0,0,0.0148042787154909,0,0,0.196791360783438,0,0,0,0,0,0,0,0.0759642484789354,0,0,0,0,0,0,0,0,0,0,0.0593890534433102,0,0,0.114059446075312,0,0,0.0668285987174862,0,0,0,0,0.0355811173581996,0,0,0,0,0,0.180866527867379,0,0,0,0,0,0.0004646751222234,0,0,0,0,0,0,0
X000709.SZ,0.364703108956683,0,0,0,0,0.0679778346872887,0,4.33680868994202e-19,0,0,0,-0.0884530208890719,0,0,0.296312742034444,0.23715463649987,0,0,0.00186596725533734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954135013066896,0,0,0,-0.148235351234214,0,0,0,0.00625833629424607,-0.0175359229218035,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0126332886186195,0,0,0,0,0.0450414576648136,0.138384321179962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115251641150485,0,0.0685274983925945,0,0,0.271827193949308,0,0,0,0,0,0,0,0.109119309579562,0,0,0,0,0,2.16840434497101e-19,-0.00401160921546243,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.00538690750393843,0,0,0,0,0,0.0944450834826626,0,0,0,0,0.095095040015046,0,0,0,0,0,0,0.134491591383943,0,0,0,0,0,0.18355380127449,0.0152117457605522,0,0,0.0587268323034921,0,0,0,0,0,0.0694097233100139,0,0,0,0.0626341231946219,0,0,-0.0181035882137199,-0.0361805057213318,0.126641682235777,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.230324674419956,0,0,0,0.271139363911056,0.0786913951768906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227298088963374,0,0,0,0,0,0,0.18213239934573,0,0,0,0,0,0,-0.00745908136212713,-0.0180505609627397,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.115403239782176,0,0,0,0.0113888026800247,0,0,0,0,0,0,0,0,0.0864391042110596,0,0,0,0,0,0,0,0,0,0.0263243244061112,0.118514991412692,0.0330110918953011,0,0,0,0.109695752401004,0.26452894099821,0.0634063935840693,0,0,0,0,0,0,0.169645879095082,0.0602265395433967,0,0,-0.0150505335435785,-0.00830085433823294,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,-0.140591117202469,0,0,-0.289216017887267,0,0,0,0,0,0,0,0,0,0.0498971242647858,0,0,-0.431922331219652,0.33731288234434,0,0,0,0.0747370221046047,0.171040750190996,0.197270371585846,0.186578364281941,0,0,-0.0992406316459197,0,0,0,0,0,0,0,0,0,0,0,0,0.00734607915279107,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0418327318263177,0,0.267184128554343,0,0,0,0.11806408606731,0,0,0,0,0,0.0129059404291841,0,0,0,0,0,0,0.0561002851436899,0,1.73472347597681e-18,0,0,0,0.0854316212860788,0,0,0,0,0.00981963864738527,0,0,0,0,0,0,0.0275434498723372,0,0,0,0.0249655000602321,0.0381276573321295,0,-0.0140050512851874,-0.0070639163191738,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.383837567508843,0,0,0,0,0,0,0,0,0,0,0.0743699475156059,0,0.322463874430968,0,0,0,0.00669941199209116,-6.93889390390723e-18,0,0,0,0,0.00901442518387132,0.100664110076138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00884707888980511,-0.00808219879515677,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0548963547327123,0.00930880095928232,0,0,0.059683741534471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125114373604919,0,0,0.0843864639788627,0,0,0,0,0.184413164041928,0,0,0,0,0,0.132350376384753,0.068920230352883,0.0942386137954184,0,0.156140786049008,0,0.000964646677211358,-0.0228015999141885,0,0,0,0,0,0
X000539.SZ,0.408524100834235,0,0,0,0,0,0,0,-0.18911256481705,0,0,0.0715715090358827,0,0,0,0,0,0,0.0261823422136561,0,0,0,0,0.255237686231809,0,0,0,0,0,0,0.000659796584166189,0,-0.0584862418699937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485672784962734,0.0772854082792144,0,0,0,-0.169745658095422,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324195127873051,0.0709135669437043,0,0,0,0,0,0,0,0,0,0,0.0307760557293805,0,0,0,0,0,0.183018847489791,0,0,0.193891331631252,0.231485991821974,0,-0.0340521736460961,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142454326281482,0,0.14178249421807,0,0.0987186775862772,0,0,4.33680868994202e-19,0.0247619047051196,0.0291125629479244,5.42101086242752e-20,0,0,0,0,0.0206712943558608,0.0846495928111592,0,0,0,0,0,0,0.11631414165006,0,0,0,-0.00570207221400377,0.00207709569915312,0,0,0,0,0,0
X600021.SH,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0123176640644405,0,0,0,0,0.079706556603846,0,0,0.016768328447264,0,0,0,0,0,0,0,0.0772498862618336,0,0,0,0,0.13717900370994,0,0,0,0,0,0.116681225847588,0,0,0.0371678455039864,0.147231819523438,0,0,-0.0377349915049144,0,0,0,0,0,0
X600309.SH,0,0,0,0.241467430517191,0,0,0.0409387725869288,0,0,0.127371172623074,0,0,0,0,0,0,0,0,0,0,0.00762596474220353,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.223725606586482,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.174841025080446,0,0,0,6.7762635780344e-21,0.0118804574998747,0,0,0,0,0,0
X002353.SZ,0,0,-0.0109667106770704,0,0.0419762725010981,0,0,0,0.00987161673815257,0,0,0,0,0.0142297297824434,0,0,0,0,0,-0.0408690931843868,0,0,0,0,0,0.0469381716215788,0,0,0,0,0,0,0,0,0,0,0.0240120851552478,0,0,0,0,-0.0159484819151856,0,0,-0.0806952570711762,0,0,0,0.0206472977626401,-0.0188846842819566,0,0,0,0.0689496486426058,0,0
X000898.SZ,0,0,0,0.0443267591058951,0,0.247770178884827,0,0,0,0,0,0.00646970574330038,0.225229394064274,0,0.100575018190449,0,0,0,0,0,0,0.227693603546681,0,0,0.0216333494125853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901612916533751,0,0,0,0,0,0
