,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X601158.SH,X002075.SZ,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000898.SZ,X600021.SH,X600352.SH,X601918.SH,X002353.SZ,X000883.SZ,X002470.SZ,X000629.SZ,X000792.SZ,X600863.SH,X600022.SH,X600307.SH,X600489.SH,X000878.SZ,X600808.SH,X600098.SH,X600660.SH,X600547.SH,X000060.SZ,X600578.SH,X000825.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.931770181468172,0,0,0,0,0,0,0,0,0,0,-0.0134546465155595,0,0.0553920296712988,0,0,0,0,0,0,0,-0.131913790055425,0,0,0,0,0,0,0.0411426820632421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263016270160006,0,0,-0.0233876378331429,0.0165081135395734,-0.0551061145660328,0,0.0311042910237425,0,0,0,0
X600028.SH,0.48434620683946,0,0.060275033374652,0,0.0320550594515633,0,0.139382769338904,0,0,0,0,0,0,0,0,0,0.0631633047435607,0,0,0,0,0,0,0.0438003734322463,0,0,0,0,0,0.0499233542469234,0,0,0,0,0.0233701263088335,0,0,0,0,0,0,0,0,0,0,0,0,0.013493837284711,0,0.0180181044324327,0.00577930155791737,0.106618665110271,0,0,0,0,0
X601088.SH,0,0.260668824210778,0,0,0.128821761981937,0.0787252378533602,0,0,0,0,0,0.11216772059766,0,0,0,0,0,0,0,0,0,0,0,0,0.0760723150606636,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0659815565416777,0,-0.0182042927242445,0,0,0,0,0,0,0,0,0,0,0,0,-0.00781511011082976,0,0,-0.00287352309524044,0,0,0,0
X600011.SH,0,0,0,0,0,0.210667605575375,0,0,0.0991076309663316,0,0,0.068283988980618,0,0.00988070659435229,0,0,0,0,0,0,0,0,0,0,0,0,0.0777693449192951,0,0,0.0439449393499029,0,0,0,0,0,0,0,0,0,0,0.0850668572956219,0,0,0,0,0.262957141738055,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0763169321600662,0,0,0,0,0,0,0,0,0.228653432325224,0.135441000605804,0,0,0.0215569783769958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159433553813512,0,0,0,0.143001394974533,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.221877766221341,0,0,0,0,0,0,0,0.307995744054591,0,0,0.292910797130634,0,0,0,0,0.0176309410472784,-0.10101690704988,0,0,0,0.0590510101237654,0,-0.0942916456846857,0,0,0,0.103801328126523,0,0,0,0,0,0,0,0,0,0.022428086118017,0,0,0,0,-0.0431903263636753,0,0,0,0,0,0
X600019.SH,0.0191635331886177,0.0389707001041034,0.190135081982613,0.0545901468113578,0,0,0,0,0,0,0,0,0.0969858038822344,0,0,0,0,0,0,0,0,0,0,0,0.0332368673673287,0,0.350702279489381,0,0,0,0,0,0,0,0.0406968001920885,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194425327581359,0,-0.0279370957369987,0,0,0,0,0,0
X600585.SH,0,0,0.110124385615695,0.131441685209282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573290324803896,0,0,0,0,0.0967468961091151,0,0,0.115896611156763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19649609278715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0156215003298981,0.0631007027882335,0,0,0,0.0174770093868251,0,0,0.259719697025859,0,0,0,0,0,0.136560827842327,0,0,0,0.133655231334064,0,0,0,0,0.113723127085265,0,0,0,0,0,0,0,0,0.0916769090674052,0,0,0,0,0,0,0,0,0,0,0,0,0.0341925507980205,-0.0916426801174415,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.130069757903574,0,0,0.170657349119352,0,0,0,0,0,0,0,0,0,0,0.0395354333552657,0,0,0.0805229235386433,0,0,0,0,0.0396351748775989,0,0.0220516609475139,0,0,0,0,0,0.108591559221276,0.0307725662521534,0,0,0,0,-8.67361737988404e-19,0,0.0375706380180037,0,0.124438280175363,0,0.00672542123748001,0,0,1.35525271560688e-20,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0558416763229184,0,0,0,0,0,0.0262191114394523,0,0.31920754118153,0.0643123352390461,0,0,0,0,0,0,0,0,0,0.102762952292857,0,0,0,0,0,-0.0449328861906614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423471198925763,-0.000201745954559752,0,0,0,0,0,0
X601991.SH,0,0,0,0.0598747542512889,0,0.184316607118896,0,0,0,0,0,0,0,0.0557677042243878,0,0,0.281235437410184,0,0,0,0.00306872686850104,0,0,0,0,0,0,0,0,0.0107410592461477,0,0,0,0,0,0.0213224250656779,0,0,0,0,0,0,0,0,0,0.145085103674799,0,0,0,-0.00853394534540627,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.174471092236324,0,0,0,-0.193109354319541,0,0,0,0,0,0,0,0,0,0,0,0.3687681039858,0,0,0,0.130269149137158,0,0,0,0,-0.084720586708084,0.343685744850259,0,-0.0140268434511052,0,-0.0965289840994845,0,0,0,0,0,0,0,0,0,0,0.0274754102803359,0,0,0,0,0.0142933897207473,-0.0203399728967002,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.180262827110066,0,0,0.213202998747887,0,0,0.177125058071257,0.0228654507151558,0,0,0,0,0,0,0,0,0,0,0.0562705619316258,0,0,0,0,0.00958960354825657,0.019616399673062,0,0,0,0,0,0,0,0,0,0,0.0324138054479546,0,0,0,0,0.0532690994778027,0,0,0,0,-0.0299155710181639,0,0,0,0,0,0
X000709.SZ,0.280543490026695,0,0,0,0,0,0,0,0,0,0,0,-0.0962523258559014,0,0,0.0956005539498259,0,0,0,0,0,0.016534411034777,0,0.0513562471480542,0,0,0.220301483541457,0,0,0,0,0,0.0375644662867021,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0652410401165587,0,-0.103764814116672,0,0,0,0,0
X600157.SH,0,0,0,0.00894129515266031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159036925686038,0,0.158049330492091,0.068050719962895,0,0,0,0,0.176389280085904,0,0.114860846392798,0,0,0,0,0.0384000217083824,0,0,0,0,0,0,0,0,0,0.00535330443025746,0.0842717237748025,0,0,0,0,-0.0708858678811714,0.0114986830660278,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.444555868889577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000924280996838833,0,-2.16840434497101e-19,0.0399641786356005,0,0,0,0,0.111030316209693,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00434629892273976,-0.023353281886149,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0646087224819734,0,0,0,0,0,0,0,0,0,0,0.0290820102865998,0,0,0,0,0,0,0,0,0,0,0,0.118370844306262,0.0405592961060744,0,0.0443118428281171,0,0,0,0,0.155374500259029,0,0,0,0.205199356202972,0,0,0.0834078062401165,0,0.11473589650766,0,0,0,0,-0.0458594751526502,0,0,0,0,0,0
