,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X000723.SZ,X600096.SH,X600803.SH,X000786.SZ,X000408.SZ,X601699.SH,X601991.SH,X600486.SH,X600801.SH,X600219.SH,X600141.SH,X600295.SH,X000807.SZ,X600985.SH,X601666.SH,X000932.SZ,X600027.SH,X002080.SZ,X000830.SZ,X000683.SZ,X600157.SH,X002353.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00893565750398677,0,0,0.0719112930565308,0,0,0,0,0,0.198144860561989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431268824742624,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.124869089175489,0,0,0.0121671534441555,0,0,0,0.0261397721854128,0.088830396138702,0,0.134419130165599,0,0,0.00485386634494859,-0.0487329045687096,0,0,0,0,0,0
X601088.SH,0.111180841621081,0,0,0,0,0.0129211384898689,0,0,0,0,0.264676802014551,0,0,0,0,-0.0675686056236604,0,0,0,0,0,0,0,0.133829182035698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151591372789527,0,0,-0.0553918610635053,0,0.0324134046997161,0,0,0,-0.0106360521101866,0.0501022116696001,-0.0447780860014201,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.00109795862192805,0,0,-0.0495277160505943,0,0,0,0,0,0,0,0,0,0,0,0,0.0189978310603174,0,0,0,0,0,0,0,0,0,0,0,0.0601559344885825,0.0795578147959544,0,0,0,0,0,0,0.101565904756566,0,0,0,0,0,-0.0305261523686729,0,0,0,0,0,0
X600309.SH,0,0.0179406101307869,0,0,0,0,0,-0.00246171520438288,0,0,0.089783305495385,0.0331325973123713,0,0,0.217536591734846,0.104334257936925,0.0538591573155402,0,0,0,-0.0282950914252902,0.168062291441833,0,0,0.154815732165694,0,-0.0961566351155588,0,0,0,0,0,0,0,0.0653076732610712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107977132254231,0,0,0,0,0,0
X600585.SH,0,0,0,0.0723761612386338,0,0,0,0,0,0,0,0,0.112366488069753,0,0,0,0,0,-0.0711662151470361,0,0.0190808093269553,0,0.182496392291326,0,0,0,0,0.039915215832996,0,0,0,0,0,0,0,0.328323346970446,0,0,0,0,0,0,0,0.017332646489419,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600188.SH,0,0.141332485539692,0,0,0,0,0,0,0,0,0,0,0,-0.00809355595349745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290637541771083,0,0,0.134916313817546,0.636054252161168,0.0323860382006891,0,0,0,0,0,0,0,0,0.134534432383736,0.0767308187775708,-0.0455649770347763,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0334138501677346,0,0,0.465023260373288,0,0,0.296658112388026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092456751167815,0,-0.0120536745582335,0,-0.0141412119160767,0,0.0439265885529912,0,-0.0185122346738505,0,0,0,0,0,0,0.0285768310290802,0.0289048784427234,0,0,0,0,0,-0.0313624438780221,0,0,-0.0487240275115772,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0490227144035069,0.402848645773502,0,0.0665211870414801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403602254753895,0,0.0501797082315096,0.0654736599557011,0,0,0,0,-1.73472347597681e-18,0,0,0.377631886741189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.024517726308448,-0.102388023230108,0,0,0,-0.0333627807527187,0.825351618733428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144296361429176,0,0,0,0,0,0.0593092906225905,0,1.73472347597681e-18,0,0,0.0350866273114116,0,0,0.0746821587077366,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.00367168720308855,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217078874625501,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978492081105787,0.00959656892325405,0.484726705503294,0,0,0,0,0,0,0,0,0.00539327113741562,-0.0456330667373729,0,0,0,0,0,0
X601898.SH,0,0.233309293894457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180074764903169,0,0,0,0,0,0.156313296002094,0,0,0,0,0,0.0579589429759013,0,0,0,0,0,0,0.0398155741130235,0,0.167602695408479,0,0,0,0,0.0684692213143224,0,0.012833989876929,0,0,0.00335979339341103,-0.0377606580362786,0,0,0,0,0,0
X600111.SH,0,-0.151370283240689,0,0,0,0,0.252513046207055,0,0,0,0,0,0,0,0.0676193611911063,0,0,0.20814865891966,0.116559934648829,0.265265848008448,0,0,0,0,0.0397396866224099,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039569742354292,0,0,0,0,0,0.0541203567730118,0,0,0,0,0,0,0,0.0184187701901795,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17704069873804,0.193025963445224,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262497160759078,0,0.339599138200654,0,0,0,0,0,0,0,0,0,0.135451114285175,0,0.0771016897199223,0,0,0,0,0,0,0,-0.0250281134877343,0.0808219790780709,0.00684541836464836,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0226229838031361,0.118265488012738,0,0,0,0,-0.27586881546294,0,0.0727490675023989,0,0,0,0,0.391419523331203,0,0,0,0,-0.180745706018194,0,0,0.021770308459311,0,0,0,0,0,0,0,0,0,0,0,0.734072990895377,0,0,0,0,-0.00904099411996616,0,0,0.0423411016227058,0.137777747408332,0,0,0,0,0,0
X000877.SZ,0,0,0,0.134508294950457,0,0,0,0,0,0,0,0,0.0987105319024382,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540824546461759,0,0.131872526888747,0,0,0,0,0.0852518788311993,0,0.0835073528411623,0,0,0,0,0,0,0.239857347316671,0,0,0,-0.00139793361390623,0,0,0,0,0.0474020970805018,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0531772444502554,0,-0.00738389621993126,0.178255717653119,0,0,0,0,0,0,0,0.00729632167085507,0,0.122245054924018,-0.115554515796603,0,0,0,0,0,0,0,0,0.0760368363706982,0.318292010998964,0,0,3.46944695195361e-18,0,0.177573390097679,0,0,-0.225378557284047,-0.037593448322486,4.33680868994202e-19,0,0,0,0,0,0,-0.0834515927899528,0,0,0,0,0.0178348209422072,-1.73472347597681e-18,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.186340576332449,0,0,0,0.0930285703132932,0.0975871990079937,0,0,0.155852309845983,0,-0.0231123265593108,0.219322159105275,0,0,0,0,0,0,0,0,0.0452494642428805,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0733788810047608,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.163338340293078,0.0238376455659402,0,0.115799600336245,0,0,0,0.0151978092735538,0.0369103525324265,0,0,0,0,0,0,0,0.0755967161297862,0,0.1179244198205,0,0,0,0,0,0,0,0,0,0,0,0,0.282765556815614,0,0,0,0.0351448040847271,0,0,0,0,-0.00993898953028771,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.44601994716105,0,0,0,0.1319927135494,0.16983701109783,0,0,-0.230964576216701,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0609834290877712,0,0,0,0.0895075911833537,0,0,0,0,0,0,0,0,0,0,-0.128496959159799,0.500394631037387,0,0,0,-0.0723544342710042,0,0,0.000150562822053012,0.0490756770644675,0,0.144319076332513,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0647117634656872,0,0,0,0,0.0611135827566283,0,0,0,0,0,0,0,0,0,0,0,0.377430058575728,0.0122513413043851,0,0,0,0,0,0,0,0.0221450256921631,0,0.0130778097851982,0,0.116291255233041,0.318888172897159,0,0,0,0,0,0,0,0,0,0,0,0.00128145456484126,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0546335841784023,0,0.022788309323424,0,0,0,0.0586581258174319,0,0,0,0,0,0,0,0.0691450367775402,0,0,0,0,0,0,0,0,0,0,0,0.101755300406557,-1.38777878078145e-17,0,0,0,0.0750980656626705,0,0,0.15110619619691,0.0469368589701977,0,0,0,0,0,0.0362280821509929,0,0,0,0,0.0413471213241678,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0552463037377623,0,0,0,0,0,0,0,0,0,0,0,0,0.13004650633654,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0366990120822189,0,0,0,0,0,0,0.111900458243657,0,0,0,0,0,0,0,0.0962387755434288,0,0,0,0,0.00429179210684618,0,0.199698717196247,-0.0300997323877155,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.064409708375298,0,0,0,0,0,0,0,0,0,0.116297680413905,0,0,0,0,0,0,0,0,0.0403663798510361,0.0456868606716729,0,0,0.0605392714344946,0,0,0,0,0,0.0534621751594593,0.110370222815608,0.0145091246951621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158193565100462,-0.0633375316652799,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00801350077574213,0,0,0,0.0229994413829212,0,0,0,0,0,0,0,0,0,0.0104521058613899,0,0,0,0,0,0,0.0823901447865886,0,0.0663089733423286,0,0,0,0,0.215010704037198,0,0,0.256804072538193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0.274984016684415,0,0,0,0.170933142029811,0,0,0,0,0.114049810121922,0,0.0237695717680713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27470503442534,0.0330932361568455,0,0.159959375839115,0,0,0,0.00886725310826367,0.0370632405991771,0,0,0,0.0937029776214081,0,0,-0.0423601202832578,0.0422249445546494,0,0,0,0,0,0
