,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X601699.SH,X000708.SZ,X002460.SZ,X600010.SH,X000301.SZ,X600027.SH,X600362.SH,X000983.SZ,X600111.SH,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X000786.SZ,X601991.SH,X600985.SH,X600160.SH,X002271.SZ,X000630.SZ,X000408.SZ,X000932.SZ,X000933.SZ,X600176.SH,X000807.SZ,X600348.SH,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X300037.SZ,X600157.SH,X000027.SZ,X600096.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.221001805779415,0,0.170528165767388,0,0,0,0,0,0,-0.00610323770006628,0.175852810858055,0,0,-0.316643142081156,0,0,0.18598368023085,-0.0455878374295081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586904581124446,0,0.217440230366048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480916729126277,0,0.293059834883129,0,0,0,0
X601088.SH,0.0941955620206771,0,0,0,0.354619167032737,0.0658492294083637,0,0.0307549326314183,0,0,0,0,0,0,0,0,0.036019488528748,0,0,0,0,0,0,0,0,-0.272013883407429,0,0,-0.114877914141897,0,0,0,0,0,0,0,0,0.157441863314302,-0.0352181544362547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,1.73472347597681e-18,0,0,0,0,0.0761471491143857,0,0,0,0.0137095172092843,-0.0735072917097493,0,0.120678831664532,0,0,0,-0.037727641053941,0,0,0,0.0476910012725203,0,0,0,0,0,-0.199920863305032,0.128115425003509,0,0,0,0,0,0,0,-0.0324925926355526,0.390569894506375,0,0,0,0,0,0.134770016614638,0,0,0,0,0,0,0,0,-0.0109623942368765,0,0,0,0,-0.0261359683284167,0,0
X600309.SH,0.258728084170821,0,0,0,0.134587108052938,0,0,0,0,0,0,0,0,0,0,0.0405374519636065,0,0,0,0.0243823488930193,0.0649629152864646,0,0,0,0,0,0.396538994643725,0,0,0,0,0,0.176225688574971,0,0,0,0,0,0,0,0,0,0.0654517595168127,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0108996985016586,0,-8.67361737988404e-19,0,0,0.193288829141782,0,0
X600188.SH,0,0.113073801214948,0,0,0,0.0763847540204412,0,0,0,0,0,0,0.126333700223029,0,0,0,0.177316958062731,0,0,0,0,0,0.1150143581362,0.203456156192677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171484412285909,0,0,0,0,0,0,0,0,0,0,0.0131072498676367,-0.0207357328827271,0,0,0,0,0,0
X601898.SH,0,0.0124645064891119,0,0,0.421390100889683,0,0,0.0215224839383021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0982727652185986,0,0,0,0.0628809942493829,0,0,0,0,0,0,0.214360894721391,0.0727644605392913,0,0,0,0,0,0,0,0,0.0776274827588961,0.00786138401470305,-0.0294218811180283,0.110810147485199,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0101250590455098,0,0.0456231001903294,0,0.0448710404799795,0,0,0,0,0.0576628871864058,0,0.0653128918301115,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.158006746170913,0,0,0.319526279853293,0,0,0,0,0,0.129539621164316,0,0,0.00566961142376592,0,0,0,0,0,0.00499215808435575,0,0,0,0,0,0,0
X600011.SH,0.249987174135912,0,0,0,0,0.0588399306592672,0,0,0,0.0741338991270609,0,0,0,0.0415663215034801,0,0,0,0,0,0,0,0.300700100882507,0,0,0,-0.0861048853814175,0,0,0,0,0.153719006055872,0,0,0,-0.0231348953125907,0,0,0,-0.0424758784497367,0,0,0,0,0,0,0,0,0,0,0,0.0198193731674333,0,-0.00434760139843272,0,0,0,0,0,0
X600585.SH,0.141697520247771,0,0,0.0922911347660191,0,0,0,0,0,0,0,0.0525203906855691,0,0,0,0,0,0,0.122800369016487,0,0,0,0,0,0,0.0303411887144618,0,0.040562811554426,-0.113274149778178,0.0209534308695302,-0.0433881843198371,0,0,0.0387802856996247,0.0526874511748114,0,0,0.049355193221164,0.0755294824315907,0,0,0,0,0,0,0,0,0,0,0,0,0.0114353009468852,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.147063505765254,0,0,0,0,0,0,0,0.182442346717243,0,0,0.0611676871622934,0,0,-0.032431328089618,0,0,0,0,0,0,0,0,0,-0.0316044586414116,0,0.0365276531466239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784009875380189,0,0,0,0,0.104634824142851,0,0.00455001358368403,0,0,0,0,0,0
