,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X601991.SH,X600362.SH,X600352.SH,X600795.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600516.SH,X002466.SZ,X600489.SH,X002271.SZ,X002460.SZ,X000786.SZ,X000898.SZ,X600176.SH,X600299.SH,X600426.SH,X601158.SH,X000883.SZ,X000709.SZ,X600612.SH,X000629.SZ,X002353.SZ,X600219.SH,X600583.SH,X600315.SH,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X600985.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0140049991855821,0,0,0,0,0,0,0,0,0,0,0.00756041586627337,0,0.0662964026080162,0,0,0.0556242861871227,0,0,0.050338704251405,0,0,0,0.00278404348212783,0,0,0,0.0958995025558727,0.0330747285670672,0,0,0,0,0,0.0695721927230401,0,0.0364919078735107,-0.0287286665705391,0,0,0.0195453934327209,0,0,0,0,-0.00812943532666448,0,0,0,0,0.012040442418777,0,0
X600028.SH,0,0,0.00616457093198309,0,0.0556788516288049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00824658599624772,0.0907851802104611,0,0,0,0,0,0,0,0,0,0,0.0101261854143414,0.0224121750654755,0,0,0,0,0,0.0475866969920406,0,0,-0.0152645283412399,0,0,0,0,0,0,0,-0.00181973295091129,0,0,0.253393401886365,0,0,0,0
X601088.SH,0,0,0,0.407257349865541,0,0,0,0,0,0,0,0,0,0.0583484079946359,0.0312252453536407,0,0,0.0239527001339268,0,0,0,0,0.0238015167659122,0,0,0.0279994768840742,0,-0.0347467537191508,0.0439143780186421,0,0,0,0,0.016184289290457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00139477407387443,0,0,0,0,-0.00151426587560924,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0480803710447038,0,0,0,0,0,0.0850903703132389,0.0632821277772783,0,0,0.481223350552783,-0.0806836455626568,-0.0830756675146915,0,0,0,0,0,0.0980382294748326,-0.00177909014976536,0,0,0,0.155729232892675,0,0,0,0,0,0,-0.027527785046691,0,0,0,0,0,0,0,0.00797516769817442,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0354990383761206,0,0.0440652531338777,0,0,0,0,0.0691510080144887,0,0,0,0.0565895330571913,0,0,0.0686285406055966,0,0.0368636064252571,0,0,0.111885423711609,0,-0.0745149145363947,0,0.0872129979891024,0,0,0,0,0.0916662524766628,0,0,0,0,0,-0.042439487999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600225907564312,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0812414330596798,0,0,0,0,0,0.0309049814780479,0,0,0,0.186525286296385,0,0,0,0,0.0600811934583805,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154391786386941,0,0,0,0,0,0,0,-0.0229257735734905,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.217809195897262,0,0,0,0,-1.0842021724855e-19,0,0,-0.140521684843846,0.0697211262685788,0,0,0,0,0,0.553313739869828,0,0,0,0,0,-0.0158947200013918,0,0,0,0,0.224479377644966,0,0,0,0,-0.276306909026803,0,0,0,0,0,0,0,0,-0.0357219400119418,0,0,0,0.0399753209819394,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.00231255476510343,0,0,0,0,0,0,0,0,0,0,0.172273428838077,0,0,0.375069149327085,0,0,0,0,2.16840434497101e-19,0,0,0,0.101010842328399,0,0,0,0,0,0,0,0.235124286380313,0,0,0,0,0,0,0,-0.0842198617631198,0,0,0,0,0,0,0,-0.00321374633475019,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0345217252360867,-0.0352728338870954,0.00110157606129691,0.11229752922157,0,0,0.0327828209188006,0,0,0,0.0483946928047467,0,0,0,0.0345947674727177,0,0,0,0,0,0,0,0,0,0,0.0513000642600924,0.0253192051869888,0,0.0572365471147242,0.217931751421527,0,0,0.00874732529912043,0,0,0,0,-0.019284137182934,0,0
X601898.SH,0,0,0,0,0,0,-0.018683971683557,0,0,0,0,0,0,0.199722879308742,0,0,0,0,0,0,0,0,0.0402597045008412,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.111934129583026,0.0174927869063602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363816687647439,0.0259659722509743,0,0,0.0184298609629832,0,0,0,0,0.00732692015213349,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530576764895006,0,0,0.0705137526368118,0,0,0,0.0627434894058422,0.0897056043682359,0,0,-0.250140324122817,0.157145398651028,0,0,0,0.0115123998937703,0,0,0,0.0955041516940882,0,0,0,0,0,0,0,0,0.0749580192369662,0,0,0,0,0,0,0,0,-0.0250775544923426,0,0,0,0.0844154944541435,0,0
X601600.SH,0,0,0,0,0,0,0.0462398847764957,0,0,0,0,0,0,0,0,0,0.00408975234663042,0,0,0,0,0.0279290152999859,0.1802014768506,0,0,0,0,0,0.016905648932223,0.132578018128733,0,0,0,0,0.0178290094263722,0,0,0,0,0.023624584043816,0,0,0,0,0.071278226298695,0,0,0,0.0744898337792943,0,0,0,0.0277926614588217,0,0,0,0,0,0
X600660.SH,0,0,0.0513280230732164,0,0,0,0,-0.0730114963629641,0.0783565059056491,0,0.0407401014323149,0.120404006361049,0,0,0,0,0,-0.0622189261072392,0,0,0,0,0.0497069766950765,0,0,0,0,0,0.090721237947865,0.051969741358444,0,0,0,0,0.0430336336323727,0,0,0,-0.0848581960087577,0,0,0,0,0.0777720226438378,0,0,0,0,0.0832182389450637,0,0,-0.0043171576896239,-4.33680868994202e-19,0,0,0,0.0260102326696388,0,0
