,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000408.SZ,X300037.SZ,X600160.SH,X000539.SZ,X600219.SH,X600995.SH,X000629.SZ,X600688.SH,X000932.SZ,X600378.SH,X002080.SZ,X600612.SH,X600157.SH,X000027.SZ,X000723.SZ,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.566522725846399,0,0,0,0.246038874149118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266402736256818,0,0,0,0,0,-0.213435345003625,0.157910824455323,0,0,0,-0.0417176888002155,0,0.139001396549805,0,0,0,0.018802505235228,0,0,0,0,0,0,0,0,0.15403349372684,0,0,0,0.168267679906533,0,0.0442992521161165,0,0.264394295120353,-0.163080829082545,0,0,0,0
X600028.SH,0.696944732280104,0,0,0,0,-0.0971426317128667,0,0,0,-0.0841574087207143,0.0747662143417484,0.13675954097943,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0182245017103123,0,0,0,0.0325220579210968,0,-0.0290796521204151,-0.0274779009089426,0,0,0,-0.0272885595762057,0,0,0,0,0,0,0,0,0,0,0,-0.0169153488117263,0,0,0,0,0,0.0136065909314011,-0.0150212675046448,0,0,0,0,0,0
X601088.SH,0.0886618993318542,0.118244991591642,0,0,0,-0.15424599807699,0,0.0539353813576783,0,0,0.381122607031049,0,0,0,0,0,0,0,0,-0.0280195118294071,0,0,0,0,-0.0646898843058503,0,0.0203711445135128,0.0104817983467385,0,0,0,0,0,0.153184405936405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0932340755519309,0.316415836420024,0.0703173578628303,-0.0387715035909671,0,-0.0883775476605167,0,0,0,0,0
X600309.SH,0,0,0,0,-0.133663708680192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00177613392964212,0,0,0,-6.93889390390723e-18,0,0.198962978159418,0,0,0,0.0470970796586293,0,0,0.147886851508833,0,-0.0454730658400314,0,0,0,0,-0.159346249433713,-0.00311854637109981,0,0,0,0.0258704300087475,0,0,0,0,0,0,0,-0.0221444298292871,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.0134368684240151,0,0,-0.173835422577224,0,-0.131500543577446,0,0,0,0,0,0,0,0,0,0,0,0.155731915662341,0.502787478464072,0,0,0.13195882798866,-0.0700124391250351,0,0,0,0,0,0,-0.150629706801508,0,0,-0.00498678872226846,0,0,0,0,0,0,0.130851462459218,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X600188.SH,0.131452233355658,0,0,0,0,0,0,0.0523565246575689,0,0,0.356999226106727,0,0,0,0,0,0,0,0.413946772467879,0,0.146365775676643,-0.129010592986328,0,0,0,0,0,0,0,0,-0.12344864031751,0.16381456477863,0,0,0,0.241024372219272,0.0578319474138494,-0.0453707373372646,0,0,0,0,0,-0.103129150503983,0,0,0,0,0,0.272518623825105,0,-0.110803530805197,0,-0.00501752183966035,0,0,0,0,0
X600585.SH,0,0,0,0.1162132218054,-0.106880110478213,-0.0876175243748365,0,0.193338404641106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190725276787613,0,0,0,0,0,0,0,0,0,0,0,0.220853480850254,0,0.0142005010637408,0,0,0,0.0119027848306683,0,0,0,0,0.00877944745456003,0,0,0,0,0,0,-0.0281951198912407,0,-0.0534292882351934,0,0,0,0,0
X600019.SH,0,0.0226664987492308,0,0,0,0.154156574341208,0,0,0,-0.0375497520781655,0,0.0388708315083442,0,0.0642697590203128,0,0,0,0,0,0,0,0,0,0,0.010019856415082,0.0445839640477037,0.0424129495311397,0,0,0,0,0,0,0,0,-0.0289068844355438,0,0,0,0,0,0.250934958652724,0,0,0,-0.0261724929295231,0,0,0,0,0.0509926954592248,0.0601788500982011,0,0,0,0,0,0,0
X002460.SZ,-0.0338502512993876,0,0,0,0,0,0,0,0,0.536146828697983,0,-0.115370114265066,0.102151190306665,0,0,0,0,0,0,0,0,0.10577063099399,0,0,0,0,0,0,0,0,-0.0237017732498485,0,0,0,0.124885319703439,0,0.0152688213509394,0.0320661230733337,0,0,0,0,0,0,0,0,0,0,0.0979699462775607,0,0.239576048297917,0.0428577102687339,0,0,0,0,0,0,0
X002466.SZ,0,-0.126840255642892,0,0,0,0.0527444559644577,0,0,0.34545944578055,0,0,0,0,0,0,0,0,0,0,0.098698677019768,0.121202173224683,0,-0.0639705284635815,0,0,0,0,0,0,0,0,0.121067088836214,0,0,0,0,0,0,0,0,0,0,0,0,0.0376074030667091,0,0,0,0.4756057600791,0.0996115293402297,0,0,0.00239548244732511,0,0,0,0,0,0
X601898.SH,0,0.0200665164014739,0.412214132256153,0,0,0.264453700761698,0,0,0.0745614858527471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130163357476487,0,0.350860986698223,0,0,0,0,-0.431302474479795,0,0,-0.0870727645825028,0,-0.0485243971149433,0,0,0,0,0,0,0,0.0555164360673965,0,0,0,0,0,0,0.157391348403011,0,0,0,0,0,0
X600547.SH,0.02278287786393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542772978826754,0,0.0313452759789631,0,0,0,0,0,0,0,0,0,0.627165277651408,-2.16840434497101e-19,0,0,-0.0717835831613097,0,-0.0376570049709594,0.0793681376462838,0,-0.00719983207418448,0,0,0,0,0.0379675784571143,0.0147760698422479,0,0,0,0,0,-0.00457606795080605,-0.0365862004068884,0,0,0,0,0,0
X000792.SZ,0.0410699285493353,0,0,0,0,0.0420893267961827,0,0,0.0467342019084236,0.237917152411719,0.050484515680882,-0.0487576467147818,0,0,0,0,0.0487397593926057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082694572746799,0.118334084142905,0.0247201797887885,0.140552729842818,0,0,0,0.0651795189722068,0,0,0,-0.0413354092327937,0,0,0,0,0,0,-0.0537855872349022,0,0,0,0,0,0,0
X601600.SH,0.165027775435576,0,0,0,0.0398859771318282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136774201714588,0,0,0,0,0,0.190347682811823,0,0.583112255037833,0.149524126305347,0,-0.0485974410904537,0,0,0,0.0141447986519289,0,0,0,0.150668044917996,0,0,0,0,0,0,-0.0620932378930345,0,0.0893025351292753,-0.195222080948548,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259674994654225,0.188265081793502,0,0,0.179337298710159,0,0,0,0.0883548427118349,0,0,0.245590121181259,0,-0.0378857739273206,-0.0924655232387717,0,0,0,0,0.0271690446091449,0,0,-0.0950812075337897,0,3.46944695195361e-18,0.158064456991724,-0.0725330447172078,0,0,0,0,0,0,-0.114974273066233,0.0327052244311744,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.11255040026905,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0257237867828471,0.118508172434402,0,0,0,0.0685175360590932,0,0,0,0,0,-0.188727499809027,0.0883740559755938,0.0373947008928343,-0.049953251045266,0.00262324194536231,0,0,0.0567552027468666,0,0,0,0,0,0,0.0682277357198115,0.0763722056789182,0,0,0,0,0,0.00443431844376734,0,0,0,0,0,0,0
X600111.SH,0.0355339098082711,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129820324734094,0,0,0,0,0,0,0,-0.0535699890294661,0,0,0.129205509585424,0,0,0.0632615027817432,0,0,0.0144708840943418,0,0.00468773082609919,0,-2.16840434497101e-19,0,0,0,0.151181374092344,0.133289487374499,0,0,0.151979048124221,0,0.0305549908969472,0,0,0,0,0,0.019644490703549,0,0,0,0,0,0,0
