,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600188.SH,X300072.SZ,X600795.SH,X002466.SZ,X601992.SH,X600362.SH,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600176.SH,X600352.SH,X600027.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600489.SH,X600219.SH,X600808.SH,X000959.SZ,X002271.SZ,X601158.SH,X000883.SZ,X002092.SZ,X600339.SH,X000723.SZ,X601699.SH,X600299.SH,X002110.SZ,X002470.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.54156436876154,0,0.0592005291083353,0,0,0,0,0,0,0,0,0,0.00826675106628134,0,0.00291537849555012,0,0,0,-0.0770576889702253,0,0,0,0,-0.04523735019544,0,0,0,0,0,0,0.0264211478300328,0,-0.00675529836364182,0,0,0,0,0.0585524310991228,0,0,0.0147255493363122,0,0,0,0,0,0,0,0,0.005782380764851,-0.00461200456138812,0,0,0,0,0,0
X600028.SH,0.316866671228071,0,0.0323410825585355,0,-0.0817446830265925,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0443605608845099,0,0,0,0,-0.109813097904983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861225557715485,0,0,0,0,0,0.020543136322457,-0.0954201423410703,0,0,0,0,0
X601088.SH,0,0.00554941948312867,0,0.21224883654898,0.13674322040176,0,0,0,0,0,0,0,0.254930168863015,0,0,0.021648684369312,0,-0.198224498443025,0,0,0,0,0,0,0.0616092859188444,0,0,0,0,0,0.0461057032775577,-0.0193846687699139,0,-0.0223146495874399,0,0,0,0,0.0356048172009382,0,0,0,0,0,0,-0.0771885347061403,0,0,0,0,0.0192520454861695,0,0,0,0,0,0,0
X600019.SH,0,0,0.11946096588285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070539460544869,0,0,0.634812586081491,0.0358253849676421,0,0,0.142918444037739,0,0,0.0190137478071289,-0.0204829283426121,0,-0.0982544638124413,0,0,0,0,0.0494724762929599,0,0,0,0,0,0,0,0,0,0,0,0.0406329340394475,-0.0118753957802242,0.043634676122804,0,0,0,0,0
X600585.SH,0,0,0.398545298774068,0,0,0,0,0,0,0,0,0,0,0,0,0.209133453776147,0,0,0,0,0,0,0,0,0.0266552577688257,0,0,-2.77555756156289e-17,0,0,0,-0.071028041427992,0,0,0,0,0.119197347889332,0,0,0,0,0,-0.432147224240567,-0.33501594440991,0,0.158812279464308,0,0,0,0,-0.0220247836416942,0.0407887219335829,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00498157642652559,0,0,0,0,0,0,0,0.00221212147756372,0,0,0,0,0,0,0,0,0,-0.000552708938160756,0,0,-0.00274137652109427,-0.0032877327187887,0,0,0,0,0,0,0,0,0.00114454285306493,0.00499692188504819,0,0,0,0,0,-0.00048092510257107,0.000984077681144096,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0889108177982037,0,0,0,0,0.205442571093195,0,0,0,0,0.0792108837442459,0,0.0133697473380674,0,0,0.0670427555017498,0,0,0,0,0.0985326539209778,0,0,0,0.121961035687711,0,0,0,0,0.026784589360954,0,0,0,0,0,0,0,0,-0.0119383222344059,0,0,0,0,0,0,0
X600309.SH,-0.0237859514961682,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290411256420575,0,0,0,-0.12086848959357,0.207357121694264,0,-0.19866425468285,0,0,0,0,0,0,0.289997503503553,0,0,-0.0603159312378025,0,-0.0664807644227947,-0.0952237249621898,0,0,0,0,0,0,0,0.573564366504278,0,0,-0.109314836586286,0,0,0,0,0,0,-0.00543222486127062,0,0,0,0,0,0
X600011.SH,0,0.135256596010857,0,-0.016400255544407,-0.0618966940645954,0,0,0,0,0.033178618605169,0,0,0.10322456694148,0,0,0,0.0111863738830629,0,0,0,0,0,-0.0400694804210254,0,0,0,0,0,-8.67361737988404e-19,0,0.0156576110353283,-0.0191307139077513,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.121434195393031,0,0.00859100504520611,0,-0.0428421143280143,0,0,-0.0171882065031561,0.0231199302595064,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0945030243234713,0,0,0,0,0,0.237411534450579,0,0,0,0.0651207407643525,0,0,0,0,0,0.0197349836427088,0,0,0,0,0,0,0,0,0.0189013850600435,0,0,0,0,0.0711223026340441,0,0,0,0,0,0,0,0,0,0,-0.00259433939993387,0,0,-0.00212393597520302,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0860905303985769,0,0,0,0,0,0.218697063867729,0,0,0,-0.0272260271446191,0,0,-0.0327462824530355,0,0,0,0.0400080875731598,0,0,0.0412379909675419,0,0,0.0454998799205817,0.0785189915640268,0,0,0,0,0,0,0.154505729050335,0,0,0,0,0,0,0,0,0,0,0,-0.0380236530968503,0.0483145886957729,0,0,0,0,0,0
X600688.SH,0,0.0631516959334164,0,0,-0.0112326091465547,0,0,0,0,0,0,0,0,0.0669445940248624,0,0.0701153877947741,0,-0.0664638064680345,0,0,0,0,0,0,0.0940036975958071,0,0,0,0,0,-0.0461136798143414,0.0171709539663181,0.117989180088708,0,0,-0.0589053279430822,0,0,0.0233041942906197,0,0,0,0,0,0,0,0,0,0,0,0.0140717181238247,-0.00171261403241793,0,0,0,0.0202868664809709,0,0
