,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600027.SH,X600803.SH,X600010.SH,X600111.SH,X000983.SZ,X600160.SH,X601699.SH,X002460.SZ,X600426.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000933.SZ,X600985.SH,X000877.SZ,X000807.SZ,X000630.SZ,X600219.SH,X601168.SH,X600176.SH,X000408.SZ,X000883.SZ,X600348.SH,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.115133965880841,0.464795787693976,0,0,0,0,0.0840330192908584,0,0,0.180585258878858,0,0,0,-0.101239721548991,0,0.0637575974326639,0,0,0,0,0,0,0,0,-0.000323337570992072,-0.0692653601159212,0,0,0,0,0,0.0421344971433045,0,0,0,0,0,0,-0.0625548408959191,0,0,0,0,-0.063128619931416,0,0,0,0,0,0,0,0,0,0,0,-0.000178485765319969,0,0
X601088.SH,0.211144327742911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742106946857005,0,0,0.260870929793851,0,0.0715407151218984,0,-0.0360539411033516,0,0,0,0,0,0,0,0,0,0,0,-0.0581917114534562,0,0,0,0,0.0982501901119545,0.0243766423391186,0,-0.0372819993433406,0,0,0,0,0,-0.00280176350311735,0.0243990594508345,0,0,0.0760196660016151,0,0
X600028.SH,0.289881109911454,0.0939326758479683,0,0,0,0,0.113977691797261,0,0,0,0,0,0.0747410745704496,0,0,0,0,0,0,0,-0.0278060583989869,0,0,0,0,-0.158032278629522,0,0,0,0,0,0,0.0114799014235295,-0.00906952329583834,0,0,0,0.212912190534933,0,0,0,0,0,0,0.0175398499881077,0,-0.0354370667035365,0,0.0342724180953042,-0.0128401300120432,0,0,1.0842021724855e-19,0,0,0,0.000301024020767474,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0758213969846742,0,0,0.115373217242115,0,0,0.0851137646086877,0,0,0,0,0,0,-0.0131871567179775,0,0,0,0,0,0,0,0,0.0264737368072273,0,0,0.0127881313132775,0,0,0,0.0405284343504438,0.025501328940783,0,0.000136272354991017,0,-0.106941275988585,0,0,0,0,0,0,0,0,0,0,0,0,0.0331206333914477,0,0
X600188.SH,0.164430528680116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605161877178794,0,0,0,0,0,-0.121830996297983,0.341103224206513,0,0,0,0,-0.0457221975526345,0,0.105512403527745,0.0990980049161094,0.15337095695223,0,0,0,0,0,0,-0.00665950405647047,-0.14641984170142,0.0286056946407058,0,0,0,-0.146992704235436,0,0,0,0,-0.0840721805528457,-0.0298637443470776,0,0,0,0,0,0
X601898.SH,0,0.18095378946021,0,0,0,0,0,0,0,0,0,0,0.025152419794465,0,0,0.0231218411294455,0,0,0,0,0,0,0,0,0.124747986632301,0,0,-0.0709915236647019,0,0,0,0.104930919088547,-1.73472347597681e-18,0.251187856431867,0,0,0,0,0,0,0,0,0,0.0481759261077901,0.249058613357324,0,-0.046702893676637,0,0,-0.033899794301143,0,0.204670993933382,-0.0342304142514393,0,0,0,0.147184053686423,0,0
X600019.SH,0,0,0,0,0,0.168979953477153,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.117314714587006,0.256383000346476,0,0,0,0,0.0482091486377501,0,0,0,0,0,0.095375323774229,0,0,0,0,0,0,0,0,0,0.0058859188955144,-0.0376723114704747,0,0,-0.0505801691434734,0,0,0,0,0.113556199046004,0,0,0,0.0548803131708147,0,0,0,0,0,0
X600011.SH,0.00984919695708874,0,0,0,0,0,0,0,0,0,0,0,0,0.259217425162686,0,0,0,0,0.208843390613997,0.110546761681813,0,0,0,0,-0.0869925426475354,0,0,0.205579339910559,0,-0.114315887783593,0,0.113314339555352,0,0,-0.0073432065365937,0,0,0,0,0,0,0.139872471472545,0,0.0909512261377251,-0.07978871739251,0,0,0,0,-0.0113928437057505,0,0.0314255574495353,0.0174936858546945,0,0,0,1.38777878078145e-17,0,0
X600886.SH,0,0,0,0,0,0.065222394931075,0,0,0,0,0,0,0,0.259751162819866,0,0,0,0,0,0,0,0,0,-0.0261191427948093,0,0,0.0439066769670738,0,0,-0.146921699456148,0,0,-0.0893790755257259,0.0530287483714359,0.0735692230796784,0,0,0,0,0,0,0,0,0,0,0,-0.0333234622286794,0,0,0,-0.222616654429328,0.00172094907678639,0.00764015445761193,0,0,0,0.0719083941965938,0,0
X600585.SH,0,0.0626885604840891,0,0.0278432347191652,0,0,0,0,0,0,0.0692130062306783,0,0,0,0,0,0,0,0,0,0.146634524539849,0,0,-0.0390225746899101,0,0,0,0,0,0.0554086147207641,0,0,0,-0.0286207223756207,0,0,0,0,0,0.0470420369006032,0,0,0,0.000550032297157862,0.114716452451526,0,0.0962370550748924,0,0,0,0,0.0552528292503044,-0.00334558555423168,0,0,0,0.0550814955903538,0,0
