,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600489.SH,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X000807.SZ,X600426.SH,X000786.SZ,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000408.SZ,X600157.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600688.SH,X600378.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0932948517122303,0,0,0,0,0,0,0,0.0908597567221634,0,0,0,0,0,0.337568226666503,0,0.273376095843455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179304021201277,0,0,0,0,0,0,0,0,-0.0188034827988301,0,0,0,0,-0.0192183324523433,0,0
X601088.SH,0,0,0,0,0.460619790289006,0,0,0,0,0,0.00121215738640815,0,0,0,0,0,-0.0755438846234155,0,0,0,0,0,0,0,0,-0.0101414007802025,0,0.0556865233452412,0,0,0,0,0,0.107151670266946,0,0,0,0.0746537945143994,0,0,0,0,0.0136067245075298,0,0,0,0,0,0,-0.062123857290873,0.0575475235991451,0,0,0,0,0,-0.00843191497039155,0,0
X600028.SH,0.062922358524333,0,0,0,0.18088238909033,0,0,0,0,0,0,0,0,0,0.0949156349778601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.227066232990622,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0247511569426992,0,0.0024123551962074,-0.0304169211980155,0,0,-0.0242855112956422,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279976750965168,0.0942114938666872,0,0,4.33680868994202e-19,0.281359984493131,0.0846795493651542,0,0,0,0,0,0,0,0,0,0,0,0,0.15362983721262,0,-3.46944695195361e-18,0.0166241963228083,0,0,0,0,0,0,0,0,0,0,0.0799907485722541,0,-0.0490273814497932,0,0,0,0,-0.0149385792993145,0,0
X601898.SH,0.0944698827511258,0.335688442201869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.23289442482788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511631745409581,0,0.0479403145474528,0,0,-0.00720689287554725,0,-0.0270462416741379,0,0
X600660.SH,0.133124916116807,0,0,0,0,0,0,0.048748697861731,0,0,0,0,0,0,0,0,0,-0.112446247771173,0,0.357585451298483,0,0,0.0529269725778721,-0.038208508190029,0,0,0,0,0,0,0,0,0,-0.105647346743912,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.122524752666014,0.114238441046375,-0.197512746788673,0,0,0,0,0,0,-0.0479289436481786,0,0,0,0,-0.0233277619228099,0,0
X600019.SH,0.184997225347063,0,0,0,0,0,0,0,0,0.209035906074227,0,0,0,0,0,0,0,0,0,0,0.171047760302157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316805737299258,0.109378617855162,0,0.113079117663553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111303714184696,0,0
X600188.SH,0,0,0,0.328625910981232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.121658165041279,0,0.00194133640288342,0,0,0.0503915618712569,0,0,0,0,0,0.172957114484314,0,0,0.0336090789117801,0,0,0,0,0,0,0,0,0,0,0.0731882675906975,0,0,0,0,0.0640486469980981,0,0,-0.0646478853982378,0,0
X600585.SH,0,0,0,0,0.25339138101394,0,0,0,0,0,0,0,0,0,0.0260047339500359,0,0,0,0,0.270374518486163,-0.0345952332538569,0,0.103130598878841,0,0,0,0,0,0,0.0965314765934164,0,0,0,0,0,0.191592049247263,0,0,0,0,0,2.77555756156289e-17,-0.0261313512113688,0,0,0,0,0,0,0.112677975365086,0,0.065910556484471,0,0,0,0,0.00256516752343025,0,0
X601600.SH,0,0,0,0,0,0.0896476262367059,0.279867757330221,0,-0.0531962429751545,0,0,0,0,0,0,0,-0.289790242208685,0,1.32585014160172,0,0,0,0,0,0,0,0,0.318449007453956,0,0.00134775849300417,0,0,0.0487950936045301,0,0,-0.213877576535271,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.000235444890980521,0,0,0,0,-0.0242319928818676,0,0
X600886.SH,0,0.0792334853211797,0,0,0,0,0,0,0,0,0,0.0176983009144267,0,0,-0.216664927434453,0.461154621896922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481739714189935,0,0,-0.0152907157229542,0,0,0,0,0.0310221753868011,0,0,0,0,0,0,-0.0935653712530118,0,-0.015179594838428,0.00667086067389142,0,0,0,-0.00635563789865016,0,0
X600011.SH,0,0,0,0,0,0,0.0609528008718377,0.0803906204425138,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.168931471655329,0,0.0119070073736104,0,0.0232126315328051,0,0,0,0,0,0,0,0,0.0347750414842033,0,0,0.0954813640015225,0,0,0,0,0,0,0,0,0,0,0,0.00548920021421832,0,-0.029868038616201,0.0269510509782897,0.0558315081447666,0,0,-8.67361737988404e-19,0,0
