,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600027.SH,X600803.SH,X600010.SH,X600111.SH,X000983.SZ,X600160.SH,X601699.SH,X002460.SZ,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X002128.SZ,X600985.SH,X000807.SZ,X000630.SZ,X600219.SH,X000877.SZ,X600176.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X000932.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0754619318508718,0.517449811537147,0,0,0,0,0.0359062035924092,0,0.117239130886164,0,0,0,0,-0.145554094077175,0.00782036568868749,0.126045191535379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056351233651955,0,0,0.022427697430001,0,0,0,-0.106693117046142,0,0,0,0,0,-0.0331857506597709,0,0,0,0,0,0,-0.000989403250301849,0,0,0,0,0,0,0
X601088.SH,0.211652397522702,0,0,0,0,0,0,0,0,0.0465418635158694,0,0,0,0,0,0,0,0,0,0,0,0,0.283364404858049,0.00408697867447939,0.0669294641715019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503111812280665,0,0,0,0.0579510569243753,0,0,-0.0177335136885147,0,0,0.0116798449436162,0,0,0,0,0,0,0.0611273923970946,0,0
X600028.SH,0.477763692771588,0,0,0,0,0,0.112505681569616,0,0,0,0,0,0,0,0,0,0,0,0.020820182679147,0,-0.00587233732084434,0,0,0,-1.73472347597681e-18,-0.102004279503535,0,0,0,0,-0.00389725725046342,0,0,-0.00150397725962829,0.0776726126489641,0,0,-0.0467578850364525,0,0,0,0,0,0,0,0,0,0,0,0.0493257760497682,0,0,-0.0182260466802746,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0812281156325791,0,0.116381661630869,0,0,0.116369285589191,0,0,0,0.0163724932093527,0,0,-0.000394753306997815,0,0,0,0,0,0,0,0,0,0.0057654308814301,0,0,0,0,0.00781423998883357,0.0191870319645989,0.0116364526423077,0,0,0,-0.112998192241721,0,0,0,0,0,0,0,0,0,0,0,0,0.03496942817099,0,0
X600188.SH,0.125218038305172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583646673587233,0,0.295361700134688,0,0,0,0,0,-0.0303748295789972,0.0861574459812399,0.0798499562521709,0.190368471468593,0,0,0,0,0,0,-0.020621066035627,-0.196846414602558,0.0163750715671291,0,0,0,-0.18964587006678,0,-0.0950070950571825,-0.00294783137284065,0,-0.0845294771609948,-0.0168429333849705,0,0,0,0,0,0
X601898.SH,0,0.153730990356365,0,0,0.00310374812095531,0,0,0,0,0,0,0,0.066843395026106,0,0,0,0,0.050204849399958,0,0,0,0,0,0,0.160683007504655,0,0,-0.0832487933584467,0,-0.0624490541926943,0,0,0.0502748162132693,0.275161216527661,0,0,0,0,0,0,0,0,0,0.0190824966343687,0.247536936048634,0,-0.0436531434096404,0,0,0,0,0.203118613480814,-0.0621482705019566,0,0,0,0.160921651932259,0,0
X600019.SH,-2.16840434497101e-19,0,0.131176801220973,0,0,0.17785745168704,0,0,0,0,0,0,0,0,0,0,0,0,0.217509988300625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134324270078705,0,0.268545529568631,0,0,0,0.0254463511564296,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279356979074776,0,0,-0.00157076243038248,0,0.185661834223677,0.066404447579564,0,0,0,0,-0.10258647700011,0,0,0.198627354614887,0,0,-0.142679830794107,0,0.106059373926371,0,0,0,0,0,0,0,0,0.129750630114992,0,0.0812516597941612,-0.0329066992618079,0,0,0,0,0.0404352575293019,0,0.0438940831868559,0.016036529554928,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0634639516726861,0,0,0,0,0,0,0,0.261758198583112,0,0,0,0,0,0,0,0,0,-0.0252987482255243,0,0,0.048004607895647,0,0,0,-0.147766150962468,-0.0905736270222381,0,0.0541785941879868,0,0,0,0.0690041652248923,0,0,0,0,0,0,0,0,-0.033362208449662,0,0,0,-0.223124794688648,0,0.00774061567474949,0,0,0,0.0717412351708711,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00765295492510132,0,0,0,0,0,0,0,0.0887573916142874,0,0,0,0.114442696715857,0,-0.0509589816884209,0,0,0,0,-0.0293807695035933,0.287036920272085,0,0.103317359133718,0.113105594637034,0,0,0,0,0.270696563022296,0,0,0,0,0,0,0,0,0.0503112522959983,0,0,0,0,0,0,0,0,0,0
