,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X000709.SZ,X600299.SH,X600489.SH,X002460.SZ,X600352.SH,X000629.SZ,X601158.SH,X600808.SH,X600219.SH,X000825.SZ,X600801.SH,X000883.SZ,X000539.SZ,X000786.SZ,X000553.SZ,X600612.SH,X000408.SZ,X300072.SZ,X600583.SH,X000301.SZ,X600021.SH,X002470.SZ,X000630.SZ,X002110.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.161148334665337,0.0135603352464798,0,0,0,0,0,0,0.219060340416134,0,0,0,0,0,0,0,0,0,0,0,0.015262218047175,0,0,0,0,-0.104061224529128,0,0,0,0,0,0,0,0,0.216536058364135,0,0,0,0,0,0,-0.0121419534895316,0.0652065480945858,0.119456747578669,0,0,0,0.0680777996396804,0,0,-0.0320620233214953,0.0252167438086155,0,0,0,-0.0426274898103337,0,0
X600028.SH,0.314969782590473,0,0,0,0,0,0,0,0,0,0,0,0.161934930223747,0,0,0,0,0,0,0,0,0,0,0,0.199010581535683,0,-0.0743527637651377,0,0.120166808242194,0,0.13742047304463,0,-0.0664386364710658,0,0,0,0,0,0,0,0,0,0.081719358277542,0.235664956274144,0,0,0,0,0,0,0,-0.00839623712931251,0.184555255536141,0,0,0,0,0,0
X601088.SH,0.254301751018778,0,0,0,0,-0.238669306223702,0,0,0,0.221995858482357,0,0,0,0,0,0,0,0,0,0,0,0.10030480262063,0.0622456830480093,0,0,0,0,0,0,0,0.092777520425422,0,0.121143549782364,0,0,0,0,0,0,0,-0.0718104321712757,0,0,0,0,0,0,0,0,0,0,-0.00148735006513761,0,-0.0719872918303938,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.212750582508807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263433223359419,0,0,0,0,0,0,0,0.0429363979345068,0.00190749397548559,0,0,0,0,0.278016821209979,0,-0.202711487120509,0,0,0,0.056956878778616,0,0,0,0.0305056555613752,0,0,0,0,0,-0.0297714091355057,0.0256850457661997,0,-0.0554719214211765,0,0,0,0
X600019.SH,0,0.0766580637547128,0.0449815188161047,-1.73472347597681e-18,0,0,0.0213902362285286,0,0,0,0,0,0,0,0,0,0,0,0,0.60785580632594,0,0.0098568970724466,0.00406458500896805,0,0.0533464998235957,0,0.0504507160861253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570999599194073,0,0,0,0.0225093561000837,0,0,0,0.0306761377332179,0,0
X600011.SH,0,0,0,0.195231248533898,0.149035107551569,0,0.0673277738797055,0,-0.0333823207914417,0,0,0,0,0,0,0,0,0.616183808917104,0,0,-0.00358896545421242,0,0,0,0,0,0,-0.189579640330483,0,0.013060945896408,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872782317024477,0,0,0.0329217879394457,0,0,0,-0.104560819792146,-0.01721091169196,0,0.068691561606149,0,0,-0.127757600607948,0,0
X600309.SH,0,0,0,0,0,0.0625085956213125,0,0,0,0,0,0,0,0,0,0,0,0,0.224506496062049,0,0,0,0,0,0,0,0,-0.300472864107119,0,0,-0.408798221926568,0,-0.148420096842928,0,0,0,0,0.054564378710406,0.32903728969926,0,0,0.116528270732616,0,0,0,0,0.55781405595401,0,0.148408621555377,0,-0.451068391412834,-0.0485603709716532,0.0442337422449193,0,0,0,0,0,0
X600010.SH,0,0.129651937380695,0,0.0389579011243965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190816695454349,0,0.0729021567833265,0,0,0.262491482412594,0,0,0,0,0,-0.121978729173605,0.230277676608163,0,0,0.333233827640821,0,0.15487311785938,0,0,0,0,0,0,0,0,0.0231357910495046,0,-0.0563508161103712,0,0,0,0.0789478086415318,0,-0.00130485714129976,0,0,0,0.046694376435867,0,0
X600547.SH,0,0,0,0,0,-0.0168585622379524,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.00566840126021188,0,0,0,0,0,0.0168772192661939,0,0,0,0.550065779472074,0.174353722794032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438718473379202,0,0,0,0,0,0.103771982104455,0,0,0,0.00874602350376671,0,0,0,0.0482933317435799,0,0
X601898.SH,0.136812586433973,0,0,0,0,0,0,0,0,0,0.526066881989184,0,0,0,0,0,0,0,0.208678141717874,0,0,0,0,0,0,0,0,0.0447045001894132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940451410248328,0,0,0,0,0,0,-0.0188526558177807,0.0394340868875446,0,0,0,0,0,0
