,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X002466.SZ,X600362.SH,X000301.SZ,X000786.SZ,X600111.SH,X600188.SH,X600010.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X601991.SH,X000027.SZ,X600795.SH,X600803.SH,X600352.SH,X000898.SZ,X600489.SH,X600219.SH,X000408.SZ,X002353.SZ,X000932.SZ,X600688.SH,X000825.SZ,X600801.SH,X601699.SH,X300037.SZ,X600315.SH,X002080.SZ,X000959.SZ,X000807.SZ,X002409.SZ,X600399.SH,X600486.SH,X600157.SH,X600027.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113912427574752,0,0,0,0.0172149599932611,0.0785382629555752,0.0407657697368853,0.0732809393621895,0,0,0,0,0,0,0.0517227175817369,0,0,0,0,0,0,0,0.268150899006895,0.000845387619974547,0,0,0,-0.0320462857567091,0,0.0682738592262151,0,-0.0293074668222796,0,0,0,0,0,0,0,-0.0156072399225265,0,0,0,-0.0121357489791326,0,0
X600028.SH,0,0,0.0228731515486681,0,0,0,0.0685327647303371,0,0,0,0,0,0,0,0,0,0,0,0,0.0032311796903714,0.115897327182771,0,0,0,0,0.0151704322801723,0,0,0,0.0827699353735155,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.103816134891778,0,0.0729080173654835,0,0,0,0,0,0.0785854860019742,0,0.00242539134861877,0.0984152031979589,0,0,0,-0.0401531621156856,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.025457754463508,0,0,2.16840434497101e-19,0,0.0310386034610844,0.221620964135409,0,0.0461378233572562,0,0,0,0,0,0,0,0,0,0,0,0.0270010376186887,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0425547965821815,0,0,0,0,0,0,0,0,0.0344708535426759,0.0110400388823306,0,0,0,-0.00190927040453278,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17275686863719,0.117832381338856,0,0,0.145482316865064,0,0,0.00487327441992841,0,3.46944695195361e-18,0,-0.0375136072379984,0,0,0,0,0,0,0,0,0,0.115776499271453,0.0548277026424513,0,0.0256710171721062,0,0,0,0.0620512210863766,0,0.11078756801685,0,0,0.145744432584895,0,-0.0122537766844711,-0.0149218541232918,0,0,0,-0.0266424112036455,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433016428060115,0,4.33680868994202e-19,0,0,0,-0.0715418555880888,0,0,0.0232748183413583,0,0,0,0,0.262507125915274,0,0,0,0,0,0.00314220020998054,-0.100379745066411,-2.16840434497101e-19,0,0,0,0.0691241422204297,0,-0.0344398989679717,0.0646148646676064,0,0,0,-0.00977181236869967,0,0
X002460.SZ,0,0,-0.00257553599387806,1.73472347597681e-18,0,0,0,0.124911373703921,0,0,0,0,0,0.400966598417776,0,0.19480684010503,0.0952310546099342,0.0693005159961926,0,0,0,0,0,0,0,0.0102908462865201,0,0,0,0,0,0.0997029885971152,-6.93889390390723e-18,0.0747827428439709,8.67361737988404e-19,0,0,0,0,0.172536646016581,0,0,0,0.103105515225145,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100265841301335,0,0
X600019.SH,0,0,0,0.0305835524998513,0,0,0,0,0,0.0268515929667044,0,0,0,0.0629702950033984,0,0,0,0,0,0,0,0,0,0.0276772172609238,0,0,0,0,0,0.116013847560209,0,0,0,0,0.156191326139424,0,0.213938593094062,0,-0.0100130200346218,0,0,0,0.0794786168272842,0,-0.184211993068776,0.112932843845402,0,0,0,0.0438751839464723,0,0,0,0,0,0,0.010383764203753,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.123631386226642,0,0,0.20888479801274,0,0,0.109833780624537,0,0,0,0,0,0,0,0,-0.0557727397021331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286136112813304,0,0.176256023732313,-0.032332711795182,0.0431043938728939,0.0668420283614781,0,0,0,0,-0.0190060465792851,0,-0.031151101671811,0,0,0,0,-0.0291150746791867,0,0
X002271.SZ,0,0,0,0.0363586623842113,0,0.0931372476839855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0436003140686272,0,0,0,0,0.142134460608109,-0.126844975292107,-0.0419264759907525,0,0,0,0,0,0.111903399174875,0,0,0.0837057447347378,-0.0775790696343657,0,0.123327413522757,0,0,0.071774632824033,0,-0.066294393352918,6.93889390390723e-18,0,0,0,0.0086739317658077,0,0
X000708.SZ,0,0,0,0.0779059369920331,0,0,0,0,0,0,0,0,0.0206527565565634,0.0250611929407703,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0992361309535311,0,0,0,-0.0634210978090668,0,0.231101250118503,0,0,0,0,0.086195377234325,0,0,0,0,0,0.187471994214628,0.00837399849572773,0.0333067375600979,0,0,0,0.0379274210486596,-0.0693507231712709,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.086452280855095,0,0,0,0,-0.0157806733991569,0,-0.230850957676099,0,0.113761895551801,0,0,0,-0.0190095659193438,0,-0.0220827893401931,0,0,0.437463890950055,0,0,0,0,0,0,0,0,0,0,0,0,0.199402540198936,-0.0812970402237991,0.0875051765820501,0,0,0,0,0,0,0.00437021788151805,0,0,0.177258269090707,-0.0752104659431253,0,0.323010437195183,0.0749952808017609,0,0,0,0,-0.0824286396562888,0,0,0,0.0165098112005321,0,0
X600547.SH,0,0,0,-0.0566705585737661,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0294779993975236,0,0,0,0,0,0,0.184482582222423,0,0,0,0,0.375130284510134,0,0,0,0.0790579362105427,0,0.132145231333746,0,0,0,0,0,0,-0.0586384005638203,0,0,0.0376960007620692,0,0,0.00857264482555712,0,0,0,0,0,0,-0.0199037815375341,0,0
