,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X600795.SH,X601992.SH,X600188.SH,X600362.SH,X600111.SH,X600660.SH,X002460.SZ,X601991.SH,X600547.SH,X300072.SZ,X600516.SH,X600886.SH,X000792.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600027.SH,X000807.SZ,X600339.SH,X000408.SZ,X600219.SH,X600489.SH,X000959.SZ,X600549.SH,X600808.SH,X002271.SZ,X000723.SZ,X000983.SZ,X600352.SH,X601158.SH,X002092.SZ,X000883.SZ,X000553.SZ,X000630.SZ,X600299.SH,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0369077115001074,0,0,0,0,0,0,0,0,0,0.0342583634854442,0.0409049488541442,0,0,0,0,-0.0345877441658756,0,0,0,0,0,0,0,0,0.011242579603663,0,0,0,0,0,0,0,0,0,0,-0.024872297863717,0,0.0282732329842322,0,0,0,0,0,-0.0221308393264574,0.0170241573177381,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.143810237672982,0,0,0,0,0,0,0,0,0,0.0772949566149391,0,0,0,3.46944695195361e-18,0,0,0,-0.000774420293214777,0,0,0,0,0,0,0,-0.0619032149411025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01420441592718,0,0,0,0,0,-0.0159924702307995,0.027068142793705,0,0,0,0,0,0
X601088.SH,0,0,0,0.192592307273183,0,0,0,-0.0134952306005139,0,0,0,0,0.6828430238588,0,0,0,0.018327870374836,0,0,0,0,0,0.0181507590755019,0,-0.0180947777721896,0,0,0,0,0.0209573238421889,0,0,0,0,0,0,0,0,0,0,0,0,0.0576028011455112,0,0,0,0,0,0,0,-0.0297009565677099,-0.00294172251093624,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.168981873515668,0.0648770496614732,0,0,0.0456537720532745,0,0,0,0,0,0,0.00512449969809426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423416421328681,0,0,0,0,0.380534429583245,0,0,0,0,0,0,0,0,0,-0.00955519355656712,0,0,-0.0411596161777828,-0.0296020547681065,0.0185501552648507,0,0,0,0,0,0
X600585.SH,0,0.127983854825317,-0.0449227341216008,0,0,0,0,0,0,0,0,0,0,0.0852503007162411,0,0,0,0,0,0,0,0,-0.0499186971906276,0,-0.116381708057217,0,0,0,0,0.195430216068633,0,0.0334868462285051,0,0,0,-0.0976442442116863,-1.73472347597681e-18,0,-0.0195433989521087,0,0,0,0,0,0,0,0,0,0,-0.0533977984147117,-0.0436071984223097,0.0333550688837287,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.017584121329953,0,0,0,0,0,0,0,0,0,0.0410201733264932,0,0,0,0,0,0,0,0,0,0.178583919602604,0,0,0.0548215649228386,0,0,0,0,0,0.195626608632646,0.0134481697170703,0,0,0.0322479918429247,0,0,0.179753554245518,0,0,0,0,0,0.0680397319709412,0,0,0.013543979413346,0,0,0,0,0,0
X601600.SH,0,0,0,0.0621584840539279,0,0.266877546100881,0,0,0,0.267669994536803,0.1555075893751,0,0,0,0,0,0,0,0,0,0,0,0.107737766942035,0,-0.0289248916146574,0.0143307492332904,0,0,0,0.121778362693611,0,0,0,0,0,0.0961782084547042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193866979025747,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278124533506605,0,0,0,0,0,0,0.0334228435051901,0,-0.0546529403717826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510171215432412,0,0,0,0,0,0.111039373019146,0,-0.0117314078721084,0.0097928496343221,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284566309532371,0,0,0,0.0972679045507959,0,-0.0404164707341097,-0.0166130216034314,0,0,0,0,0,0,0,0,0,0,0.0798287831064895,-0.108570515704437,0.00666054337116799,-0.0168477346564281,0,0,0,0.023725082376915,0,0.048167420346706,0,0.0736182147684739,0,0,0,0.0583399395222883,0,0.0244624763394581,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0264616812774928,0,0,0,0,0,0,0,0,0,0,0.0765484484320481,0.0913512259635352,0,0.102880307040155,0,0,0,0,0,0,0,0,0.261110054303318,0,0,0,0.0518104006237261,-0.0245916669889021,0,0,0,0.102207399683294,0,0,0,0.13119356093378,0,0,0,0,0,0.0290011441134712,0,0,0,-0.0607092329012386,-2.71050543121376e-20,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0227187721911519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614876999494072,0,0,0,0.0840594922685833,0,0,0,0,0,0,0,0,0.0404192627740368,0,0,0,0.119102694562414,0,0,0,0,0,0,-0.0146396755536963,0,0,0,0,0,0,0,0,0.0146826052629358,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0772477016735661,0,0,0,0,0,0,0,0,0,0,-0.00983357927526355,-0.0864210296249073,0,0.0501480028852767,-0.0924764072440751,0,0,0,0.141115862917968,0,-0.191243654437012,0,0,0,0,0.0152540614127293,0,0,-0.00489218313753549,0,0,0,0,0,0,0.173375806263044,0,0,0,-0.047018793568665,-0.00792194667602631,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-0.0330625244679595,0,0,0,0,-0.37918426724502,0,0,-0.0462826786565462,0,0,0.0239987944876346,0.0151255539077526,0,0,0,0,0,0,0.0616715774706095,0,-3.46944695195361e-18,0,0,0,0,0.0284754234452285,0,0.162890314112887,0,0,0,0,0,0,0,0,0,0.202997568954898,0,-0.0308211024005388,-0.0217508552726454,0,0,0,0,0,0
