,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X300072.SZ,X601600.SH,X600547.SH,X600309.SH,X600795.SH,X601991.SH,X600188.SH,X600660.SH,X600362.SH,X600886.SH,X000709.SZ,X002466.SZ,X600027.SH,X600157.SH,X600339.SH,X600111.SH,X000959.SZ,X600489.SH,X000898.SZ,X601158.SH,X600299.SH,X600008.SH,X002460.SZ,X600219.SH,X000408.SZ,X000883.SZ,X600352.SH,X600160.SH,X600578.SH,X000630.SZ,X000792.SZ,X600583.SH,X600176.SH,X000723.SZ,X000401.SZ,X000539.SZ,X000027.SZ,X000983.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.106554963890314,0,0.0693448444164058,0,0,-0.0356680009807382,0.0470192101190366,0,0,0,0.10802818910237,0,-0.0242405295274077,0,-0.00663230963894857,0,0,0,0,-0.0266070518718963,0,0,0,0,0,0,0.00134577087914877,0,0,0,0.0197286051365732,-0.055176118992602,0,0,0,0,0,0,0,0,0.110193952254208,0,0,0,0,0,0,0,0,-0.012433054105248,0.00583216741478982,0,0,0,0,0,0
X600028.SH,0.0200277378629302,0,0,0,0,0,0,0.0379851692022343,0,0.0756150729198042,0.0611077368938775,0.0177647310997407,0,0.00173866182538929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0906579316663071,0,0,0,0.0132917434386313,-0.0387454656161786,0,-0.016047498978208,0,0,0,0,0,0,0,0,0,0,0,0,0.0626533752105374,0,0,-0.00522370454521598,-0.000216010518823166,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.126338442898954,0,0,0,0,0,0,0,0,0,0,0,0.0728769122524519,0,0.0681077907796335,0,0,0,0,0,0,0,-0.0255100246969919,-0.0349584987530486,0.109539469960886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404853626578692,0,0,0.0813643491362143,0,0,-0.00712892167430389,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0299617614857113,0.222392644916034,0,0,0,0,0,0,-0.0201688155950955,0,0,0,0,0,0.0969970194156757,0,0.0778728628509455,0,0,0,0,-0.00960858428152491,0.0711383224973062,0.424910600362162,0,0,0,0,0,0,0,0,0,0.0149744945712285,-0.0720344611464357,0,-0.0351403311622043,0,0,-0.0635827013289161,0,0,0,0,0,0,-0.0391570308173316,0,0,0,0,0,0
X600011.SH,0,0,0.130526408596748,0.0181295970455825,0,0,0,0,0,0,0,0,-0.481552878610889,0,0,0,0,0,0,0,0.0448400965397836,0,0.367099663543457,0,0.115638808946326,0,0,0,0,0,-0.0019065285653071,0.176747651338987,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114462700679637,0,0,0,-0.0185597037635609,0.0324763566693592,-0.00593026337852567,0,0,0,0,0,0
X600585.SH,0,0,0.0921321561669465,0,0,0,0,0,0,0,0,0.35142201841785,0,0,0,-0.0964052120932894,0,0,0,0,0,0.0768706486911231,-0.00540023513851364,0,0,0,0,-0.244364212496106,0,0,0,-0.0513251435531671,0,0,0,0,0,0,0,0,0,0,0,0,0.148894149389213,-0.0334796195466404,0,0.0974722997825328,0,0,0.00159179157963859,0.00798028701365223,0,0,0,0,0,0
X600010.SH,0,0,0,0.00851877727286791,0,0,0,0,0,0,0,0.0750700800348669,0,0,0,0.0219240652708058,0,0,0,0,0,0,0,0,0,0,0,0,0.249665700797338,0,0,0.0402118929115629,0,0,0,0,0,0,0,0,0,0,-0.045993479097876,0.150852996593771,0.0431577954705837,0,0.158087795179415,0,0.0628161921095313,0,0.0111415441773764,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,-0.088812719952008,0,0,0,0,0,0,0,0.136566789576969,0,0.517645902274407,-0.154459389085434,0,0,-1.73472347597681e-18,0,0.0320441673271041,0,0.0331811189158835,0,0,0.239251297963574,0,0,0,0,0,0,0.0787597847154551,0,0,0,0,0,0.427564894431421,0,0,0,0,0,0.00628322033339487,0.0621562581201138,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0260112258748398,0,0,0,0,0,0,0,0,0,0,0.00803542506026551,0,0,0,0,0,0,0,0,0,0.000988692450848923,0,0,0,0,0.00475797639625901,0,0.125968941085742,0,0,0,0,0,0,0,0.346670490138533,0,0,0,0.00147678855346813,0,0.192634103494937,0,0,-0.00218566596418488,-0.00501625646868972,0,0,0,0,0,0
X600688.SH,0,0.396919830773543,0,0.011047869959485,0.0877986771300426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270979484876899,0,0,0,0.0578547480280122,0,0,0,0,0,0,0,0,-0.0874606577680676,0,0,0.0362165634185077,0,0,0,0,-0.118813849313363,0,0,0,0,0,0,0.115925667238838,0.0395528316757049,0,-0.0119985556245762,0.00957457877622447,0,0,0,0,0,0
