,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X601992.SH,X600157.SH,X600111.SH,X600188.SH,X600299.SH,X600623.SH,X601158.SH,X002466.SZ,X600352.SH,X600583.SH,X000027.SZ,X000539.SZ,X600660.SH,X600309.SH,X000792.SZ,X000630.SZ,X600160.SH,X600098.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600547.SH,X600489.SH,X600578.SH,X002004.SZ,X600315.SH,X600863.SH,X000629.SZ,X300072.SZ,X600022.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.479630419733289,0.0312855728731671,0,0,0,0,0,0,0,0,0,0,0.0257976944804525,0,0,0,0,0,0,0,0,0,0,0.0869440775248699,0,0,0,0.0220173887058478,0.0395383759136977,0.0295675001611232,0,0,0,0.0509930771097443,0,0,0.0343161085184252,0,0,0,0,0,0,0,0,0,0,0,0,0.00310856168444251,0,0,0,0,0,0,0
X600028.SH,0.389012722551481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462997441832631,0,0,0,0.067951712355565,0,0.0917063036682617,0,0,0,0,0.0229385477635167,0,0.0129369438756746,0,0,0,0,0,0.0563176996246221,0,0,0,0,0,0,0,0,0,0,0,0,0.00540131180261475,-0.00116398512009196,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.272429104519069,0.134496635326165,0,0,0,0,0,0.0112696058945947,0,0,0,0,0,0,0,0,0,0,0.00305989152196981,0,0,0,0,0.0642594800580601,0,0,0,0,0.0732003061222359,0,0,0.0795150739032956,0,0,0.0232844789826431,0,0,0,0,0,0,0,0,0,0,-0.0165084611316046,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0332330180862854,0.0189490113195405,0,0,0,0,0,0.0462856393853253,0,0,0,0.0359906689622915,0.179749347810597,0,0,0,0,0,0,0,0,0,0.107356290419789,0,0,0,0.0728810611507305,0,0,0,0,0,0.000570520589345079,0,0,0,0,0,0,0,0,0,0,0,-0.0139661513257797,0.0193967484144933,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176510548540229,0.224130176479496,0,0,0,0.0692552061908151,0,0,-8.67361737988404e-19,0,0,0,0,0,8.67361737988404e-19,0,0,0.0144191359551555,0,0,0.133822873040029,0,0,0,0,0.115282841618742,0,0,0.0925754514465288,0,0,0,0,-0.018559168937832,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0553588720115929,0,0,0,0.02095630739014,-1.38777878078145e-17,0.106454075646519,0.0171023889897811,0,0,0,0.026048756959121,0,0,0,0.155623371062873,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.23419030657749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002749986936704,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843502729896306,0,0,0,0,0,-0.00928229690610969,0,0.0687729737042069,0,0.0254010925291955,0.229316565173312,0,0,0,0.0372856059556304,0,0,0,0,0,0.17139529911523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257454440470917,0,-0.023608606557867,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247118399535734,0.115705451069314,0.0419176004731609,0.0532724681566559,0.0292690983800832,0,0,0,0,0,0,0,0,0,0,0.105976988946129,0,0.00392963187176337,0,0,0.148518102352726,0,0.134622887515259,0,0,0,0,0,0.0315491698343191,0,0,0,0,0,0,0,0,0.000723684433918462,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916555717871462,0,0,0,0,0,0,0,0.0389806822833038,0,0,0,0,0,0,0,0.0213286281995883,0,0,0,0,0.339893337078671,0.0091239058272713,0,0,0,0,0,0,0.0205813235464394,0,0,0,0,0,-0.000700187476265248,-0.00915410689615296,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168150340576797,0.0623417475013817,0.136928726063825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102146014681167,0,0,0.189852542933202,0,0,0.105765775950961,0,0.0525246399326533,0.110333524582564,0,0,0,0,0,0,0,0,0,-0.00422113535930818,0.00557340557096579,0,0,0,0,0,0
