,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X601158.SH,X000709.SZ,X000027.SZ,X600583.SH,X600309.SH,X601992.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000878.SZ,X600352.SH,X600021.SH,X600660.SH,X600863.SH,X000792.SZ,X600022.SH,X600578.SH,X000629.SZ,X601918.SH,X002470.SZ,X600307.SH,X600489.SH,X000825.SZ,X600547.SH,X600098.SH,X600808.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.772665728296131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381223914292093,0.0330699257079955,0,0,0,0,0,0,0,0,0,0.0416444321179104,-0.0558276702755894,0,0.00156510229689656,0,0,0,0
X600028.SH,0.41509434088999,0,0.0635882922378401,0,0,0,0.122236969267509,0.0367882155389662,0,0,0,0,0.0347417211552567,0,0,0,0,0,0,0.0643284824469938,0,0,0,0,0,0,0,0,0,0,0,0,0.0456893256195551,0,0,0,0,0.0194609965506679,0,0.0586167074461813,0,0,0,0,0,0,0,0.0206684879491532,0,0.0484298989140832,0,0,0,0,0
X601088.SH,0,0.21864480406238,0,0,0.255678998812079,0,0.123306511095585,0,0.148845858155398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272558634130531,0.000467872826973581,0,0,0,0,0,0,0,0,0,0.00816366143673833,0,0,0,0,0.0483296277674236,0,0,0,0,0,0,0,0,-0.0308286195628323,0.0234046891911716,-0.17888138779196,0,0,0,0,0
X600011.SH,0,0,0,0,0.100084905766956,0,0,0,0.0530811487267044,0,0.128403315967571,0.166464086038331,0,0.0653993739290633,0,0,0,0,0.0998759748608511,0,0,0,0,0.0569078180069441,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.180860153584243,0,0.0606692171785274,0,0,0,0,0,0,0,0,0,0,-0.00318380321320329,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.395308818802882,0,0,0,0,0,0,-0.0838345419378677,0,0,0.275426030521056,0.0131318602797878,0.155033487453657,0,0,0,0,0,0,0,0,0,0,0,0.0274226279726823,0,0,0,0.0697047700420385,0,0,0,0,0,0,0,0,0,0,-0.0389985498767042,0,0,-0.027270639908966,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0197785441682163,-0.0444660709271763,0,0,0,0,0,0,-0.54729035383297,0,0,0,0,0,0,0,0,0,0,0.0168065399441886,-0.0104011517005224,0,0,0,0,0,0,0.0135476167184921,0,0,0,0,0.00222251821301066,0,0,0,0,0,0,0,-0.0405726318762124,0.0254211143459437,0,0,0,0,0,0
X600019.SH,0,0,0.0779426759120006,0.0866049130575463,0,0,0,0,0.110915382769338,0,0,0,0.0478985351436823,0.170439130975115,0,0,0,0,0,0,0,0,0,0,0,0,0.00371777069044778,0,0,0,0,0,0.132087117897078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00615612877060589,0,0,0,0,0,0
X600585.SH,0,0,0.109739753285526,0.110459812764866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457258197715745,0,0,0,0.0690958056467929,0,0,0,0,0.146170158297396,0,0,0,0,0.204052711234236,0,0,0,0,0,0,0,0.0244765366737323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.332123713347142,-4.33680868994202e-19,0,0,0,0,0,0,0.162919652890995,0.121940746259006,0,0,0.128568004103488,0,0,0,0,0,0,0,0,0,0.16741202579537,0,-0.0818800745316605,0.0165285034266727,0,0.214934216970989,0,0,0,0,0,0,0,0,0,0.0178084822379513,0,0,0.102636674531601,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.138579278642273,0,0,0,0,0.0235463831934034,0,0,0,0,0,0,0,0.0649422640183688,0,0,0.0654773673792457,0,0,0.0100218342996943,0,0,0,0,0.257807150621607,0,0,0.21278300769838,0,0.00947960923571592,0,0,0,0,0,0,0,0,0,-0.00146789032300003,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0167572120720703,0,0,0.0392297862452897,0,0.0720623963398992,0,0,0.0425531588856699,0,0,0,0,0,0.064192352319769,0,0.0286752431472971,0,0.0663935021245489,0,0,0,0,0,0.11919887023303,0,0,0.134576970233594,0,0,0,0,0,0,0,0,0.0100778377327249,0,0,0,0,0,0,0,0,0,0
