,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X601600.SH,X600188.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X600027.SH,X000786.SZ,X601991.SH,X000408.SZ,X600219.SH,X600426.SH,X600176.SH,X002128.SZ,X000983.SZ,X601168.SH,X002353.SZ,X000630.SZ,X000933.SZ,X600096.SH,X601699.SH,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X600549.SH,X600995.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.134665814322922,0.55304931614356,0,0,0,0,0,0,0,0,0,0,0,0.0185001347991686,0.00948316579133289,0,0,0,0,0,0,0.0556263901566181,0,0,0,0,0,0,0,0,0,0.0377852736083245,0,0,0,0,0,0,0,0.103840837704689,0,0,0,0,0,0,0.00910600400932478,-0.0680028211902033,0,0,0.0163449486765754,0.00608907114888466,0,0,0,0,0,0
X601088.SH,0,0,0.145583798825405,0,0,0.412899463236842,0,0,0,0,0,0,0,0,0,-0.0480810771434681,0,0,0.0229657183924581,0,0,0,0,0,0.0269672289877985,4.33680868994202e-19,0.051926048878212,0,0.127136499618752,0,0.0505846510804601,0,0,0.0099413252085244,0,0,0.0229572571476502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151056651008241,-0.0134220558341693,0,0,0,0,0,0
X600028.SH,0.151097224871136,0,0,0,0,0.188276458741315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120354014924179,0,0,0,0,0,0,0,0.0388794022483413,-0.0187650905022878,0,0,0,0,0.0181105975513165,0,0,0,0,0,0,0,0,0.316796813220849,0,0,0,0,0,0,-0.0492317331729147,0.0105253747032406,1.0842021724855e-19,0,0,0,0,0,0
X600309.SH,0,-0.0595076097985057,0,0,0,0,0,0.0255259627260449,0,0,0,0,0,0,0,0,0,0,0.128390614749174,0.0186632077610002,0,0,0,0.22009791188565,0,0,0,0.0245329230892146,0.0612905970179628,0,0,0.0020633227063944,0,0,0,0,0,0.0903150261179961,0,0,0,0,0.109152572156556,0,0.00248196846647107,0,0,0,0,0,-0.0675425495014454,-0.00980406874025077,-4.33680868994202e-19,0,0,0,0,0,0
X600660.SH,0.105622335585008,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328630631870797,0,0.105257134337282,0,0.211373255258856,0,0,0.0613208057773231,0,0,0,0,0,-0.0742546349967069,0,0,0,0,0,0,0,0,0.0363946061901667,0,0,0,0.153855492078895,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,-0.00667168072327172,0.00638117681680612,-0.0253645457984284,0.11998838815444,0,-0.161421960478211,0,0
X601898.SH,0,0.282827587307468,0,0,0,0,0.279847883423716,0,0.439966460993932,0,0.0298395305572018,0,0,0,0,0,0,0,-0.0538461359341208,0,0,0,0,0,0,0,0,0,0,-0.0153710204242246,0,0,0,0,0,0,2.16840434497101e-19,0,0.105811522561358,0,0,0,0,0,-0.0416679762478834,0,0,0,0,0,0.0728111130966262,0.0119808429076891,-0.015082068884221,-0.0280474346739753,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.182110236213651,0,0.280528251086048,0,0,0,0.230367904283218,0,0,0,0,0,0,0,0,0,0,0,0,-0.00620144543325139,0,0,0.00379771002968057,0,-0.0317462727464632,0,0,0,0,0,0,0,0,0,0,0,0,0.0864392725776287,0,0,0,0,0,0,0,0,0.036036519323216,-0.0164773521621536,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.343556624406525,0,0,0,0,0,0,0,0,0,0,0.760727976504525,-0.165181128335953,0,0,0,0.231618678855403,0,0,0.0420753164989619,0,0,0,0.0150882701013688,0,0,0,0,0,0,0.192914568361626,0,0,0,0,0,-0.230072301560094,0,0,0,0,0,0,0,-0.0354434758901601,-0.000350787436506139,0,0,0,0,-0.14785539093724,0,0
X600188.SH,0,0,0,0,0,0.0956176079328926,0,0,0,0,0,0,0.0989211016930188,-4.33680868994202e-19,0,0.025216309097917,0.0442061369453008,0,0,0,0,0,0,0,0,0,0.0962933882404449,0,0,0,0,0.011577960376619,0,0,0,0.13742224910018,0,0,0,0,0.00763294116705702,0,0,0.13380909307175,0.0753627215430584,0,0,0,0,0,0,0,-0.00508985761502984,0,0,0,0,0,0
X600585.SH,0,0,0,0.224783080911056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113797076700907,0,0,-0.406860919050981,0,0,0,0.004957947673267,0,0,0,0.0595685082426062,0,0,0,0,0,0,0,0,-0.0634167273705579,0,-0.0416753517904952,0,0.286498309054403,0.141699558153011,-0.0369239033103377,0,0,0.00799641202201736,0,0,0,0,0.00325940955281587,0,0.0174004700268295,0,0,0,0
