,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600339.SH,X600299.SH,X000709.SZ,X601158.SH,X000959.SZ,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600098.SH,X600352.SH,X600219.SH,X000408.SZ,X000883.SZ,X000723.SZ,X000825.SZ,X000539.SZ,X600021.SH,X000983.SZ,X002092.SZ,X000027.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.320132247862769,0,0.0528297585075511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236643751911625,0.0374257163934426,0,0,0,-0.0213852640306829,0.0182083391680889,0,0,0,0,0,0,0,0,0,0,0.0612541652312686,0,0,0,0,0,0,0,0.0985155043427241,0,0.00231954593793652,-0.00721848298570874,0,0,0,0,0,0
X600028.SH,0.641467554855262,0,0,0,0,0.131899484494492,0,0,0.0141133604473672,0.0425281307971589,0.0821513402690877,0,0,0.0189646712903755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137396978213674,0,0,0,0,-0.0317984143898796,0,0.0141069657643292,0,0,0,0,0,0,-0.164199689915591,0.0417258012779102,-0.0212093188680687,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-1.73472347597681e-18,0.412903206855608,0.00598436229939122,0.0855823370086614,0,0,0,0,0.0375702657728201,0,0,0,0,0,0,0,0,0,0.052031247031955,0,0,0,0,0,0.0134969767685364,0,0,0,0,0,0,0,0,0,0.0681547448192875,0,0.0271395994164809,0,0,0,0,0.034985772568719,-0.127224410600885,0.0333407269823397,-0.0178983847944701,0.0131958938180435,0,0,0,0,0,0
X600019.SH,0,0,0.530346043346886,0,0.244728075194824,0,0,0,0,-0.0863892635315421,0,0,0,-0.124495306811397,0,0,0,0,0,0,0,0,0,0,0.147064853602624,0,0,0,0,0,0,0,0,0,0,-0.23392358833975,0,0,0,0,0,0,0.098960834480462,0,0,0,0.024270548052171,0,-0.0158270896006302,0.0602823938569704,0,0.00411919803901118,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0939577669670276,0,0.0195724829423942,0.271056520028082,-0.0931016206923604,0,0,0,0,0,0,0,0,0,0,-0.0738727709471935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284929126792729,-0.0116558746750281,0,0.0278224080223297,0,0.104152581558082,0,0,0,0,0.0212264388282713,-0.0163472396642965,0.0160434734085909,0.101371703477189,0,0,0,0,0
X600585.SH,0,0.0296844408308726,0,0.0725147036006522,0,0,0,0,0,0,0,0,0,0,0.144098292408975,0,0,-0.0667540875574456,0,0,0.0860300903654558,-0.061994309250817,0,0,0.137319681989594,0,0,0,0,0,0,0,0,0,0.0464841505943329,0,0,-0.367603713709646,0,0,0,0,0.0711487588951766,0,0.0119963455920024,0,0,0,0,-0.299849859544306,-0.00710946766950093,0.0120811917754451,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.052909056102423,0,0,0.0665776282839666,0,0,0,0,0,0,0,0,0,0,0,0,0.188628385834589,0,0,0,0,0.0189976744590126,0,0,0,0,0.119942047195386,0,0,0,0,-0.0186111949848886,0,0,0,0,0,0,0,0.0226667289851279,0.0677038615657998,0,-0.0310972610840715,0.0113958381917413,0,0,0,0,0,0
X601898.SH,0,0,0.219633910430144,0,0,0,0,0,0,0,0,0.0523133379885126,0,0,0,0.177509573391679,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.171746908098782,0,0,0,0,0,0,0,0,0,0,0,-0.0578221432585469,-0.00414541247522431,0,0,0.0698555857655533,0,0,0.0324003186582746,0.0468101230020021,0,0,-0.0193290301440784,0.011078392093226,0,0,0,0,0,0
X601600.SH,0,-0.0966078615599473,0,0,0,0,0,0,0,0,0,0.212212219514529,0,0,0,0,0,0,0,0,0.0658243788929861,0,0,0,0,-0.244224446001597,0,0,0,0,0.236988941076715,0,0,0,0,0,0.197813548045906,0,0,0,0,0,0,0,0.044976694968127,0,0,0,0,-0.0429076189183398,-0.0274859363662457,0.0212807155627741,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525471081115004,0,0,0,-0.0129269633680502,0,0,0,0,0,0.756030298412555,0,0,0,0,0,0,0.0267757010538222,0,0,0,0.0710579356168815,0,0,0,0,0,0,0,0.0159239055700222,-0.120127352175411,0.114597700799746,0,0,0,0,-0.0529413747571846,-0.0437608761418714,0.0230022657666708,0,0,0,0,0,0
