,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X600010.SH,X002271.SZ,X600660.SH,X600011.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X000408.SZ,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X600688.SH,X600801.SH,X600027.SH,X000807.SZ,X000825.SZ,X300037.SZ,X600352.SH,X002353.SZ,X600489.SH,X000959.SZ,X600157.SH,X000932.SZ,X300073.SZ,X600141.SH,X600516.SH,X000898.SZ,X002326.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0466272238446373,0,0,0,0,0.0171478860669759,0,0.0116043526421102,0,0,0.0303537886144996,0,0.0511855741711603,0.0321575755753333,0,0,-0.0755332100988679,0,0.0433599846906555,0.0772888316113761,0,0,0,0,0,0,0,0.140578996689976,0,0.145075284228048,0,0,0,0,0,0,0,0,0,0.0279114473289256,0,0.0988444644922947,0,0,0,-0.0248016988261141,0.0303337044147637,0,0,0,-0.0497068744610898,0,0
X600028.SH,0.113568184414338,0,0.0304480158107893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558068104099741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00812927471666703,0,0.120666749170718,0,0.0101561003514193,0,0,0,0,0.0124542480035137,0,0,0,0,-0.0558973913389169,0,0.0289611952894386,0,2.16840434497101e-19,0,-0.0162756963649253,0.0210361694796545,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0539096754083565,0,0,0,-0.0354213853881672,0,0.0717026123701083,0,0.243514615661379,0,-0.15705731663232,0,0,0,0,0,0.092558898676234,0,0,0,0,0,-0.0824146377149169,0,0,0.226782873017118,0,0,0,0,0,0,0.088351400815943,0,0.0673991248951183,0,0,0,0.0102004559766596,0,0,0,0,-0.0220616376098093,0.0139928299309837,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0347307531979407,0,0.0797019798771709,0.109534593742531,0.108234839512699,0,0,0,0,0,0,0,0,-0.0498271298141626,0,0,0,0.00160165646401414,0,0,0,0,0.120145252251642,0,0,0,0,0,0,0,0,0,0,0.114888775470797,0,0,0,-0.0565948673988984,-0.120157699973553,0,0,0,0.000727237363883733,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0181456377642779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312988221605164,0.008699400772613,0,0.0564324207459987,0,0,0,0,0,0,0,0.204323058764767,0,0,0,0,0,0,0,0.0187912720906641,0,0,0.040831952695192,0,0,0,-0.0701505082782184,0,-0.055788732380439,0.0783219309396183,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.40707654337577,0,0,0,0.17858600610011,-0.0832389950993668,0,0,0,0,0,0,0,0,0.250037834120597,-0.0850841513194136,0,0,0,0.0839261549904249,0,0,0.0646837058445199,0,0,0,0,0,0,0,0,-0.0891384132099955,0,0,0,0,0.0574721080863737,0.219672451438229,0,0,0.00433103358893267,0,-0.016778444075484,0,0,0,0,-0.0491212718743391,0,0
X000792.SZ,0,0,0,0,-0.192768530999336,0,0,-0.255259538683401,0.26911658988938,0.235681447889561,0,0,0,0,0,0,0.0834208774612666,0,0.187929174651538,0,0,0,0,-0.0286652500372146,0.062492658876355,0,-0.163121390759663,0,0.246400218713477,0,0,0.0583877355339401,0,0.0230266616802219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101138750832948,0,-0.0752807315423245,0.122190613408759,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00938189133175598,0,0.0491291794534527,0,0.0559734859768491,0,0,0.0206880631053766,0,0,0,0.00997404880541574,0,0,0,0,0,0,0,0.0382873234183591,0,0,0,0,0.0341880328264271,0,0,0,0,0,0.0422943375673394,0,0.0510493747961382,0,0,0,0.0788365355101981,0,0,0,0.0383345795937934,0,0,0,-0.0434870854857758,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.50642399279235,0,0.197569748841683,0.11381774147142,0,0.00860368500213582,0,0,0.0436895070839933,0.154599705451937,0,0,0,0,0,0.0546419466380098,0,0,0,0,-0.185796673464025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184105949576742,0,0,0,0,0,-0.00537359672335833,0,0,0,0,-0.0881237184963193,0,0
X002466.SZ,0,0,0,0,0,0.448935579852062,0.238792150329865,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.277836134437583,0,-0.127559173726051,0,0,0,0,-0.00567479541952437,0,0,0,0,0,0,0.0636518264395532,0,0,0.194734864121207,0,0,0,0,0,0.0357095858338679,0,0,0,0,-0.0335982783199957,0,0
