,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X601600.SH,X600010.SH,X601898.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X000807.SZ,X600219.SH,X000786.SZ,X600803.SH,X600096.SH,X600795.SH,X002353.SZ,X601991.SH,X002080.SZ,X300073.SZ,X000630.SZ,X600688.SH,X600489.SH,X600378.SH,X600141.SH,X000825.SZ,X600157.SH,X000960.SZ,X600801.SH,X600160.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.107335086967294,0,0,0,0,0,0,0,0.0301965430548709,0,0,0,0,0,0.0223169454706956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175524052068723,0,0,0,0,0,0,0,0,0,0,0.144078767465745,0,0,0.0133679020317576,0,0,0.155000870742187,0.198977533770867,0,0,0,0,-0.0259540389997544,0,0,0,0.0292713419967193,0,0
X601088.SH,0.0681069279216226,0,0,0,0,0,0.10519269939382,0,0,0,0,0,0,0,0,0.0494910927798108,0,0,0,0,0,0,0,0,0,0,0,0,0.282910063142059,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00589391543105888,-0.0678012838846838,0,0,0.115802260578612,0,0,0,0,0,0,0,0,0,0,0.0332870643241065,0,0,0,0.103659787949069,0,0
X600028.SH,0.166608987935665,0.0669248774462535,0,0,0,0,0,0,-0.0173822813357624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394898545142412,0.252451633971589,0,0,0,0,0,0,0,0.0317787461378575,0,0,-0.00762800507381586,0,0,0,0,0,0,0
X600309.SH,0,0.0231424297821959,0,0,0,0,0,0,0.0204617757559354,0,0,0.00415255828927463,0,0,0,0,-8.67361737988404e-19,0,0.0866946641636785,0.0393231476560238,0.208768714411423,0,0,0,0,0,0,0,0,-0.0596881296526645,0,0,0,0,0,0.152223995252417,0,0,0,0.0636926087775098,0.0717766130752473,0,-3.46944695195361e-18,0,0,0,0,0,0.0641691048899523,0,0,-0.016628564853629,0.0104065893200625,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449951962142805,0,0,0,0,0,0.0123411363116606,0,0,0,0,0,0,0,0,0.11810578586503,0,0,0,0,0,0,-0.0057621538254226,0,0,0,0,0,0.0303212342256944,0,0,0.47719136325072,0,0,0,0,-0.00352640725966878,0,0,0,0.0149775096020249,0,0
X002460.SZ,0,0,0,0,0,0,0.133798157946645,0,0,0,0.443251041186349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150256525340967,0,0.0462536628034744,0,0,0,0,0,0,0,0,0,0.145022079048843,0.18835767048236,0,0,0,0,0.179230687996062,-0.0301032465812497,0,0,0,0,0,0,0,-0.0523767583645956,0,0,0,-0.0149121679639416,0,0
X600188.SH,0,0.331560971778314,0,0,0,0.111724016954743,0,-0.0111960392778208,0,0,0,0.114882098207379,0,0,0,0,0.0202793636272437,0,0,0.0628458155788428,0.0549005731488374,0,0,0,0,0,0.381370158888704,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119063786444671,0.131919749991702,0,0,0,-0.091203380102974,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.438882622562253,0,0.245462358472303,-0.0724483767845832,0,0,0,-0.0456882038128668,0,0,0,0,0,0,0,0,0,0.337039983657806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392614384512422,0.00541792419046358,-0.0854373673910983,0,0,0,0.111279595257478,0,0,0.0156513025070618,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.166686056128191,0.0176975092158809,0,0,0,0.125221268151604,0,0,0,0.322144336258051,0,-0.0747596367836014,0,0,0,0.173416244252206,0,0,0,0,0.0657738840536015,0,0,0,0.0881704139630072,0,0,0,0.0287621053547463,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0463864578268386,-0.042325868977099,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.160855048695229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190452980154292,0,0.0434345636089897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13020323448389,0,0.389540852687018,0,-0.00990965090109995,0,0,0,0,-0.0231782604388282,0,0
