,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X601991.SH,X600547.SH,X600795.SH,X600309.SH,X600362.SH,X601992.SH,X600188.SH,X600660.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X000709.SZ,X000959.SZ,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000630.SZ,X000408.SZ,X002460.SZ,X000883.SZ,X000983.SZ,X600219.SH,X600352.SH,X000539.SZ,X002092.SZ,X000825.SZ,X000027.SZ,X000723.SZ,X600578.SH,X601699.SH,X600176.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.211639887014604,0,0.0574415311782788,0,0,-0.0121382820734731,0,0,0.0452629692770534,0,-0.0323527799637214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563657751858788,0,0,-0.0654502073860998,0,0,0,0,0,0,0.0101911831774118,0,0,0,0,0,0.130767290637863,0,-0.00960355765526271,0,0,0,0,0,0,0
X600028.SH,0.0296263747084887,0,0,0,0.0297183567867942,0,0,0,0.0608037967115115,0,0.191912067769702,-0.00711573653720007,0,0,0,0.0973659357420661,0.0524163438776328,0,0,0,0,0,0,0,0.0405123270621071,0,0,0,0,0,0,0,0.00163102629631702,0,0,-0.0531098864576323,0,-3.46944695195361e-18,0,0,0,0,-0.0483388981463958,0,0.0446931142776558,0,0,0,0,0,-0.00271253627188977,0.0119830237727128,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.067850679623907,0,0,0,0.0224958632225713,0,0,0,0.0224318437491219,-0.0533347295093053,0.0867525609800572,0,0.158807203940601,0,0,0,0,-0.00750858077818297,0,0.221177412251352,0,0.00916500202151965,0,0,0,0,0,0,0,0,0.0241354255264278,0,0,0,0,0,0,0,0,0,0,0,0,-0.0018468812180127,-0.00309950727518421,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0837100295112639,0,0,0,-0.0218200490469875,0,-0.0871324978433561,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.26296973564715,0,0,-0.118193961376131,0,0,0,0,0,0,0,0,0,0,0,-0.0187599784306962,0,0,0,0,0,-0.116946308550566,0,0.156375478720089,-0.0157332167804922,-0.0185302985960191,0.197443971724652,0,0,0,0,0
X600585.SH,0,0,0.122184814736831,0,0,0,0,0,0,0.18617793953548,0,-0.0637424098528411,0,0,0,0.0159905476324353,0.25603149145075,0,0,0,0,0,0.144013058064921,0,-0.142060070495321,0,0.0100397489344129,0,0,0,0,0,0,0,-0.191681384874477,0,0,0.0578463625772066,0,0,0,0,0,0,-0.168165572691095,0,0,0.0886569723038559,0,0,0.00182704817220772,-0.00629836805730071,0,0,0,0,0,0
X600011.SH,0,0,0.075586933467934,0.016894174376536,0,0,0,0,0,0,0,0,-0.289998509975526,0,0.044428478261058,0,0,0,0,0.146127563835283,0.220000595692224,0,0,0.0631667158176762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443512051726447,0,0,0,0,0,0.0421910460160511,-0.0185723028571988,0,0,0,0,0,0
X600010.SH,0,0,-0.00794214455225942,0.0582177980301344,0,0,0,0,-0.054018822942827,0.166332348568246,0,0,0,0,0,0.0444353490876393,0,0,0.192768245139684,0,0,0,0,0,0,0,0.202823112448899,0,0,0,0.0602928978486324,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.071097372663746,6.93889390390723e-18,0,0.0445659707162984,0,0,0,0,0,-0.0060347199863574,-0.00298876638376842,0,0,0,0,0,0
X601898.SH,0,0,0.0720188680167193,0,0,0,0,0,0,0,0,0,0,0,0,0.0305706917773911,0,0.0273832894583083,0,0,0,0,0,-0.0108427808400571,0,0,0,0,0.0575922170330137,0,0,0,0.328739658746776,0.0141298549933904,0,0,0,0.218478415018119,0,0,0,0,0,0,0,0,0,0.0532572607271572,0,0,-0.00175774206271709,-0.00172610151929549,0,0,0,0,0,0
X300072.SZ,0,0.147598252570988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159348978763855,0,0.0310313095144267,0,0,0,0,0,0.279278824582395,0,0,-0.173075587300404,0,0,0,0,-0.0166621541475389,0,0.106471418252739,0,0,0,0,0,0,0.0613022563503333,-0.125416660479934,0,0,0,0,0,0,0,0.0650270004219588,-0.0149536020574105,0,0,0,0,0,0
X601600.SH,0,-0.0413021727224457,0,0,0.0319456041352296,0,0,0,0,0,0,0,0,0,0,0.158514081704662,0,0.142158633577846,0,0,0,0,0.130368815145939,0,0,0,0,0,-0.0159770777692703,0,0,0,0,0,0,-0.071602764837817,0,0,0.404610071040985,0,0,-1.73472347597681e-18,-0.0782730339175731,0,0,0,0,0.0489805029928059,0,0,0.00939653868124573,-0.00805830946078799,0,0,0,0,0,0
