,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X601600.SH,X600688.SH,X600309.SH,X300072.SZ,X600547.SH,X600795.SH,X601991.SH,X600188.SH,X600660.SH,X600362.SH,X600027.SH,X600886.SH,X000709.SZ,X002466.SZ,X600157.SH,X600111.SH,X600489.SH,X600339.SH,X000898.SZ,X000959.SZ,X600299.SH,X601158.SH,X000883.SZ,X600219.SH,X600583.SH,X000408.SZ,X000630.SZ,X000792.SZ,X600578.SH,X600008.SH,X600352.SH,X002460.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X002092.SZ,X000723.SZ,X600021.SH,X600176.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0959298275562877,0,0.050180821216229,0,0,0,0,0.0356425674980682,0.125029609294965,0,-0.0244307207529083,0,0,0,-0.00793479982288469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099202664212273,0,-0.0341947813903131,0,0,0.00826447442914523,0,-0.0423489672029536,0,0,0,0,0,0,0,-0.0084592926177253,0,-0.0115446601507038,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0328762835798942,0,0.182694185462001,0.0480313637299056,0.0495648509761714,0,0,0,0,0,0.051031181189515,0,0,0,0,0,0,-0.07988216735165,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.00753778396081238,0,-0.0311689562670468,0,0,0,0,0.0927969896197093,0,0,0.00787583589952968,0,-0.00319255571660752,-0.00160796410140132,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.113291695562139,0,0,0.118320881457467,-0.0532090171763587,0,0,0,0,0,0,0,0.10358413907586,0,4.33680868994202e-19,0,0.105450177347174,0,-0.013058201653761,0,0,-0.00844855636080868,0,0.183589472518778,-0.0202835978205228,0,0,0,0,0,0,0.0500327236115539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0059909889144256,0.00145949943321939,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.208882283537739,0,0,0,-0.0974634581115975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31513786546676,0,0,0,0,0,0,0,0,-0.124450097319497,0.145116131415143,0,0,0,0,0,0,0,0,0,-0.0388380074408377,-0.0492852676703184,0.265608774520166,-0.00255629847045965,-0.0124016295472123,0.120741955965686,0,0,0,0,0
X600011.SH,0,0,0.173703135114566,0,0,0,0,0,0,0,0,0.0447809297547392,0,-0.219662578730974,0,0.0310698421706825,-0.122876249736891,0,0,0.730776393238838,0.0735349222682725,0.0995594974227582,0,0,0,0,0.0978755044994923,0,0,0,0,0,0,0,0,0,0,0,0.030715040449288,0,0,0,0,0,0.0184732640590336,0,0,0,0,-0.138695746595576,0.0264791368990085,-0.0107574053445102,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0324255311101744,0.112497884659797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0876522421914519,0,0.26884819481124,0,0,0,0,0,0,0,0,0,0,0,0,0.15329161293322,0,0,0,0,-0.118494100918928,0,0.0980038812631115,0,0,-0.0121356826923947,-0.0342418453709013,0,0,0,0,0,0
X600010.SH,0,0,0,0.001001123998024,0,0,0,0,0,0.0254717401376583,0,0,0,0,0,0,0,0,0.0336531680069629,0,0,0,0,0,0,0,1.38777878078145e-17,0.285706334416038,0,0,0,0,0,0,0,0,0,-0.0984946788017068,0.106923227129457,0,0,0,0.11750341171703,0.0891113119686473,0,0.0504973965206009,0,0,0,0,0,-0.0115240086693327,0,0,0,0,0,0
X601898.SH,0,0,0.0178290472044923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312527935937268,0,0.0724525680819362,0,0,-0.0407274721357065,0,0,0,0,0.04606950902609,0,0.00171751015609786,0,0,0,0,0.339542237939226,0,0.0323355781713134,0,0,0.0311614374557512,0,0.0159426967035739,0,0.200924228376463,0,0,0,0,0,0,0,-0.00090227423520762,-0.00227369790249122,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0821227696956617,0,0,0,0.0923756235757131,0,0,0,0,0,0,0,0,0,0,0,0.6333714500237,-0.16728104577102,0,0,0.442696095218484,0,0.00309959746739824,0,0,0,0,0,0,0,0,0,0,0.279188511125668,0,0,0,0,0,0.199258688774013,-0.0403283831128518,0,0,0.182506185238172,0,0,0.0187893315394695,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0451184696940992,0,0,0,0,0,0,0,0,0,0.397279702903634,0,0,-0.0727632173652724,0.0301909113157621,0,0,0,0,0,0,0,0,0,0.085951705582952,0,0,0,0,0,0.182854756299234,0,0,0,0.0361000937435861,0,0,0,0,0,0,0,0.0143033361374991,0.00921856527032531,0,0,0,0,0,0
X600688.SH,0.0790854403441767,0.475126184818028,0,0,0.0653376838296554,0,0,0,0.000748052502482981,0,0,0.0694086774318956,0,0,0,0,0,0,0,0,0,0,0,0.172780643168946,0,0,0,0,0,0,0,0.12348293630232,0,0,0,0,-0.0804372199897733,0,0,0,-0.0578992313368739,0,0,0.0400925114828558,0,0,-0.0223376518142037,0,0,0,-0.00458218285650594,-0.0011873109440018,0,0,0,0,0,0
X600309.SH,0,0,0,-0.265338290956145,0.262553845383134,0,0,0,0,-0.128301307665399,0,0,0,0,0,0,0,0,0,0,0.0424792788382229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2893146941731,0,0.172359323535857,0,0,0,0,0.130101341343641,0,0,0.307046994744343,0.124659392118534,0,0.000915794604497056,0.0165895095481009,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.612051171870831,0,0,0,0.0984751977223825,0,0,0.0572914518121972,0,0,0,0,-0.14712062470764,0.116720594095906,-0.0218842015190292,0,0,-0.0229156829737429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234810439969497,0,-0.0772064225386341,0,0,0,0.344994536730568,0,-0.0798583040371441,0,0,0,0.116872661251548,0.0104377894474326,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.146794454704446,0,0,-0.00884640029761807,0,0,-0.0612738124178782,0,0,0,0,0,0,0,0,0,-0.0089608067941077,0,0,0,0.261496400998739,0,0,-0.0017291286292238,0.0721939355823224,0,0,0,0,0.0661478861512342,0,0,0,0,0,-0.0819580335847998,0,0,0,0,0.112305958575824,0,0,0,0,0,0.000240675798286747,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0326677437995013,-0.00595459347666509,0,0,0,0.0110621804022889,0,0,0.0418119819637584,0,0,0.0634471436986421,0,0,0,0,0,0.0385928285083105,0,0,0,0.0378725939909146,0,0,0,0,0,0,0,0,0,0,0,0.0663595284079474,0,0,0,0.0454486567083768,0,0,0,0,0.00388426381016876,0,0,0,-0.00115910052095706,0.00261000398981487,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.154577287887533,0,0,-0.0174437308840085,0.201164929900992,0,0.0810639491949491,-0.128682263371733,0,0,0,0.146289473109398,0,-0.00823190588659128,0,0,-0.178749811837648,0,0,0,0,0.334889501054159,-0.029014438716834,0.0666409402757691,0,0,0,0,0,0,0,0,0,0.431230956419269,0,-0.132068374586499,0,0,0,0,0,0,0,0.0439592829603542,0,0.121892488869701,0,0,0,0,0,0,0
