,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X002466.SZ,X600795.SH,X600362.SH,X600188.SH,X600111.SH,X601991.SH,X600516.SH,X600547.SH,X600660.SH,X000709.SZ,X600886.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600808.SH,X600339.SH,X600489.SH,X002092.SZ,X600352.SH,X600219.SH,X600549.SH,X000792.SZ,X000553.SZ,X601158.SH,X000630.SZ,X000983.SZ,X000883.SZ,X600176.SH,X002271.SZ,X000723.SZ,X600299.SH,X000825.SZ,X000060.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.00260060894355603,0,0.0102087649322622,0,0,0,-0.0167628388971624,-0.0652354461613941,0,0,0,0.0287882799848001,0,-0.0103027470238486,0,0,0,0.0124003045732687,0,0,0,0,0,0,-0.0579552067133335,0,-0.0414639808575076,0,0,0.0311973441686536,0,0,0,0,0.00696628159529886,0,0,0,-0.101812284432053,0,0,0,-0.00229266693683096,0,-0.00881883664276961,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0039364465008626,0,0.223973015445498,0,0,0.0550156783488247,0,0,-0.11951402548146,0,0,0,0,0,0,0,-0.0554169438574657,0,0,0,0,0,0,0,-0.123895221315631,0,0.0627163381373056,-0.014117801660259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729582352722657,0,0,0,0,0.00147199744541342,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.023548131704563,-0.000593565490467744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197560082752234,0,0,0,0.00127662490515409,0.0136569555200128,0,0,0,0,0,0.00178830258720053,0,0,0,0,0,0.00725589871240545,0,0,0,-0.0174856003612543,0,0,0.00579517545327898,0,0,0,0,0,0,-0.00527880293819783,0.00305803811054215,0,0,0,0.124783731740274,0,0
X600019.SH,0,0,0,0,0,0,0.0168975888410089,0,0,0.147183883744552,0,0,0,0,0,0.00618475423826411,0,0,-0.0332507541321947,0,0.155025967224737,0,0,0,-1.73472347597681e-18,0,0,0,0,0.383970919280136,0,0,0,0,0,0.0548077762023902,0,0,0,0,0,0,0,0.0397396081792508,0,0,0,0,0,0,-0.00894181609121621,0.019160409214602,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.041405289620392,0,0,0,0,0,0,0,0,0.136022566818865,0,0.0400156819777396,0,0,0.087500209206856,0,0,0,0,0,0,0,0.150902090116329,0.0466257482602245,0,0.00173689374346476,0,0,0,-4.33680868994202e-19,-0.060250999526834,0,0,0.00618471103319387,0,0,0,0,0,0,0,0,0,-0.00633150184589923,0.0265041095990828,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0524474951201489,0.161295583083283,0,0,0,-3.46944695195361e-18,0,0.105255573643801,0,0,0,-0.0378845345674106,0,0.267313675064693,0,0,0,0.024505404646593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216383006028738,0,0,0,0,0,0,-0.00331232480929669,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0401110742632526,0.171125809748165,0,0,0,0,0,0,0,0,0,0,0,0.507587787179095,1.73472347597681e-18,0.0947127962399084,4.33680868994202e-19,0,0,0,0.0200801089272005,0,0,0.0655220332930673,0,-0.0272546980744985,0.0689828175871949,0,0,0,0,0,0,0.0328737267760548,0,0,-0.0630242296599658,0,0.220404032293283,-0.126346727201649,0,0,0,0,-0.0186051848039799,0,0.0264879951072159,-0.0579198718386686,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0178796906198393,0.0082299452406653,0,0,0,0,0,0,0,0,0.0388841369782097,0.0721928225535006,0.0807135977249212,0,0,-0.0296040467780645,-0.000696289156872565,0,0,0,0,0.265328270311347,0,0,0,0,0,0.128990019570512,0,0,0,0,0.142230102173233,0,0,0.00644993005462374,0,0,0,0,0,0,-0.0143056228258226,0.0133939586233669,0,0,0,-0.0675077019540644,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.069778627819924,0,0,0.293079232366902,0,0,0.0267093969304433,0,0.146919286219182,0,0,0.14699559137557,0,0,-0.0300099509482272,0,0,0,0,-0.0841825731211647,0.103189108291727,0,0,0,0,0,0,0,0,0,0,0.0298990497041251,0,0,0,0,0,0,-0.00943750634515168,-0.0390592819409532,0,0,0,0,0,0
X601898.SH,0,0,0,0.218458382230838,0,0,0,0.0227664455407008,0,0,0,0.0533435100021416,0,0,0.00880287331806208,0,0,0,0,0,0,0,0,0,0,0.169686856771734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216545367105328,0,0,0,0,0,0.163078800065114,0,0,0,0,-0.0138035703737818,0,0,0,0,0,0
