,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X600688.SH,X601898.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X601992.SH,X600362.SH,X600886.SH,X600157.SH,X600111.SH,X600299.SH,X600623.SH,X600547.SH,X600660.SH,X000709.SZ,X601158.SH,X002466.SZ,X000792.SZ,X600489.SH,X600583.SH,X000629.SZ,X000898.SZ,X600309.SH,X000539.SZ,X000883.SZ,X600352.SH,X000959.SZ,X000027.SZ,X000060.SZ,X000983.SZ,X000630.SZ,X601699.SH,X002075.SZ,X600021.SH,X002470.SZ,X600578.SH,X300072.SZ,X600098.SH,X600022.SH,X600176.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0567850182140924,0,0.154612614735575,0,0,0,0,0,0.0463508928583983,0,0,0,0.17399497367599,0,0,0,0,0,0,0,0.00124502232994574,0,0.0652170325315679,0.0341282038228641,0.0366476743618641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.00320207466258779,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0771039267612318,6.93889390390723e-18,0,0,0.0733330638949799,0,0.00932253421185627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161077570972604,0.0158189207017703,0,0,0,0,0,0,0,0.0126284314380976,0,0,0.0576007786012259,0,0,0,0,0,0.0685860205901886,0,0,0,0,0,0.0184255380204373,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.376988534027379,0,0,0,0,0,0.118242155322723,0,0.131966287980072,0,0,0.0516566289126612,0,0,0,0,0,0,0,0,0.059570137690366,0.0654845333615951,0,0,0,0,0,0,0.0354722645287361,0,0,0.047395997474881,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0236421674026485,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.131076235032163,0.000802477912877909,0,0,0,0.065183004536364,0,0,0,0,0,0,0.0170404837068736,0,0,0,0.137021028130992,0,0.0119353321046472,0.0134057841430631,0,0,0,0,0,0,0,0,0,0.0370551641106769,0,0,0,0,0,0,0,0,0,0.144834202223158,0.00105268006606082,0,0.0598883666760941,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155712729053027,0,0,0,0,0.136007643780615,0,0,0,0,0,0.157348119054625,0.000775983472919397,0,0,0,0,0.0526876583842758,0,0.194500607421152,0,0.000259651086528391,0,0,0.103127783126836,0,0,0,0.0579453945818834,0,0,0,0,-0.0408665962147972,-0.0030506370061756,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.179668609163046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258272239827188,0,0,0,0.0794182519404241,0.155420568267943,0,-1.38777878078145e-17,0.139963957406361,0,0,0,0,0,0,0,0,0.117446367111512,0,0.097340537860037,0,0,-0.0288254320368433,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833508241733109,0,0,0,0,0,0,0,0,0.0212245041865169,0,0,0,0,0.0179725000382314,0,0.0280124479811414,0,0,0,0.0732091521643653,0.0669240988768409,0,0,0,0.0151047098702966,0,0,-0.00115746843172258,0,0,0,0,0.257355788127698,0.060762535846997,0.0727097697322077,0,-0.00946955424522109,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.127822951590518,0,0.0639794481347987,0,0,0.177845560868455,0,0,0,0,0,0,0,0,0,0,0.046367989849061,0,0,0,0,0,0,0,0,0.0112138687029975,0,0,0.0467502339889476,0,0,0,0,0,0,0,0,0,0.434038598359434,0,0,0,0,-0.0275932523628118,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.217937893731124,0,0,0,0,0,0,0,0,0,0,0,0.0276756600195583,0,0.0367468592300604,0,0,0,0,0,0,0,0,0,0,0,0.083302147941012,0,0.243760345645614,0.0365478243746347,0,0,0,0.0989514206290504,0,0,0,0,0,0,0.0440421246186371,0,0,0.0227240506209762,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0510927100183501,0,0,0,0.0330303039143739,0,0,0,0,0,0.0283848858298512,0.243610903387983,0,0,0,0,0,0,0.0357636409561522,0,0,0.116210938171978,0.112713729954812,0,0,0,0,0,0,0.00287315897961153,0,0,0,0,0,0,0,0,0,0.088133442302309,0,0.131426794171586,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.116734485530721,0,0,0.000828137380502901,0,0.116999259592815,0,0,0,0,0,0,0,0.0332398136509141,0,0,0,0.093312125493485,0,0,0,0,0,0.0230996483046866,0,0.0248072636841927,0,0,0,0,0,0,0,0,0.286355539822479,0,0,0,0,0,-0.00245499373089647,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140749503581472,0,0,0,0,0,0,0,0,0,0,0.0345547307962075,0.0342876183893123,0,0,0.244186645463992,0,0.0392077847659158,0,0.0153552044129576,0.000900161579069997,1.79428848450067e-05,0,0,2.16840434497101e-19,0.117682199026116,0,0,0,0.157113547519463,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.417390301822411,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0295936626804071,0,0,0,0.117747003299644,0,0,0.16816105940706,0,0,-0.0453244116096261,0.0210447060578063,0.0584176770332375,0,0,-0.00269208929417921,0.0770490839839007,0,0,0,0,0.158063872643705,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,-0.00572785951290074,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.00829513422871919,0.00611353486510885,0.0875710401633462,0,0.28664499563136,0,0,0,0,0,0,0,0.0336286493471599,0,0,0,0,0,0,0,0,0.0372679304111124,0,0.0631665854970324,0,0,0.0233422223669946,0,0,0.0181238220102093,0.0532425453322066,0.0210515639968636,0,0,0,0,0,0,0,0.184247629980965,0,0,0.0272039589032412,0,0,0.0120110440729246,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0274874740643473,0.0758979308380087,0,0,0,0,0,0,0.277523163749087,0,0,0,0,0,0.0585003189628191,0,0,0,0.242296152445058,0,0,0,0,0,0,0,0,0,0.0706637119428264,0,0,0,0,0.124578940340598,0,0,0,-0.0574769618933686,0,0,0,0,0.00968700478313066,3.59226277541827e-05,0,0.00892943563639572,0,-0.0781392758936488,0.0379417594568041,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.117339650667938,0,0,0,0,0,0,0,0,0,0,0,0,0.0463320770951402,0,0.00648934744924428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.10736500631709,0,0,0,0,0,0.314098504674116,0.141273767888051,0,-0.060687525850509,0,0,0,0,0,0,0
