,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600660.SH,X600010.SH,X000877.SZ,X000301.SZ,X600188.SH,X002271.SZ,X000708.SZ,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X600803.SH,X000723.SZ,X000408.SZ,X600688.SH,X600219.SH,X300037.SZ,X600399.SH,X002326.SZ,X000786.SZ,X601991.SH,X600795.SH,X600141.SH,X000825.SZ,X300073.SZ,X600352.SH,X600096.SH,X600489.SH,X600516.SH,X600157.SH,X002409.SZ,X000155.SZ,X002407.SZ,X600486.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.142419734358729,0,0,0,0,0.00232189991037871,0,0,0,0,0,0,0.0458834770234359,0.0710161202239256,0,0,0,0,0,0,0,0,0,0.0771954410987455,0,0,0,0.0014675329043221,0.147811627088491,0,0,0,0,0,0,0,0,0,0,0,0.0267798451112341,0,0.0350590671416908,0,0,0,0,0,0.0760367761711793,0,-0.0146492717833328,0,0,0,0,-0.104379031302441,0,0
X600028.SH,0.15892045089828,0,0,0,0,0,0,-0.0182978480540773,0,0,0,0,0,0.0457651123829402,0.0383412843548824,0,0,0,0.0768494417698107,0,0,0,0,0,0.0369162967616936,0,0,0.00771855761039225,0,0.036530442428301,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0857311685999464,0,0,0,0,0.0997657307384931,0,0,-0.0269166700833519,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0101300349970772,0,0,0.172058432058824,0,0.0817857714908601,0,0,0,0.408424286597789,0,0,0.0983591501805429,0,0,0.117040768773459,0,0,0,0,0,0,-0.0132014511291337,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308151049177269,0,0.0784557385407608,0,0,0.0209575748103382,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.040262108320389,0,0,0,-0.0928698797849274,0,0,0.0556316226193419,0.0174322605768028,0,0.109544270766071,0,0,0,0.0170574735204768,0,0.236769940350693,0.0317407283625155,-0.0321753363577046,0,0,0,0,0,0,-0.105343039219055,0,0,0,-0.0569124832289262,0,0,0,0.0289758761049101,0,0,0,0,0,0,0,0,0,0,0.0208809273963216,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.382470538977505,0,0,0,0,-0.0114530317751962,0.0223049749346433,-0.0371527553361632,0,0,-0.0284727212343003,0,0.331171565523714,0,0,0,0,0,0,0,0,0,0,0,0.00985030844593217,0.154850795450199,0,0,0,0,0.0286891063077765,0,0,0,0,0,0,0,0,0,0.342908674960114,0,0.0217956013323073,0,0,0.0117189518059479,0,0,0,0,0,0
X600585.SH,-0.0102506484513524,0,0,0,0,0,0,0,0,0,0,0,0.468537170053257,0,0.0970189778512871,0.258232523715123,0.0188828625345235,-0.0450664157793471,0,0,0,0,0,0.0698319682317824,0,0,0,0,0.0826446836271616,0,0,-0.0494073846368843,0,0,0.0499254453576896,0,0,-0.0903782564300929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000387006402091693,0,0,0,0,0,0
X600111.SH,0,0,0,0,8.67361737988404e-19,0,0,0.19001588845434,0,0,0,0.396740553278666,0,0,0.0521113313164116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958520954947606,0,0,0,0.104941697551083,0.171902409396546,0,0,0,0,0,0.233883170024806,-0.202816852428732,-0.0278804933172491,0,0,0,0,0.0108105269201459,0,0,-0.106320221976954,0,0,0.0122069619126902,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.46286211433709,0,0.0692237724755378,0,0.014647118805896,0,0,0.0923125373589379,0,0.098760806825431,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0245997762235169,0.156981503504842,0,0.0393044653626179,0,0.0222291726902374,0.00295777482330637,0,0,0,0,0,0,0,0,0,0,0,0,0.0091797072736181,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.102278873849906,0,0,0,0.13856909383441,0,0,0,0,0,0,-0.178847702249685,0,0,0,0,0,0,0,0,0,0,0.287971022676169,0,0,2.14727907234293e-05,0,0,0,0,0,-0.0446238488731433,0.0253937163827164,0,0.0535028937236538,0,0.0216183424011008,0,0,0.314695078913027,0,0,0,0,-0.00995260856569561,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0752936060976403,0,0,0,0,1.73472347597681e-18,0.181447465209397,0,0.0230202544191525,0,0.0389200660470887,0,0,0,0,0,0,0,0,0,0,0.0653470222068957,0.0984873173353329,0,0.103295471564746,0,0,0,0,0,0,-0.0283680241006591,0.261860665966214,0,0,0,0,0.0178819672939132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0177710555229942,-0.0334805283573884,0,0,0,0,-0.173167435847165,0,0.0360078301730745,0,0,0,0,0,0,0,0,-0.0434421417255293,0.0251892557845604,0.0582347459974858,0,0,0,0.0635544294351712,0,0,0,0,0,0,0,0,0,0,0,0.0714889728611409,0,0,0,0.134506553992842,0,0.0921132213328032,0.0667772255932856,0,0,0.0230533726101931,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.311636141488923,0,0,0,0,0,0,0,0.0792554593271506,2.71050543121376e-20,0,0,0.0930459393141142,0,0,0,0,0.0116443421281298,0,0,0,0.142500517663236,0,0,0,0,0,0,0,0,0.0716292227985526,0,0,0,0,0,0,0.00725794649400197,0,0,0.0598700637469488,0,0,0.13698182280479,0,0,0,0,0,0,0,0,0
X000877.SZ,-0.0573972364261502,0,0,0,0,0.378277314613598,0,0,0,0,0,0.135962473138789,0,0,-0.0388767982027896,0,0,0,0,0,0,0,0,-0.0478257308894368,0,0,0,0,0.0692792463422477,0.109307089682826,0.0640074724681957,-0.0202686512157819,0,0,0,0,0.0596841777023702,0,0,0,0.306476314952522,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.00814950167876866,0.0165647408784399,0,0,0,0.0525929626393776,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0383962247078077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277979450955898,0,0,0.2364494858016,0,0,0,0,0.0307605980623739,-0.327940787707863,0.180683009095398,0.109370778927995,0.0521100306477392,0,0,-0.00426395825934306,0.218187139832641,0,0,0,0.266031161305512,0,0,0,0,0,0,0,-0.172885146149597,0,0,-0.024983762659832,0,0,0,0,0,0
X600188.SH,0,0,0.0717367761260743,0,0,0,0.293994749925953,0,0,0,0,0,0,0,0,0,0,-0.107821011276803,0.224710812711615,0,0.430355155182653,0,0,0,0,0,0,0,0,0,0,0,0,0.0248775069595633,0,0,0,0,0.0820319959676236,0,0,0,0,0,0,0,0,0,0,0.0702303556889427,0,-0.017458668821382,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0570959476867003,0,0,0.209055909937611,0,0,0,0,0,0,0,0,0,0,0,-0.0320130107248509,-0.00687045306755036,0,0,0,0,0,0.0040904969870763,0,0,0,0.00859815711399015,0.943400436237246,0,0,0,-0.111147465725105,-0.0821997103231526,0,0,0,-0.0552755153693355,0,0,0,0,0,0,0,-0.0186808524448307,0,0,0,0,0,0,0
X000708.SZ,0,0,0.0153797039362791,0,0,0,0,0.033036111337509,0,0.0731673747108658,0,0,0,-0.090343682889527,0.0297158666079372,0.0976595096130864,0,0,0,0,0.0141620925707237,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0282061524832653,0,0,0,0.110346337655758,0,0,0.063510357816754,0,0.193410927283023,0,0,0,0,0,0,0,0,0.0184635700050217,0,0,0,0.135252728912904,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024915196790212,0.0958769853808598,0,0,0,-0.182194489272955,0,0,0,0,0,0,0.0635684240099526,0,-0.0795340637999293,0,0,0,0.0371471637367088,0.195077828645095,0,0,0.679142776065966,0,0.035478279290398,0,-0.0601985942617158,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0066307848669253,0,0.0131818682570241,0,0,0,0,-0.174804903164517,0,0
X601600.SH,0,0,0,0,0,0,0.0720121343943899,0,0,0,0,0.0237671120519257,0.200031283688735,0,0.0622388263887778,0,0,-0.0177287273890755,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.227938313988783,0,0,-1.73472347597681e-18,0,0.248026222521466,0,0,0.0355814573392446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033996375359248,0,0,-0.00676432367088282,0,0,0,0,0,0,-0.0486498764391125,0,0,0,0,-0.0935118859180114,0,0,0,0,0,0,0,0,0,0,0,0,0.0031553619986594,0.41243564010282,0,0,0,0,0,0,0.0421203957999784,0,0.0146155570766758,0,0,0,0,-0.017670436844186,0,0
