,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600111.SH,X600011.SH,X600886.SH,X000301.SZ,X600176.SH,X600188.SH,X601600.SH,X600426.SH,X002466.SZ,X000027.SZ,X601991.SH,X600803.SH,X600801.SH,X600352.SH,X600795.SH,X000932.SZ,X000883.SZ,X600219.SH,X600489.SH,X002080.SZ,X600688.SH,X600299.SH,X600486.SH,X600027.SH,X000898.SZ,X002353.SZ,X600315.SH,X600157.SH,X601992.SH,X300037.SZ,X600516.SH,X601158.SH,X000723.SZ,X000807.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.294289081283626,0,0,0,0.0243261546881454,0,0,-0.00568175642589945,0,0,0,0.0377030151808948,0,0.0285578179841401,0,0,0,0.0191286220645355,0,0,0,0,0.00315572534593285,-0.00460283817823947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273925465411897,0,0,0,0,0,0,0,0,0.020539400225903,0,-0.00251565325710122,0,0,0,0,-0.00217007732696478,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631087245132336,0.0554182394107525,0,-0.106638199663153,0,0,0,0,0,0,0.0543231791182325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891122207270948,0,0,-0.0254619358578281,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00893061848474761,0,-0.0500565486705389,0,0,0,0.0566012096396165,0,0.169605362693239,0.0455283362114848,0,0.109564456884696,0.00335047189761245,0,0,0,0,0,0.137695100344168,0,0,0,0.0245371397324911,0,0,-0.105409773062708,0,0,0,0,0,0,0,0,0,0,0.00659687270841829,0,0,0,-0.00629874017058102,0,0,0,-0.0248500141150176,0,0
X600309.SH,0,0,0,0,0,0,0,0.278195976880352,0,0,0,0,0,0.0365096687443005,-1.73472347597681e-18,0.0172382902812548,0,0,0.123605142481852,-6.93889390390723e-18,0,0,0.120664498668179,0.0718245635750354,-0.0182478732192593,-0.139089877324884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198784129348,0,0,0,0,0,0,0,0.14711081838593,0,0,-0.0277208761160843,0,0,0,0.0251523250262019,0,0
X600585.SH,0,0,0,0.0117650299480163,0,0,0.00655170531651226,0,0.0141052187268923,0,0,0,0,0,-0.0125121715512346,0,0,0,0,0,0.0491150047256509,0,0,0,-0.00402305118453568,0,0,0.337521344147202,0,0,0.0352477136473846,0,0,0,0,0,0,0,0,0,0,0.0660106601655944,0,0,0,0,0,0,0,0.0633730544701703,0,-0.0185739026619568,0,0,0,0,-0.0486478810584456,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0705833898920663,0,0,0,0.179831680147329,0,0,0,0.21227441027122,0,0,0.114370980818622,0,0.0237673293118928,0,0,0,0,0.0949583772201505,0.0689345254071803,0.0397450229349749,0,0,0.212687757529146,0,0,0,0,0,0,0,0,0.118041979342295,0,0.016300469354047,0,0,0,0,0,0,0,0,-0.0468076360942572,-0.0073346266257206,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.377453839913264,0,0,0,-0.567069255378996,0,0.116723163430612,0,0,0,0,0,0,0,0,-0.0472921156074774,0,0,0,-0.109885669666522,0,0,-0.0449475145865131,-0.261462559197345,0,0,0,0.541178819737037,0.253954694814833,0,0.101680621882974,0,0,0,0,-0.0149475176046471,0,0,0,-0.28915848362636,0,0,0,-0.0842495633377292,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107270153803541,0,0,0.109236575588609,0.299571655603168,0,0,0,0.0936272387518463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256606533140058,0,0,0,0,0,0,0.132690674067616,0,0,0.106512441329194,0,0.391030196932894,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.12120592748621,0,-0.363279138176474,-0.00422848232059217,0.0232525293707679,0,0.132042187079166,0,0,0,0,0,0,0,0,0,0.120409183956568,0.0152670605184135,0,0.0538117022837114,0,0,0,0,0,0,0,0,0,0,-0.142244375684952,0.0537583541591285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024106939746533,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.101143295576584,0.156808875259013,0,0,-0.00723086304494515,-4.33680868994202e-19,0,0,0,0,0,0.0566603404320644,0,0,0,0,0.0103534087453763,0,0.011519674574384,0,0,0,0,0,0,0,0,0.0921329214250539,0,0,0.287041955594492,0,0,0,0,0,0,0.114498096887467,0,0,-0.0820813377496744,0,0,0,0,-0.0306476861075338,0,0,0,0,0,0
