,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X600111.SH,X000301.SZ,X601600.SH,X600660.SH,X600010.SH,X600547.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X600489.SH,X000629.SZ,X000807.SZ,X000408.SZ,X600219.SH,X600378.SH,X600096.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600141.SH,X600688.SH,X000831.SZ,X300037.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303523347009041,0,0,0,0.0898483842423788,0,0,0,0.0301330072602546,0,0,0,0,0,0,0,0,0,0,-0.0118604170444306,0,0,0.00675383977747374,0,0,0,0,0.131006437439193,0,0,0,0.0702885083209534,0,-0.0422199823915698,0,0,0.0171435186971427,-0.00849901674917988,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.112862039894082,0,0,0,0.0689681799616403,0,0,0,0.0450801483626439,0,0,0,0,0,0,0,0,0,0.0570186022126438,0.0237948095024152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100172013861653,0.00103371669973446,0,0,0,0.00921982548305608,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.065156659898469,0,0,0,0.0324530206220014,1.73472347597681e-18,0,0.21185534731382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100848961498081,0,0,-4.33680868994202e-19,0,0,-0.0226903506733964,0.14066949045346,0,0,0,0,0,0,-0.0256984205987745,0,0.00969447350598832,0,0,0,0,0,-0.0113708561896107,-0.028493440458012,0,0,-0.020224173222033,0.0151109280383938,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0990648074027745,0,0,0,0,0,0.265344909844256,0,0.0862803779402245,0,0,0,0,0.0258353012526751,0.202655274717502,0,0,0,-0.0338051809879914,0,0,0,0,0,0,0,0,0.0553218992636605,0,0,0,0.14876274936999,0,0,0.524878647554356,0,0,-0.139219080082099,0,0,0.0335318696723647,0,0,0.0182128575076286,-0.0309107616413167,0,0,0,0,0,0
X600188.SH,0,0,0.650096226267643,-0.193069174838717,0,0,0,0,0,0,0,0.323044023353096,0,0,0,0,-0.107410910013552,0,0,0,0.132452119147679,0,0,0.333779395794207,0,0.0270166994629406,0,0,0.10132060943377,0,-0.352267243336495,0,0,0,0,0,0.00208896382564535,0,0,0,0.0653985364375333,0.116083360279974,0,-0.0260749718865356,0,0,0,0,0,0,0,0.0198786867551148,-0.0210391546342618,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717884381483104,0,0,0,0,0,-0.0097147604384108,0.504696923343963,0,0,0.0306246215892399,0,0.0339496164233573,0,0,0,0,0,0.138476009999417,0,0,0,0,0,0,0,0,0.0439207173362212,0,0,0,0,0,0,0,0,0.0672068424101642,0,0.0139519344224963,0.0160982178506785,0,0,0,0,0
X600019.SH,0,0,0,0,0.0301986770522392,0.0619651314375858,0,0,0,0,0,0.184786071967748,0,0,0,0.0703032039815457,0,0,0,0.103185613008963,0,0,0,0,0,0,0,0.167153594372085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309229249663462,0,0,-0.0308877534193283,0.13112536181106,0,-0.00764492692876315,-0.00308393579697961,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.610247111667654,0,0,0,0,0,0.0867567709054008,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127026051137987,0,-0.0744417644569296,-0.0643723954869339,0,0,0,0.0254724139534048,0.053788229190624,0,0,0,0.0287222948536765,0,0,0,0,0,0,0.0250046320240146,0,0,0.00304325574299123,0,0,0,0,0,0,0
X600011.SH,0,-0.175029866723588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107230204774277,0,0,0.0468965329049672,0,0,0,0,0,0.120775351308123,0.647115964261087,0,0,0.14813835800433,-0.122948500685987,0,-0.026589850749095,0,0,0,0.0943531263279703,0,-0.0369879343984997,0,0,0,0,0,-0.0260255518334298,0,0,0,-0.0275327912340801,0.049101775501044,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0147573535638505,0,0,0.577463907396584,0,0,0,0,0,0.117294647305271,0,0,0,0,0,0,0,0,0,0,0,0,0.0482707423476387,0,0,0,-0.133443828872713,0.0745803884709998,0,0,0,0,0.048974079532602,0,0,0.100305375346687,0.0132795891526095,0,0,0,0,0,0,0,0.0417353729124463,0,-0.0488443792815802,-0.0424081112034577,0.0616709001035694,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.105431007483721,0,0,0,0,0.0599914838173961,0,0,0.160669639367657,0,0,0.0155216963940229,0,0,0.138824379983102,0.00861587280552136,-4.33680868994202e-19,0.00899871608268078,0,0,0,0,0,0.132448903535458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122152836080062,0,0,0.00797042190170208,0.0164665917829875,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.275283331733885,0,0,0,0,0,0,0,0,0,0.0660064909991377,0.105281805717269,0,0,0,0,0,0,0,0,0,0.0765195404199993,0.105489934737642,0,0,0.109495959586823,0.0522621679691792,0,0,0,0,0.0705033291041704,0,0,0,-0.016149727661965,0,0.0225024469358037,0,0,0,0,0,0,0,0,0.0373945127074655,0,-0.00415830132418145,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0135824932347141,0,0,0,0,0,0,0,0,0,0,0,0,0.0784436290685614,0,0.0697878367935063,0,0,0.0453021931347878,0.038901212714648,0,0,0,0.0385533650670248,0,0,0,0,0,0.0066604710803923,0,0,0,0,0,0.0283639738947437,0,0,0,0.135549966087552,0,0.0550098904382184,0,0,0,0.0177956230358372,-0.00829935355083355,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0883593643309737,0,0,0,0.0233060330104137,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.141726828059061,0,0,0,0,0,0,0,0,0,0,0.0589661751457073,0.0911212224408683,0,0,0.0799989830152841,0,0,0,0.411345452242907,0.048487697117696,0,0,-0.016799247513321,-0.00186660886344579,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.12204507871887,0,0,0,0,0.142457841767292,0,0,0,0,0.23133430506531,0,0,0,0,0,0,0,0,0,0.0369464962638921,0,0,0.0811773711640575,0,0,0,0,0,-0.131136534020649,0,0,0,0,0,0,0,0.468340524407173,0,0,0,0,0,0,0,0.290969958857675,0,-0.226459129052151,0.0620158162777171,0.0315548709953831,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0573141372423633,0,0,0,0.0230848902469605,0,0,0,0,0,0,0.00582242079057964,0.113913898266377,0,0.0580286412516228,-0.0158005346616212,0,0.187052138900163,0,0,0,0,0.0517485769913429,0,0,0,0,0,0.173607899435967,0,0,0,-0.0817695755457371,0.0723792160568191,0.183608018894793,0,0,0,0,0,0,0,0.10113212529105,0,-0.0110243662970281,-0.00109308503037061,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0350607581973897,0,0.0940929152201448,0,0.0931974414402073,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0358890076029764,0,0.144494327229311,0,0,0,0.0421301249358121,0,0,0,0,0,0,0.0494341473380955,0,0,0,0,0,0,0,0,0.000999202761953561,0.201248203602022,0,0,0,0,0,-0.0164643798954587,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107664552530023,0,0,0,0,0.0285410844238619,0,0.190158365619144,0,0,0,0,0,0,-0.0323485815970932,0.00792712435062879,0,0,0,0,0,0,0,0,0,0,0,0,0.0202866176819411,0,0,0.0639254292152279,0,0.114456640614884,0,0,-0.0797341714525065,-0.0347434745490631,0.0231569665283488,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0028136378133209,0,0,0,0.0174705328754503,0,0.0302204705298157,0.0741275717435136,0,0,0,0,0.0613128024638887,0.418065890041718,0,0,0,0.104431728761677,0,0,0,0,-0.0869337901922555,0,0,0,0,0,0,0,0.687467500098927,0,0,0,0,-0.031003119111822,0,0,0,0,0,0,0,-0.026405778054099,0,0,0,0,0.00788277855599634,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.114700752140093,0,0,0.0942056128779174,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0599532509366218,0,0,0,0.0153487810160873,0.0648337781188583,0,0,0,0,0.619311686851409,0,0,0,0,0,0,-0.117981475477808,0,0,0,0,0.163284929294011,-0.060334163827726,0,0.0321340302515782,0,0,0,0,-0.0113022689350885,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.112171159874052,0,0,0,0.119830042074104,0,0,0.0132550159935904,0,0,-0.0906348905653487,0,-0.0855860609182945,0,0,-0.0202506879523436,0,0,0,0,0,-0.0372889508551394,0.00280520037111981,0,0.139592470140976,0,0,0,0,0.158499819473541,-0.136492783386878,0,0,0,0,0,0.00880014710124636,0,0,0,0,0,0,0,0.0249390243489549,-0.169879212292409,0,-0.0655558675137236,0.0642570608955876,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.152753983729161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515450472318864,0,0,0,0,0,0,0.287822965604446,0,0,0.23687796211901,0,0,0,0,0.0804434768112901,0.0472167340517388,0,0,0,0.00156126783796709,0,0,0,0,0,0.0179315748656689,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.128263105425721,0,0,0,0,0,0,0,0,-0.666718701410492,0,0,0,0,0,0,0.253052073976783,0,0,0,0.138095045152131,0,0,0,0,0,0.0198953227068541,0,0,0,0,0,0.286798765405594,0.371225425424279,0,0,0,0,-0.275460728968491,0,0,0,-0.166400362698432,0,0,0,0,-0.0334023507688635,0.00583643522203891,0.0176481633203237,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0176271634252976,0,0,0,0,0,0.203685501391343,0,0,0,0,0,0,0,0.159393247174327,0,0,0.0244296380193794,0.0276104165611093,0,0,0.272078009228042,0,0,0,0,0,0,0,0,0,0.0664440736716818,-0.20322000588452,0,0,0,-0.0546990714789137,0,0,0,-0.021131570751611,0,0,-0.0957563623578553,0.0875349017354294,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0324063787521239,0.047471054901591,0.0821620576706577,0.0628112583327877,0,0,0.0216583969224587,0.271505640239313,0,0,0.105123419015926,0,0,0,0,0.0650925321213311,0,0,0,0,0,0,0,0,0.0835991988067983,0,0,0.0563813886145999,0.0748324827185906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0108129178302591,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.242486715282815,0,0,0,0,0,0,0,0,0,0,0,-0.256781261080796,0,0,0,0,0,0,0,0,0,0.266330683318468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411334017546185,0,0,0,0.149820837724902,0,-0.0237254407600355,0.00669297563979823,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0.0394858500227255,0.0649813997739235,0.0797860310985339,0,0,0,0,0,0,0,0,0.0229706948755204,0,0,0,0,0,0.427180954116928,0,0,0.247280343716119,0,0,0,0,0,0,0,0.191299319615535,0,0,0,0.00957720851339338,0.343826176605763,0,0,0,0,0,0,0.2887051303635,0,0,0.0704183796804525,-0.0536152653235902,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.194441765168155,0.080562642768452,0,-0.0494867481576365,0,0,0,0,0.0415420250227063,0,0.0179328700179055,0,0,0,0.00317884358989917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849508639002,0,0,0.145721191638709,0,0,0,0.152033798716609,0,0,0.0146096905999223,0,0,0,0,0,0,0
X600803.SH,0,-0.193156087399624,0,0,0.249525793386224,0,0,0,0.203690051002563,0,0,0,0,0,0,0,0,0,0.194163469533096,-0.0954847753011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024108780339251,0,0,0,0.00190816925553287,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0546454840799793,0,0,0.0175197356724476,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0372706454116211,0,0,0,0.383302479703061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178333672766271,0,0.0613769229977949,0,0,0,0,0.157423154854181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700936894908502,0,0.0738521599138398,-0.0875856500148704,0,0,-0.0729691012352522,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.21723486846833,0,0,0,0,0,0,0,0,0,0,0,0.115039426406321,0,0,0,0,-0.000879409105574311,0,0,0.46059026732259,0,0,0,0.0458441295626099,0,0.0832200018667416,0,0,0,0,0,0,0,0,0,0,0,0.0869883716710021,0,0,0,0.0188464779967975,0.0114798136812715,0,0,0,0,0,0
