,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X600886.SH,X601600.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600157.SH,X600583.SH,X601158.SH,X000792.SZ,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X600008.SH,X600660.SH,X000027.SZ,X000825.SZ,X000630.SZ,X600808.SH,X600021.SH,X002470.SZ,X000629.SZ,X600549.SH,X600578.SH,X600315.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.5082718136673,0,0,0,0,0,0,0,0,0.132622955756891,0.0125570723433968,0.143935528851393,0,0,0,0,0,0.011861115953293,0,0,0,0,0,0,0,0,0,0,0.0162508997004399,0,0.0439340482218727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.275495108938784,0,0,0,0,0,0,0,0,0,0,0.145299801398137,-3.46944695195361e-18,0,0,0,0.327260018830623,0,0,0,0,0,0,0,0,0,0,0.00238366275766329,0,0,0,0,0,0.115437079698586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540109583324285,-0.00586494527585545,0,0,0,0,0,0
X601088.SH,0.0623590527915528,0,0,0,0.125806457322098,0,0.0768751094732179,0,0,0,0,-1.0842021724855e-19,0.0912170657209279,0,0,0,0,0.100472870496492,0,0,0,-0.015741342012931,0,0,0,0,0,0,0,0.0523830734145493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405334120730608,0,0,0,0,0,-0.00216351505594977,0,0,0,0,0,0
X600011.SH,0.0596432386978617,0,0,0,0,0,0,0.0687727102485134,0,0.157847927582938,0.0901197819710959,0,0.106300720049627,0,0,0.0684091977396176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370659898715258,0,0,0,0.252309092466866,0,0,0,0,0,0,0.0317912347297761,0,0,-0.0148941028000722,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0559274775186011,0.170892072915619,0,0,0,0,0,0,0.310094744569167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00880519791298699,0,0,0,0,0,0,0.0191530598529279,0,0,0,0.175643278366919,0,0,-0.00148981921879809,0,0,0,0,0,0
X600585.SH,0,0,0.0564243457753103,0,0,0,0,0,0,0,0,0,0.0152292519351574,0,0,0,0.126466461911024,0,0,0,0.0544612074269694,0,0,0,0,0,0,0,0,0,0,0.0153905274082889,0,0.0700250516518959,0,0,0,0,0,0,0,0,0,0.209130142303467,0,0,0.223637964547397,0,0,0,0,0.00443200523656525,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.115104056744329,0,0,0.0700108875799783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00859954503324851,0,0,0,0,0,0.0253979780445073,0,0.0123993606672844,0,0,0,0,0,0.150379771975649,0,0.00352727367992166,0,0,-6.93889390390723e-18,0.346003804605207,0.167500548349803,0,0,0,0,-0.00182703218016928,0,0,0,0,0,0
X600010.SH,0,0,0,0.0391264445770731,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378835257702039,0,0.177062160845184,0,0,0,0,0,0,0,0,0,0,0.0300070704125521,-0.0303937125838162,0,0,0.130179254252977,0,0,0,0,0,0,0,0.21040090289043,0,0,-0.0206480931539698,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.102401518956923,0,0,0.104241287216977,0,0.34403567878145,0,0,0,0.0653765037053609,0,5.6679046476743e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.230749655891517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237086376616892,0,0,0,0,0,0
X600795.SH,0,0,0,0.0816872260259667,0,0,0,0,0.307691196194813,0,0.135852803915928,0.148716010317727,0,0,0,0.127121499282339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00939289214266027,0,0,0,0,0,0,0.0271598615225552,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167779793945421,0,0,0,0,0,0
X600886.SH,0.013217308492624,0,0,0,0,0,0,0,0.0749259757831043,0,0,0,0,0,0,0,0,0.110785533495831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195304156987589,0,0,0.241862955360164,0,0,0.134004984991127,0,0,0,0,0,0,0,0,0,0.0141481513286827,0,0,0,-0.0187399499996289,0,0,0,0,0,0
