,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600585.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X600795.SH,X000301.SZ,X601699.SH,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X002271.SZ,X600489.SH,X600027.SH,X600803.SH,X601991.SH,X000807.SZ,X600176.SH,X600160.SH,X600985.SH,X000786.SZ,X000630.SZ,X000932.SZ,X000408.SZ,X000933.SZ,X600219.SH,X600612.SH,X002128.SZ,X300037.SZ,X600157.SH,X000629.SZ,X000723.SZ,X600688.SH,X600348.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.668220265033595,0.200198772149582,0,0,-0.0758352931500643,0,0,0,0,0,0,0,0,0,0.118321217592904,0,0,0,0,0,0,0,0,0,0,-0.229596506318524,0,-0.0320007944197306,0,-0.0874482015599691,0,0,0,0,0,0,0,0.102735880101215,0,0,0.115130354802372,0,0,0,0,0,0,0,0,0,0,0.0230154186718853,0,0,0,0.0286957704229236,0,0
X600028.SH,0.518739435224506,0,0.0225923587486384,0,0,0.136984608531317,0,0,0,0,0.0216063787904873,0,0,0,-0.0321538916271731,0,0,0,0,0.0934616686986699,0,0,0,0,0,0,0,0,0.0181924095530374,0.0333196008377603,0,0,0.0201307548471519,0.0440348729504259,0,0.107222918447871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311522161985068,0,0.0021697471567999,0,0,0,0,0.0408361250916818,0,0
X601088.SH,0.0226413388677832,0.172786626322063,0,0,0.0802537171998949,0,0.0952508294016217,0,0,0,0,0,0,0,0,0,0,0,0,0.0418931979407639,0,0,0,0,0,0.0510867444935939,0,0,0,0,0,0,0.0734584697632399,0,0.0700301568210701,0,0,0,0,0,0,0,0,-0.17526255762202,0,0,0,0,0,0,0,0.0141110314451419,0.000476275399189456,0,0,0,0.0184591094194081,0,0
X600309.SH,0.0560639612856968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531498969862059,0,-0.113335237348554,0,0,0,0,0.243634933620429,0,0,-0.0417407443608142,0,0,0.0749015488224311,0,0,0,0,0.0983673723737276,0,0,0,0.392790778154003,0,0,0,0,0,0.083377299911685,0.654303358949109,0,0,0,0,0,-0.0588554116215701,0,0,0,0,0,-0.19167196376078,0,0
X600188.SH,0,0,0,0,0,0.080163617715938,0.212777995486266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662785877181175,0.0305752681768223,0,0,0.432653862149656,-0.0451777702807943,0,0,0.036486342029663,0,0,-0.151109697819465,-0.0192704625994749,0.0878482699628175,0,0,0,0,0.131913103718262,0,0,0,-0.0469269622630927,0,0,0,0,0,0,0,-0.00881879976960772,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.241408038697848,0,0,0,0,0,0,0,0,0,0,0,-0.205803656245576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04279885778581,0,0.174680535257478,0,0,0.609698642461017,0,0.303207736411914,0,0,-0.128300561699855,0,0,0,0.145551090819995,0,0,-0.0148547255009327,-0.000571037192534313,0,0,0,0,0,0,0
X601898.SH,0,0,0.0676560217622547,0,0.268552222112278,0,0,0,0,0,0.00758075760922933,0.111644095049877,0,0,0.116367536987247,0,0,0,0,0,0,0.177530365968027,0,0,0,0,0.0157253093479125,0.00179862588406516,0,0.187768348005145,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773975053992584,0,0,0,-0.0114553736899486,0,0,0,-0.0075321322991324,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00311573442944846,0,0.117495719551288,0,0,0,0,0.116591350956606,0,0.223373411505111,0,0.175108046215448,0,-0.184943901205979,0,0,0.100358610490827,0,0,0,0,0,0,0,0.0252519458529342,0,0,0,-0.102731549371809,0,0,0,0,0,0,0.0181173875512528,-0.0254156773052547,0.0346788602552629,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.165874114085285,0,0,0,0,0,0,0,0.227131955803367,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190314548578631,0,0.143854902994891,0,0.124795298131156,0,0,0,-0.0281552918090876,0,0,0,0,-0.132232566350107,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0297019255621508,0,0,-0.00446764343292629,-0.0267852958438091,0,0,0,3.46944695195361e-18,0,0
X600547.SH,0.0851680646487651,0,0,0,0.0613794207977951,0,0,0,0,0,0,-0.096861087333862,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.114402979308669,0,0,0,0,0.401833188869528,0,0,0,0,0,0,0,0.00272741721695096,0,0,-0.0511939827147468,0,0,0,0,0,0,0,0,0,0,0,0,0.0330920672225322,-0.0539125414834633,0,0,0,0.0314471339877703,0,0
