,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X000709.SZ,X600688.SH,X600027.SH,X000539.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X002075.SZ,X600583.SH,X601158.SH,X600352.SH,X002353.SZ,X000898.SZ,X600309.SH,X601992.SH,X600021.SH,X000027.SZ,X000883.SZ,X600660.SH,X000878.SZ,X000629.SZ,X600808.SH,X000959.SZ,X002470.SZ,X000792.SZ,X600863.SH,X000825.SZ,X600578.SH,X600307.SH,X600489.SH,X600315.SH,X600098.SH,X000060.SZ,X300072.SZ,X600395.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.786471980578395,0.13261954711474,0.0134750809208644,0,0,0,0,0,0,-0.090925469374523,0,0.0659872992893891,-0.0194927030351931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804010683652486,0,0,0,0,0,0,0,0,0.0267398267692937,-0.0542359187762152,0,-0.0261049380067974,0.00285926252594154,-0.00943757873090149,0,0,0,0,0,0
X600028.SH,0.537341037299513,0,0.108335328051038,0,0,0.109888362540294,0,0,0,0,0.0365272045343768,0,0,0.0575155828665066,0,0,0.0397699176917941,0,-0.00343666304472145,0,0,0,0.0552119250973106,0,0,0,0,0,0,0,0,0,0,-0.0161945460300425,0,0,0,0.0574498432215326,0,0,0,0.0138833992538322,0,0,0,0.0224641801431907,0,0,0,0.00705459791448103,0.0139405553393981,0.101145908031671,0,0,0,0,0
X601088.SH,0.0153906119879439,0,0,0.165164864175132,0,0.117404583197927,0.00410492718891146,0,0.144082605016526,0,0,0,0,0,0,0,0,0,0,0.00122074642290506,-8.67361737988404e-19,0,0,0.0307539161885058,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196376837099301,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0551600345692226,0,0,0,0,0,0,0,0,-0.0498927616460614,0,0,0,0.120819794493958,0.103181548883559,0,0,0,0,0,0,0,0,0.147776836169817,0,0,0,0,0.0815663459551134,0.226268154515348,0,0,0,0,0,0,0,0,0,0,0.265341768669033,0,0,0,0.0220198795235696,0.0443582255134704,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.184716763541298,0,0.0226276504372767,0.14377024301691,0,0,0.0610385250485484,0,0,0,0,0.00439140695858047,0,0,0,0,0,0.0277289722098139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429262829793886,0,0,0,0,0,0,0,0,0,0.0202024122833852,0,0,0,0,0,0
X600019.SH,0,0.0424738973012828,0.161489922158438,0.0215601239446375,0.223407280852469,0,0,0,0,0,0,-1.73472347597681e-18,0.0834477347895554,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0577250887385214,0,0,0,0.303581061751354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362859643918763,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0472516355115056,0,0.10202390385554,0,0.0715013352933041,0.109246174351316,0,0,0,0,0.0939787629950109,0.00175541016475201,0,0,0,0,0,0,0,0,0,0.0364521776570248,0,0,0,0.0407025896488537,0,0,0,0,0,0.222586545121233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128232066414714,-0.0174781167954563,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.113979258218195,0,0,0,0,0,0,0.133412759474773,0,0,0.157761372840761,0,0,0,0,0,0,0.0525159422681531,0,0,0,0,0,0.0316850518335313,0,-0.112564240183194,0,0,0,0,0,0,0,0,0,0.161222054392389,0,0,0,0,0.0950202798228917,0,0,0,6.09793224554778e-05,-0.0130259721444196,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.268995276213511,0,0,0.0316011035652005,0.0633944749425786,0,0,0,0,0.234158233818584,0,0.156910781654294,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0651953637705755,0,0,0,0,0.079241402283887,0.201110048950361,0,0,0.00804254701170237,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0145591533844038,0,0,0.0714177095445551,0,0.0168929474112016,0,0.0919084594879032,0,0,0,0,0,0,0.0418780310258142,0,0,0,0,0,0,0.180937330889644,0,0,0,0,0,0,0,0,0,0.287655512065497,0,0.108566756957655,0,0,0,0,0,0,0,0,0,0.00162827175934577,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.181252444990784,0.0921094463289089,0,0,0,0.0617394841808566,0,0,0,0.197911786916803,0,0,-0.0544607921575948,0,0,0,0,0,0,0.282246483353604,0,0,1.38777878078145e-17,0,0,0,0,0,-0.137389707583951,0,0,0,0,0,0,0,0,0.114393212838441,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.258232688792764,0.0882760055978703,0,0,0.248475944258604,0,0,0,0,0,0.132913898884292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103347843390546,0,0,0,0,0.0404003172011409,0,0,0,0,0,0,0,0,0,0,0.0357636828883152,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0.150556921649713,0,0,0,0,0.230682922630151,0,0,0,0,0,0,0,0,0.108592971776834,0,0.308151723582149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398975072353125,0,0,0,-0.0931833608294048,0,0.0460882498837389,0,0,0,0,0.00115111160598802,-0.00598748715268718,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282450273761502,0,0,0,0,0,0,0.422558721651686,0,0,0,0,0,0,-0.0912524108921453,0,0,0,0,0,0,0,-0.148991749648424,-0.0898229038910521,0,0,0,-0.0564020921511511,0,0,0,0,0,0.0753897574138404,0,4.33680868994202e-19,-0.0148526967938671,0,0,0,0,0,0
