,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X002466.SZ,X600027.SH,X600111.SH,X600623.SH,X600188.SH,X600362.SH,X600547.SH,X600157.SH,X600886.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X600309.SH,X601158.SH,X600489.SH,X600583.SH,X000883.SZ,X000709.SZ,X300072.SZ,X600352.SH,X000898.SZ,X000539.SZ,X002460.SZ,X000723.SZ,X002407.SZ,X000027.SZ,X600549.SH,X000630.SZ,X002470.SZ,X002075.SZ,X600021.SH,X000012.SZ,X000983.SZ,X600098.SH,X600176.SH,X000629.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0658061096511659,0,0,0,0.0219584218826824,0,0.0501396478586712,0,0,0,0,0,0,0,0,0,0,0.177562510205189,0,0,0.129539043606865,0,0,0,0,0,0,0,0.000237812886635173,0,0,0,0,0.0483204143517922,0,0,0,0,0.0149701640681936,0,0,0.02160545137904,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0620379586458007,0,0,0,0,0,0,0,0,0.00723040842866633,0,0,0,0,0,0,0,0,0.0899191611272271,0,0,0.285734553167175,0,0,0,0.00458792834614457,0,0,0,-0.0595290334920216,2.16840434497101e-19,0,0.0342105132086874,0,0,0,0,0,0,0,0,0,0,0,0.00101318648887602,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.318674024270289,0,0,0,0,0,0,0,0,0.0652658637391269,0,0,0,0,0,0.00186478048922828,2.16840434497101e-19,0,0,-4.33680868994202e-19,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.11699158157608,0,0,0,0,0,0,0,0,0,0,0,0.112128649170211,0,0,-0.0382768208389902,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0547002984103038,0.032716070493331,0,0,0,0,0,0.396416016728213,0,6.7762635780344e-21,0,0,0,0,0.0408841456378155,0,0,0,0.00312394660070182,0.0280125419735275,0,0,0.053881805169696,0,0,0,0,0,0,0,0.023958017249537,0,0,0.00685043141835945,0,0,0,0,0,0,0,0,0,0,0,-0.0169676471370419,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.100669955472759,0,0,0.0559695868020223,0,0,0,0,0.224927679119044,0,0,0,0,0.0784564647988434,0,0,0,0,0,0,0,0.0397995568039082,0,0,0.00773527692258164,0,0,0.0832533195236047,0,0,0.0746321685413527,0,0,0.0941787514872469,0,0,0,0,0.0762405542826705,0,0,0,0.034566958739627,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0425406982113135,0,0,0,0,0,0,0,0.0399124989805099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273491625179304,0.194011917222537,0,0,0,0,0,0.118418728841816,0,0,0,0,0.0769582729852852,0,0,0,0.037520350621621,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.12394213771773,0,0,0,0,0,0,0,0,0,0,0,0.201870264055042,0.0394341412071693,0,0,0,0,0,0.198872505150227,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159932696916141,0,0,0,0,0,0,0,0,0,0,0,-0.025747688191611,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.160578515875819,0,0.0294053003699355,0,0,0,0,0,0,0,0.167204814191329,0,0,0,0,0.283961008946051,0,0,0,0,0,0,0,0,0,0,0.0362470079645613,0,0,0,0,0.021724060196592,0.208665124795653,0,0,-0.0621533003302315,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549407632488661,0,0,0.0276077799660856,0,0.124017126504396,0,0,0,0.0600573815392109,0,0,0,0.161233275963621,0,0,0,0.123020237108992,0,0,0.0222163236440679,0,0,0,0,-1.73472347597681e-18,0.0186721970431088,0,0.012192863119562,0.11083779573283,0.166496687311413,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.213068417503769,-0.0396741496543291,0.074483959776648,0,0,0,0,0,0,0,0,0.130833149719063,0,0,0,0,0,0,0,0.194690395442301,0,0,0,0,0,0,0,0.0543255596008376,0,0,0,0.156191384695338,0,0,0.126641914582414,0,0,0,0,0,0,0,0,0,-0.206588268396418,0,-0.019492945818513,0,0,0,0,0,0,0
