,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600886.SH,X600011.SH,X000786.SZ,X000825.SZ,X000723.SZ,X000932.SZ,X000408.SZ,X000959.SZ,X600399.SH,X601991.SH,X000831.SZ,X000807.SZ,X600803.SH,X600795.SH,X300037.SZ,X000898.SZ,X002080.SZ,X601699.SH,X002409.SZ,X600352.SH,X600549.SH,X002407.SZ,X600486.SH,X002145.SZ,X600489.SH,X000027.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0302689020743191,0.042636472464091,0,0,0,0,0,0,0,0.0525749210050007,0,0,0.0315996414677982,0.0101565988199283,0,0,0,0,0,0.0800258698370063,0,0,0.0557851933839403,0,0,0,0,-0.0564354069047397,0,0,0,0,0.0257254088219109,0,0,0,0,0,0,0,0.042756875950716,0,0,0,-0.0261643788455903,0,0,0,0,0,0
X600028.SH,0.1695978809118,0,0,0,-0.062760829183463,0,0,0,0,0,0,0,0.0382438350257043,0,0.0681773026114229,0,0,0.000338363399089898,0,0,0.0167983752450199,0.0351051243040759,0,0,0,0,0,0.0104417756428264,0,0,0.0067159700636311,-0.0483807273157623,0,0,0.0502029619536031,0,0,0,0,0,0.0102999237493385,-0.0128616106583847,0,0,0,0,0,0,0,0,0,-0.0142820210853155,0.0379091559339226,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0345859886495202,0.0582506907498563,0,0,0,0,0,0,0,0,0,0.0705820085950696,0.0693752917916397,0.178724554729439,0,0,0,0.0340663736686961,0,0.0273461099142818,0,0.102154114109529,0,0.0323451534118056,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0677325489374681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0924970449901897,0,0,0.0970456773966497,0,0,0.0252935294764696,0,0,0,0,0,0.111629318109993,0,0,0,0,0.0384242045933162,0,0,0,0,0,-0.0603080655964128,0,0,0.0203355415555324,0,0,0.0118484180917517,0,0,0,0.056769542058655,0,0,0,0,0,0,0.0278839641276322,0,0,0,0.00863393140589329,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.176513386739869,0,0,-0.204509829395904,0,0.227611577336131,0,0,0,0,0,0,0,0,0,0,0,0,0.11631876930762,0,0,0,0,0,0,0.114653541091297,0,0,0,0,0,0.0482490834487958,0.0655396851381613,0,0,0.232624715262981,0,0.243535107187434,0,0.0246806184255225,0.0746116618713805,0,0.0700324636599785,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0627144476290405,0,0,0,0.078260739711746,0.05459521554397,0,0,0,0,0,0,0.132677989051898,0,0,0,0.188889528751652,0,0.0568837556105352,0,0,0,4.33680868994202e-19,0,0,1.73472347597681e-18,0,0,0.00573277214658134,-0.0801663534401547,0,0,-0.0572758183444946,0,0,0,0,0,0,0,0,0,-0.00131757775703616,0.01499674831345,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0628552945640953,0,0,0,0,0,0,0.0951088674564678,0,0.0777125053279923,0,0,0,-4.33680868994202e-19,0,0.242100196256016,0,0,-0.250540836657767,0,0,0,0,0,-0.00235047379298829,0,0.0405353555969779,0,0,0,0,-0.241361811019301,0,0,0,0,0,-0.106633548056312,0,0,0,0,0,0,0,0,0,0,0.0838188107467516,0.0218460383331999,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207463437320033,0,0,0,0,0,0,0,0,0,0,0,0,0.0107138628652731,0,0,-0.0472625373535809,0.0883436667085836,0,0,0,0,0,0,-0.0458310914890287,0.328391099431246,0,0,-0.0687755554207016,0,0,0,0,-0.0367462669613436,0,0,0.15154621107077,0,0,0,0,0,0,-0.144032556681348,0,0
X600111.SH,0,0,0,0,0,0,-0.0920827969083441,0,0,0.0190292220189765,0,0,0,0.0159957153997592,0,0,0,-0.0136453749385978,0.109671946226046,0,0,0,0,0,0,0,0,0,0,0,0,0.182860212725288,0,0.160150146697584,0.0248747389906414,0,0,0,0,0,0,0,0,0.699573271613594,0,0,0,0,0.242128001577328,0,0,0,0.0941483249160344,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.358825928421313,0,0,0.178630937619389,-0.130092222114407,0.279427088604789,0,0.398488007317581,0,-0.119138606201398,0,0,0,0,0,0,0,0,0.0424662400021017,0.0684391123245196,0,0.155696790090822,0,0,0,0,0,0,0,0.0439525784939214,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577842604543431,0,0,0,0,0,0,0
