,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601992.SH,X600188.SH,X002466.SZ,X600660.SH,X600362.SH,X601991.SH,X300072.SZ,X600547.SH,X600886.SH,X600111.SH,X000709.SZ,X600027.SH,X600157.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X002271.SZ,X600516.SH,X000723.SZ,X000883.SZ,X600808.SH,X600299.SH,X600352.SH,X600219.SH,X600176.SH,X000630.SZ,X000792.SZ,X600578.SH,X600008.SH,X002092.SZ,X600549.SH,X000408.SZ,X000983.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0550816628507525,0,0,0,0,0,-0.0118486898482973,0,0.161905346729209,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0666884532993648,0,0,0,0.00666520794968929,0,0.0102608023855806,0,-0.026517091812904,-0.00231248671265523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269922845935885,0,0.00389704797676564,0.0296447703626034,0,0,-0.0133401449346142,-0.00395663662817839,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.118614506358121,0,0,0.00490689184661337,0,0,0,0,0,0.03228816156087,0,0,0,0,-0.0787920369028816,-0.12116623361218,0,0,0,-0.00780464014913363,0,0.0348649025291934,0,-0.0312716838015046,-0.0149221319606693,-0.11647329702076,0,0.0402084202491339,0,-0.0291556426901926,0,0,0,0,0,0.0329950533508859,0,0,0,0,0,0,0,0,0,0,0,-0.00207575969570879,-0.130285487212112,0,0,0,0,0
X601088.SH,0,0,0,0.0374642055083332,0,0,0,0,0,0.0189972397386841,0,0,0,0,0,0,0,-0.00469718200581422,0,0.0438246317646479,0,0,-0.0561111950438765,0,0,0.0288637185522731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032561202901742,-0.00305060364385301,0,0,0,-0.00881535565122649,-0.0063049927645093,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0267032466555611,0.0273340181758692,-0.0114826033607517,0.0560419331281957,0.0538134061146404,0,0,0,0,0,0,0,0,0.337951621354435,0,0.0217484083391042,0,0,0,0,-0.0997429484982049,0,0,0.404569129332583,0,0,0,0,0,0,0,0,0,0.0317947029035715,0,0,0,0,-0.00598579280910048,0.00526280315230205,0,0,0,0,0,0
X600585.SH,0,0.00195767777738955,0,0.157757995968486,0,0,0,0.0878987648690998,0,0,0,0,0,-0.0792955702588128,0,0.174933173188918,0,-0.0769575852741283,0,0,0.65512672076983,0,0,0,0,0,0,0,0,0,0,0.0729678914003362,0,0,0,0,0,0,0,0,0,0,0,-0.0397377974042144,0,-0.0312934846983003,0.205669222206662,0.11300119648471,0,0,0.00190705884517704,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0370421210113392,0,0,0,0,0.254743102043296,0,0.0118390467050367,0,0,0,0.290693386033834,0,0,0,0.0893245292523979,0.0585289017077643,0,0,0,0,0,0,-0.129457696171341,0,0,0,0.0356567359950921,0,0,0,0,0,0,-0.0650346412316393,-0.00525311438662812,0,0,0.0175609358882789,0.00529026780167661,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0414687455541805,0,0,0,0,0,-0.0812005904857494,0,0,0.0279001910334519,0,0,0.0876252282510837,0.0118363323436774,0.0565474458112594,0,0.176538665079933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989795398618091,0,0,0,0,0,0,-0.0111999215571679,-0.00515043875921379,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.19595521409502,0,0.047929942001507,-0.043332179018925,0.467387878221728,0,0.30208305746919,0,0,0.163347154599415,0,0,0,0.0655911506562564,0,0,0,0,-0.00872436282383434,0,0,0,0,0.0386158676575072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116746028006849,0,-0.00495580052371582,-0.0671336863937764,0,0,0,0,0,0
X601898.SH,0,0,0,0.137579259692306,0,0,0,0,0,0.117249045537924,0,0,0.00504819623308273,0.111506122988948,0,0,0,0,0.0114899642331489,0,0,0,0,0,0,0.280183699166656,0,0,0,0,0.165037039546909,0,0,0,0,0.0425533731213278,0,0,0,0.0897615721470132,0,-0.0104988402210425,0.115625223265745,0,0,0,0,0.0649194260443976,0,0,0,0.00194194194907985,0,0,0,0,0,0
X601600.SH,0,0,0,0.0790899235062597,0,0,0.106577373897227,0,0,0,0,0,0,0,0,0,0,0,-0.0613235629954243,0,0,0,0,0.297336103726328,0,0,0.153660078015528,0.0945769153889064,0,0,0,0,0,0,0,0.0320997289839324,0,0,0,0,0,0,0,0,0,0.143848908913418,0,0.160086583046678,0,0,-0.0207335681323503,0,0,0,0,0,0,0
X600688.SH,0,0.0601030927091374,0,0,0.0957355762470057,0,0,0,0,0,0,-0.0295180205550172,-0.022978859820411,-0.0299343274717712,0,0,0,0,-4.33680868994202e-19,-0.0397586771188463,0,0.0415783357194651,0,0,0,0,0,-0.0127365239571164,0,0,0,0.0622169481804741,-0.0439636210583023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00462278353335654,-0.0481241616399567,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0356324721347546,0,0,0,0,-0.0226196665067074,0,0,0,0,0.0190251744655962,0,0.081231308667006,0,0,0.0426820174998521,0.0313600248437073,0,0,0.0887105175624186,-0.0287230271955492,-0.0315277686812856,0,0,0,0,0,0,0,0,0,0,-0.0152162995399773,0,0,0,0,0,0,0,0.0408372822211612,0.0885473655503868,0,-0.00845792423886634,-5.42101086242752e-20,-0.0340910529918584,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,-0.114838388585322,0,0,0,0,0,0,-0.0484684134292829,0.086959976543652,0,0,-0.073454464511031,-0.000479126766985085,0,0,0.588010953952969,0,0.256629463392965,0.0187816358911045,0.0584556216026657,0,0,0,0,0,0.0355499326500528,0,0,0,0,0,0,0,0,0,0.424958367103446,0.35119597143802,0,0,0,0,0.0798508715853254,0,-0.0236786943870932,4.33680868994202e-19,0,0,0,0,0,0
