,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X600188.SH,X601158.SH,X000792.SZ,X600160.SH,X600583.SH,X600623.SH,X000027.SZ,X600352.SH,X600660.SH,X000539.SZ,X600309.SH,X002466.SZ,X000709.SZ,X000629.SZ,X000898.SZ,X000630.SZ,X600098.SH,X000060.SZ,X000883.SZ,X002470.SZ,X600021.SH,X000012.SZ,X600547.SH,X600489.SH,X600578.SH,X002004.SZ,X600315.SH,X300072.SZ,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.556435163989494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869848365463874,0,0,0,0.0258242627758626,0.0326322937253539,0.0418202159875548,0,0,0,0,0,0,0,0.0714572381990385,0,0,0.0290584512751829,0,0.0255538414644957,0,0,0,0.0139044041510251,0,0,0,0,0,0,0,0,0,0.0039614349492396,0,0.00050165716307576,0,0,0,0,0
X600028.SH,0.323587313542433,0,0,0,0,0,0.0565051271053777,0,0,0,0,0,0,0,0,0,0,0,0,0.0306510183357585,0,0,0,0.183794451402597,0,0,0,0,0,0,0,0,0.0449160544561946,0,0,0,0.012549565439918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137904274862373,-0.00233423554926903,0.0236874356573279,0,0,0,0,0
X601088.SH,0.104252280350126,0,0,0,0,0,0,0.199183765176852,0,0,0,0,0,0.0361058634862884,0,0,0,0,0,0.0164841394192552,0,0.0156210366856923,0,0.0210383621722524,0,0,0,0,0,0,0,0.148051255664451,0,0,0,0,0.0787692645202878,0,0,0,0.0195532242536433,0,0,0,0,0,0,0,0,0,0,-0.0135909851202562,0.0719273816572013,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0230438238077256,0.0466893419002471,0,0,0,0,0,0.128366357781256,0,0,0,0,0,0.118338707769137,0,0,0.0699578805470765,0,0,0,0,0,0,0,0,0,0,0,0,0.0500278321004566,0.0184654511806663,0,0,0,0.0463571843593228,0,0,0,0,0,0,0,0,0,0.00327770192523978,0.0187668053613457,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00575089481082312,0,0,0.0382797177633896,-4.33680868994202e-19,0,0.416029101944949,1.32348898008484e-23,0,0.0795227460241221,0,0,0,0,0,0,0,0,0,0,0,0,0.137552981077661,0,0.0645574703268581,0,0.0896932256141822,0,0,0,0,0,0.00209647704052158,0,0.00314877395242415,0,0,0,0,0,0,-0.00111472384803579,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128978482182833,0,0,0,0.186713635390103,0,0,0,1.73472347597681e-18,0.00931247774254963,0,0,0,0,0,0,0,0,0.0564728916948149,0,0,0,0,0.0461042568018897,0,0,0,0,0,0.144808825250767,0,0,0,0,0,0,0,0.00336065258784,0.0178491764698648,0,0,0,0,0,0
X600585.SH,0,0.179525392658541,0,0,0,0,0,0,0,0,0.00168841931731451,0,0,0,0,0,0,0.0218726716945808,-0.0243749054021301,0,0,0,0.0635310650291069,0.208052563990913,0,0,0.136890656432922,0,0,0,0.0273270387814001,0.023857783395473,0,0,0,0,0.0894767368224754,0,0,0,0,0,0,0,0,0,0,0.0345578580173157,0,0,-0.00568227292571698,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.137179478914494,0,0,0,0.00233188915736579,0,0.0771088707760692,0.105966696541846,0,0.144724736879653,0.0344557582428496,0.0338187123523752,0,0,0,0.0338447160380272,0,0,0,0,0,0.0762106195849207,0,0,0,0.051765501298386,0.0240847731935728,0,0,0.0191244996860405,0.0429357351857376,0,0,0,0.011595868039474,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0618441611405577,0,0,0,0.0645821022051511,0,0,0,0.0400891714154599,0,0,0.0786641662642794,0,0,0,0,0.0531430214909963,0,0,0.019177465955623,0.0134293526229159,0,0,0,0,0.0393037881735248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226785943489052,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.176274097375709,0.0305625804017908,0,0,0,0.143133029249955,0,0,0.010368679739958,0,0,0,0,0,0,0,-6.93889390390723e-18,0.193238469368137,-8.67361737988404e-19,0,0,0,0.156023161224629,0,0,0,0,0,0.0501761957465253,0,0,0,0,0,0,0,-0.00149546201482904,-1.73472347597681e-18,0,0,0,0,0,0
