,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600547.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600111.SH,X600352.SH,X600489.SH,X002466.SZ,X600795.SH,X601991.SH,X300037.SZ,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X600219.SH,X002080.SZ,X601168.SH,X000932.SZ,X002409.SZ,X000898.SZ,X600529.SH,X000723.SZ,X000630.SZ,X600315.SH,X000807.SZ,X000027.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.026589484917294,0,0.0544424513891209,0.0446963467970951,0,0,0,0,0,0.0146222189739452,0,0,0,0,0,0,0.00325914833931519,0,0,0.00315229674920201,0,-0.00430649927266725,0,0,0,0,0,0,0.0221445704150224,0,0,0,0,0,1.0842021724855e-19,0.0152268873758748,0,0,0,-0.0169891820931296,0,-0.00385941712513214,0,0,0,0,-0.00277133318316703,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.00782409915273393,0.0463169620520794,0,0,0,0,0,0.0286159963669525,0,0,0,0,0,0,0,0,-0.000574086465960545,0,0,0,0,0,0,0,0,0,0,0,0.0810584002273379,0.0338794414395089,0,0,0.0275157024306143,-0.0167896316306921,0,0,0,0,0.0261071579038608,0.0431605079873768,0,0,0,0,0,0,-0.0106990858149562,0,0
X601088.SH,0,0,0,0,0,0,0.0326237487061195,0,0,0,0,0,0.0311956751245628,0,0.0585632790794763,0,0,0,0,0,0.18365748315068,0,0,0,0,0,0,0,0,-0.0124259549472367,0,0,0,0,0,0,0,0.149250397895218,0,0,0,0,0,-0.0724123392558217,0.0484766060118942,0,-0.0307203506034561,0.0545665734840841,0,0,0,0.0148354890294527,0,0,0,0,-0.00789621288086326,0,0
X600585.SH,0,0,0.00755072971009296,0,0.0565861322948361,0,0.0492764439291768,0.0902766146080004,0,0,0,0,0,0.0684517203617156,0,0,0,0.0199462819833958,0.0812848902677836,0,0,0,0,0,0,0.0341055136500424,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0177286520314658,0,0,0,0,0,-0.0253338130981321,0,0.0233000680077173,0,0,0,0,-0.00457108090028613,0,0
X600309.SH,0,0,0,0,0,0,2.16840434497101e-19,0.127123097301558,0.273304500021957,0,0,0,0,0,0.0219163037134523,0,0,0.205144612879311,0,0,0,0,0,0,0,0.110641022106909,0,0,0,0.100299240315323,0,0,0,0.10203325251053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124812508061382,0.0365120240858142,0,0,0,0.0306324138790758,0,0
X600019.SH,0,0,0,0,0,0,0.00390825470031919,0.14111175103799,0,-0.102572819700278,0,0,0,0,0,0,0,-0.0820799529607856,0,0,0,0,0,0.0687655494776462,0,0.0139185042369828,0,0,0,0,0,0,0,0,0.13093340552983,0,0,0,0,0.0572461010532746,0,0,0,-0.0367983536099453,0,0,0,0.114154092156905,0,0,0.145455693295013,0.0156139271995318,0.0363561416898684,0,0,0,-0.0113587808199922,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0233551675932491,0.299159111874753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462384788581211,0,0,0.189925982259544,0,0,0,0,0,0,0,0,0,0.162959792554821,0,-0.0756586430376657,0,0,0,0,0.189927247673625,-0.20122765069771,0,-0.00629018425659619,0,-0.00782428593681181,0,0,0,0,-0.0204721727724257,0,0
X600547.SH,0,0,0,0.0365514834541251,0.0588795737171956,0,0,0,0.0326309207956129,-0.00883110294946289,0,0,0,0,-0.00191640130227368,0,-0.0990825790028504,0,0,0,0,0,0,0,0,0.61396393221257,0,0,0,0.0289494369858845,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0364869089570313,0,0,0.113681309064954,0,0,-0.0267548984686534,0,0.0053552203887198,5.42101086242752e-20,0,0,0,0.00800627337024755,0,0
X000708.SZ,0,0,0,0,0.120500542683532,0,0,0,0,0,0,0,0,0,0,0,0.0307251240035105,0,0,0,-0.0800486089569464,0,0,0,0,0,0.0484785303894972,0,0,-0.0812334010420104,0,0,0.113102417639766,0,0,0.0837184460706318,0,0.274062909336757,0,0,0.182817185449047,0.0658885556474787,0,0.0396158648294777,0,0,0,0,0,0,0,-0.0236024106888517,-1.73472347597681e-18,0,0,0,-1.35525271560688e-20,0,0
X600660.SH,0,0,0,0,0,-0.22863436578738,0.0283187031681417,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184049855847207,0,0.254348000844019,0.00137469549018338,0,0.0602449788628451,0,0,0,0,0.156645594418485,0,0,0.0160367844298976,0,0,0,0,0,0,0,0,-0.0329750539314048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01574144469446,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166375001531765,0.0576350841313045,0,0,0,0,0,0,0,-0.0448079383240509,0,0,0,0.057960422493438,0,0.137126752536673,0,0,0,0,0,0,0,0,0,0.124867185353644,0,-0.00723616316699901,0,0,0.0326960977340909,0,0,-0.176048491474983,0,0,0.116121257016284,0,0,0,0.0460855492942904,0,0
X600011.SH,0,0,0,0,0,0,0,0.00902689386791821,0,0,-0.0472289245972075,0,0.0368103757201429,0,0,0.219486594124922,0,0,0,0,0,0,0,0,0.082492210551923,0,0,0,0,0,0,0,0,0.000536066662268325,0,0,0,0,0,0,0,0,0,0.0353188359435515,0,0,0,0,0.249258473482736,-0.139431718206282,0,-0.00523062253928422,0,0,0,0,0.0190447204159819,0,0
X600362.SH,0,0,0,0,0,0,0.0412970194329976,0,0,0,0,0.0411524325941536,0,0.0836934160202327,0.0136491324355094,0,0,0,0,0,0.00139099849502157,0,-0.0494609686456696,0.214961321651493,0.188418767549315,0.0488265961685791,0,0,0,0.0416435969640307,0,0,0,0,0,0,0,0,0,0.0200044251392602,0,0,0,0,0,0,0,0.213669393253998,0,-0.0165153989663714,0,0,-0.0570311357042021,0,0,0,-0.024825639373632,0,0
X601600.SH,0,0,0,0,0,0.0956138327780278,0.011178213877119,0,0,-0.00537314555087911,0,-0.043234835559084,0.100826134002066,0,0,0,0,0,0,0.196333017198191,0,0,0.0263163013317112,0.0747074794757297,0,0,0.0456061593834583,0,0,0,0,0,0,-0.0275975011278268,0,0,0,0.187918372686969,0,0.0599362058799922,0,0,0,0,0,0.145116311283482,0,0.0932750215381707,0,0,0,0.00243927729237673,0,0,0,0,-0.0108523270650547,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.0469966376162569,0,0,0,0,0,0.0948348470933894,0.154271120412584,0,-0.284857921169391,0,0,0,0,0,0,-0.161694648099563,0,0,0,0,0,0.263477766612692,0.102675700590999,0,0,0,0,0,0,0.153469807192274,0,0,0.21745164110857,0,0,0,0.0513057997757017,0,0,0,0,0,0,0,0,0.00302201902089004,0,0
