,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X002466.SZ,X600188.SH,X601992.SH,X300072.SZ,X600362.SH,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600027.SH,X600516.SH,X600176.SH,X000553.SZ,X000792.SZ,X600352.SH,X600489.SH,X000408.SZ,X600219.SH,X600339.SH,X600808.SH,X002271.SZ,X000959.SZ,X600299.SH,X000723.SZ,X601158.SH,X000883.SZ,X000983.SZ,X002470.SZ,X000630.SZ,X002092.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.612353448450292,0,0,0,0,0,0.00334889379651914,0,0,0,0,0.01552834651138,0,0,0,0.0292546059941773,0,0,0,0.0352497475560812,0,0,0,0,0,0,0,0,0,0,0.0194096834750112,0.0396367117908465,0,0,0,0,-0.0401934123771186,0.101565097397043,0.0261137545676496,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00663662485828808,0,0,0,0,0,0,0
X600028.SH,0.358210867410396,0,0,0,0.132977531188572,0.0172946149388031,0,0,0,0,0,0,0,0.00659296502018647,0,0,-0.00357378863639963,0,0,0,0,0,0,0.0422402880197737,0,0,0,0,0,-0.0687846962269748,0,0.0172045262071036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059981872002022,0,0,0,0,0,0
X601088.SH,0,0,0,0.00623748566360873,0,3.46944695195361e-18,0,0,0,0,0,0,0.823373201643007,0,0,0,0,0,0,0,-0.0564670013408439,0,0.227078304239434,0,0,0,0,0,0,0.0213933595286892,0.0631897114872953,0,0.00724499666405153,0,8.67361737988404e-19,-0.0386473689936965,0,0,0.00943236381052676,0,0,0,0,0,0,0,0,0,0.106818659681058,0,0.0462788935313143,-0.028103937760639,0,0,0,0,0,0
X600019.SH,0,0,0.0803587097275995,0,0,0,0,0,0,0,0,0.137814707262591,0,0,0,0,0,0,0,0,0,0,0.0534242264825071,0.159535673555421,0,0,0,0,0,0,0,-0.016832612226255,0,0,0,0,0,0.232170034821044,0,0.0984375111138213,0,0,0,0,0,0,0,0,0.0641851116557473,-0.135719228467525,0.0166128028868352,-0.0263449557841588,0.137754136827316,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.212023361691416,0,0,0,0,-0.00546525387503715,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791798598247647,-0.113187916827652,-0.0399783406758982,0,0,-0.00518665154040046,0.249811937865203,-0.107454709830286,0,0,-0.222345968054702,0,0,0,0,0,0,0,0,-0.0896380303374787,0.0740493750638083,-1.73472347597681e-18,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576974061273634,0,0,0.0178619571653809,0,0,0.0373753831238224,0,0,0,0,0,0,0,0,0,0.0158145797371581,0,0,0.159277928149216,0.105501230396436,0,0,0,0,0,0,0,0,0,0,0.0025770489634676,0,0,-0.0237101293604702,-0.031738298065201,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0684196223079406,0,0,0,0,0,0,0,0.0611076601028505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404342706606152,0.0348307263132057,0,0,0,0,0,0,0.209212474454878,0,0,0,0.0516766903937547,0,0,0.0920333810064784,0,0,0.0407215017751885,0,0,0,0.0031558061196356,0,0,0,0,0,0
X600309.SH,-0.0033288111064194,0,0,0,-0.0181444825585885,0,0,0,0,0,0,0,0,-0.162080663937852,0,0,-0.123358706418683,0,0,0,-1.73472347597681e-18,0,0,0,-0.17574346269946,0,0,0,0.070055632454804,0.180414253416221,0,0,0,0,0,0,0,0,-0.344124373705791,0,0,0,0,0,0,0,0,0.476290128378436,0,0,0,0.0231199990027311,0,0,0,0,0,0
X600011.SH,0,0,0.0426210517850215,0,0,0,0,-0.00048985172787579,0,0,0,0,0.0116640624876021,0.0174726982943771,0.1770690064716,0.0881312046739754,0,0,0,0,0,0,-0.0382670946253035,0,0.017028148653977,0,0,0,0,-0.0127667794517236,0,0,0,0,0,0,0,0,0,0,0.0275750633496396,0.0402758385862369,0,0,0,0,0,0,0,0,-0.0124023778739476,0.0151428310403172,0,0,0,0,0,0
X601898.SH,0,0,0,0.000953133284009098,0,0,0.0499725052639963,0,0,0,0,0,0,0,0.249674874790939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358062782104067,0.0210352403478842,0,0,0,0,0,0.0599874959153174,0,0,0,0,0,0,0.138675200826568,0,0,0.00210562648989697,0.0627020684335229,0,0,-0.00342552899541781,0,0,0,0,0,0
