,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X600795.SH,X601992.SH,X600660.SH,X600188.SH,X600362.SH,X002460.SZ,X601991.SH,X600547.SH,X600111.SH,X300072.SZ,X600516.SH,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X000807.SZ,X600489.SH,X600219.SH,X000959.SZ,X002271.SZ,X000723.SZ,X600808.SH,X600549.SH,X600352.SH,X601158.SH,X002092.SZ,X000883.SZ,X000983.SZ,X000553.SZ,X000630.SZ,X600299.SH,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0363449163833268,0,0,0,0,0,0,0,0.0397274010329514,0,0,0,0,0,0.0339079480161138,0,-0.034075331203747,0,0,0,0,0,0,0,0.0122441383053598,0,0,0,0,0,0,0,0,0,0,-0.0235941798140165,0,0,0.0261405451691125,0,0,0,-2.16840434497101e-19,0,-0.022622795736758,0.0175610134253266,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.18243595625847,0,0,0.0210964314097296,0,0,0,0,0,0,0,0.00819740312228644,0,0.0184619542167913,0,0,0,0,-0.033062707773639,0,0,0,0,0,0,-0.0583413101985999,0,0,0,-0.00982753844596011,-0.0180967504667561,0,0,0,0,0.137781724682516,0,0,0,0,-0.0364527063879332,0,0,0,0,0,-0.00189322997008687,0.00254996215183874,0,0,0,0,0,0
X601088.SH,0,0,0,0.168310869849247,0,0,0,-0.0343816743458678,0,0,0,0,0.802631525726724,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0539141362344666,0,0,0,0,0,0,0,0.0266396319781336,0,0,0,0,0,0,0,0.00976728423727214,0,0.0478519454990394,0,0,0,0,0,0,0.0530283544633924,0,-0.0230078872076232,-0.00109158640332266,0,0,0,0,0,0
X600019.SH,0,0,0.070052859085722,0,0,0.0298447426711305,0.0315918064188636,0,0,0.17900327216998,-0.00246429720444593,0,0,0,0,0,0,0,0,0,0.00714941712956635,8.67361737988404e-19,-0.0200193329417137,0,0,0.0375985313095011,0,0,0,0,-0.0185006946227176,0,0,0,0,0,0,0.386133599893406,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0919993516110514,-0.0326389945003188,0.0181100179155448,0,0,0,0,0,0
X600585.SH,0,0,-0.00180810468437756,0,0,0,0,0.103421251193478,0,0,0,0,0,0.0139341557149502,0,0,0,0,0,0,0,0,-0.078989113366704,-0.0492736728242128,0,0,0,0,0,0,0,0.251820225369077,0,0,0,0.0474904389201287,-0.0222302737360625,0,-0.11399071147294,0,0,0,0,0,0,0,0,0,0,-0.177741161389015,-0.0579937213851505,0.0345441605517637,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0175710331071077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407474586573718,0,0,0,0,0.178683986800089,0,0,0,0,0,0.054747439698662,0,0,0,0,0,0.0135589237898874,0.195879082181983,0,0,0.179651823441489,0,0.0324993525948039,0,0,0,0,0.0677229339696644,0,8.67361737988404e-19,0.0135288151647454,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.132213432354776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730633273887715,0,0,0,0,0,0.0859946451783462,0,0,0,0,0,0.168681980125207,0.196166893979249,0,0,0.0640560653842039,0,0,0,0,0,0,0,0,-0.0559257764342116,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0156121113383778,0,0,0,0,0,0,0,0,0,0,0,0.165870546085408,0.0694548057242859,0,0,-0.0225394291499726,0,0.054366836392783,-0.123396483553435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747149120505008,0,0.0127355222369773,0,0.316366092658406,0,0,0,0,0,0.0095773883519496,0.0573498977580121,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00746324575367286,0,0,0,0,0,0,0,0,0,0.030182552437577,0,0.103906997126395,0,0,-0.0338881710183594,-0.0186180968705513,0,0,0,0,0,0,0,0,0,0.0729123758310093,0,-0.100866325042764,0,0,-0.0255863093676742,0,0.0171283460488548,0,0.0513376678837647,0,0,0.0704549337858967,0,0,0,0.0589051308412186,0,0.0235734326276113,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0662369356925945,0,0,0,0,0,0,0,0,0,0,0.0790708078709043,0.109589955284802,0.108698817060334,0,0,0,0,0,0,0.0203943868401544,0,0.237883939861824,0,0,0,0.0741537434954209,-0.0573491808691939,0,0,0,0,0,0,0,0.0884161986966203,0,0,0,0,0.0722920151295833,0,0.0460666476399719,0,0,0,0,0,0,0,0,0,0,0,0
